,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
250,11,Marseille,Open 13,2007-02-14,International,Indoor,Hard,1st Round,3,Bjorkman J.,Bracciali D.,47.0,68.0,773.0,530.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.6,2.3,1.65,2.15,1.625,2.5,1.6,2.28,2007-496,Marseille,Hard,32,A,2007-02-14,6,102035,,,Bjorkman J.,R,183.0,SWE,34.8911704312,47.0,773.0,103110,,,Bracciali D.,R,180.0,ITA,29.0896646133,68.0,530.0,6-3 6-2,3,R32,70.0,6.0,2.0,60.0,32.0,23.0,18.0,9.0,5.0,5.0,1.0,5.0,55.0,25.0,18.0,12.0,8.0,2.0,5.0
251,11,Marseille,Open 13,2007-02-14,International,Indoor,Hard,1st Round,3,Johansson T.,Bastl G.,89.0,176.0,444.0,234.0,4.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.19,4.0,,,,,1.26,4.54,1.2,4.3,2007-496,Marseille,Hard,32,A,2007-02-14,2,102563,,,Johansson T.,R,180.0,SWE,31.8904859685,89.0,444.0,102567,,LL,Bastl G.,R,183.0,SUI,31.8685831622,176.0,234.0,4-6 7-5 6-3,3,R32,136.0,11.0,2.0,104.0,58.0,46.0,22.0,16.0,5.0,7.0,9.0,5.0,83.0,55.0,43.0,12.0,15.0,1.0,4.0
252,11,Marseille,Open 13,2007-02-14,International,Indoor,Hard,1st Round,3,Mahut N.,Ljubicic I.,65.0,8.0,566.0,2270.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.5,1.16,4.4,1.2,3.53,1.27,4.2,1.286,4.65,1.18,2007-496,Marseille,Hard,32,A,2007-02-14,16,103917,,Q,Mahut N.,R,190.0,FRA,25.0595482546,65.0,566.0,103344,2.0,,Ljubicic I.,R,193.0,CRO,27.9041752225,8.0,2270.0,6-4 6-4,3,R32,86.0,8.0,2.0,61.0,30.0,24.0,20.0,10.0,2.0,2.0,18.0,6.0,56.0,30.0,24.0,11.0,10.0,0.0,2.0
253,11,Marseille,Open 13,2007-02-14,International,Indoor,Hard,1st Round,3,Ferrer D.,Clement A.,15.0,35.0,1610.0,875.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.1,1.7,2.0,1.75,2.15,1.8,2.02,1.75,2007-496,Marseille,Hard,32,A,2007-02-14,13,103970,5.0,,Ferrer D.,R,175.0,ESP,24.8651608487,15.0,1610.0,103096,,,Clement A.,R,173.0,FRA,29.1553730322,35.0,875.0,6-4 6-4,3,R32,94.0,3.0,2.0,57.0,39.0,27.0,12.0,10.0,3.0,5.0,4.0,2.0,61.0,30.0,21.0,12.0,10.0,5.0,9.0
254,11,Marseille,Open 13,2007-02-14,International,Indoor,Hard,1st Round,3,Seppi A.,Ancic M.,102.0,9.0,416.0,2075.0,4.0,0.0,,,,,,,,,0.0,0.0,Retired,6.0,1.1,5.4,1.14,4.67,1.17,7.41,1.141,5.3,1.14,2007-496,Marseille,Hard,32,A,2007-02-14,5,104312,,,Seppi A.,R,190.0,ITA,22.9760438056,102.0,416.0,104339,3.0,,Ancic M.,R,196.0,CRO,22.8720054757,9.0,2075.0,4-0,5,R32,,1.0,0.0,12.0,8.0,5.0,4.0,2.0,2.0,2.0,0.0,1.0,15.0,10.0,4.0,1.0,2.0,3.0,5.0
255,11,Marseille,Open 13,2007-02-14,International,Indoor,Hard,1st Round,3,Nieminen J.,Chardy J.,20.0,272.0,1320.0,142.0,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,,,2007-496,Marseille,Hard,32,A,2007-02-14,15,103813,,,Nieminen J.,L,185.0,FIN,25.5578370979,20.0,1320.0,104871,,LL,Chardy J.,R,188.0,FRA,20.0,272.0,142.0,6-7(1) 7-6(4) 7-6(6),3,R32,141.0,5.0,4.0,116.0,68.0,47.0,27.0,18.0,5.0,9.0,17.0,4.0,114.0,64.0,52.0,22.0,18.0,3.0,7.0
256,11,Marseille,Open 13,2007-02-14,International,Indoor,Hard,1st Round,3,Hewitt L.,Llodra M.,18.0,72.0,1335.0,523.0,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.28,3.25,1.33,3.2,1.37,2.92,1.413,3.22,1.35,3.1,2007-496,Marseille,Hard,32,A,2007-02-14,8,103720,8.0,,Hewitt L.,R,180.0,AUS,25.9657768652,18.0,1335.0,103566,,WC,Llodra M.,L,190.0,FRA,26.7378507871,72.0,523.0,4-6 6-1 6-4,3,R32,106.0,12.0,4.0,81.0,48.0,40.0,17.0,14.0,4.0,6.0,8.0,7.0,81.0,42.0,32.0,17.0,13.0,6.0,10.0
257,11,Marseille,Open 13,2007-02-14,International,Indoor,Hard,1st Round,3,Gasquet R.,Hernych J.,16.0,80.0,1580.0,481.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.08,6.5,1.11,6.25,1.07,7.19,1.087,10.5,1.09,7.0,2007-496,Marseille,Hard,32,A,2007-02-14,4,104755,6.0,,Gasquet R.,R,185.0,FRA,20.6543463381,16.0,1580.0,103401,,,Hernych J.,R,190.0,CZE,27.6030116359,80.0,481.0,6-1 7-5,3,R32,75.0,6.0,2.0,59.0,41.0,30.0,11.0,10.0,2.0,3.0,4.0,5.0,66.0,39.0,23.0,12.0,9.0,6.0,10.0
258,11,Marseille,Open 13,2007-02-15,International,Indoor,Hard,2nd Round,3,Benneteau J.,Ferrer D.,43.0,15.0,817.0,1610.0,4.0,6.0,6.0,0.0,6.0,1.0,,,,,2.0,1.0,Completed,2.87,1.38,3.0,1.37,2.75,1.42,2.85,1.488,2.94,1.38,2007-496,Marseille,Hard,32,A,2007-02-15,23,103898,,WC,Benneteau J.,R,185.0,FRA,25.1471594798,43.0,817.0,103970,5.0,,Ferrer D.,R,175.0,ESP,24.8651608487,15.0,1610.0,4-6 6-0 6-1,3,R16,99.0,1.0,4.0,66.0,37.0,24.0,14.0,11.0,2.0,4.0,1.0,2.0,64.0,38.0,21.0,9.0,12.0,1.0,8.0
259,11,Marseille,Open 13,2007-02-15,International,Indoor,Hard,2nd Round,3,Soderling R.,Johansson T.,26.0,89.0,1063.0,444.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.38,2.87,1.37,3.0,1.37,2.92,1.483,2.87,1.43,2.74,2007-496,Marseille,Hard,32,A,2007-02-15,17,104417,,,Soderling R.,R,193.0,SWE,22.4969199179,26.0,1063.0,102563,,,Johansson T.,R,180.0,SWE,31.8904859685,89.0,444.0,6-4 7-5,3,R16,75.0,5.0,2.0,67.0,45.0,36.0,10.0,11.0,2.0,3.0,12.0,2.0,60.0,35.0,26.0,10.0,11.0,5.0,8.0
260,11,Marseille,Open 13,2007-02-15,International,Indoor,Hard,2nd Round,3,Youzhny M.,Santoro F.,22.0,59.0,1180.0,620.0,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.25,1.65,2.2,1.61,2.23,1.606,2.55,1.6,2.28,2007-496,Marseille,Hard,32,A,2007-02-15,22,104022,,,Youzhny M.,R,183.0,RUS,24.6351813826,22.0,1180.0,102148,,,Santoro F.,R,178.0,FRA,34.1765913758,59.0,620.0,6-7(4) 6-2 6-3,3,R16,133.0,8.0,6.0,91.0,47.0,41.0,22.0,14.0,1.0,3.0,5.0,4.0,101.0,53.0,35.0,26.0,15.0,8.0,14.0
261,11,Marseille,Open 13,2007-02-15,International,Indoor,Hard,2nd Round,3,Nieminen J.,Mahut N.,20.0,65.0,1320.0,566.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.83,1.83,1.83,1.93,1.91,1.83,1.971,1.935,1.8,1.97,2007-496,Marseille,Hard,32,A,2007-02-15,24,103813,,,Nieminen J.,L,185.0,FIN,25.5578370979,20.0,1320.0,103917,,Q,Mahut N.,R,190.0,FRA,25.0595482546,65.0,566.0,6-4 3-6 6-3,3,R16,113.0,5.0,0.0,85.0,52.0,39.0,20.0,14.0,5.0,6.0,10.0,3.0,84.0,52.0,42.0,15.0,14.0,2.0,4.0
262,11,Marseille,Open 13,2007-02-15,International,Indoor,Hard,2nd Round,3,Bjorkman J.,Seppi A.,47.0,102.0,773.0,416.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.55,2.4,1.55,2.35,1.599,2.57,1.5,2.5,2007-496,Marseille,Hard,32,A,2007-02-15,19,102035,,,Bjorkman J.,R,183.0,SWE,34.8911704312,47.0,773.0,104312,,,Seppi A.,R,190.0,ITA,22.9760438056,102.0,416.0,6-1 6-0,3,R16,51.0,5.0,2.0,38.0,20.0,18.0,10.0,7.0,0.0,0.0,2.0,3.0,44.0,22.0,11.0,6.0,6.0,2.0,7.0
263,11,Marseille,Open 13,2007-02-15,International,Indoor,Hard,2nd Round,3,Simon G.,Hewitt L.,58.0,18.0,625.0,1335.0,6.0,1.0,3.0,2.0,,,,,,,1.0,0.0,Retired,3.75,1.22,4.0,1.25,3.75,1.25,3.7,1.333,3.4,1.3,2007-496,Marseille,Hard,32,A,2007-02-15,20,104468,,,Simon G.,R,183.0,FRA,22.1273100616,58.0,625.0,103720,8.0,,Hewitt L.,R,180.0,AUS,25.9657768652,18.0,1335.0,6-1 3-2,3,R16,58.0,1.0,1.0,44.0,16.0,13.0,18.0,6.0,2.0,2.0,0.0,5.0,33.0,11.0,9.0,8.0,6.0,1.0,4.0
264,11,Marseille,Open 13,2007-02-15,International,Indoor,Hard,2nd Round,3,Gasquet R.,Gicquel M.,16.0,46.0,1580.0,777.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.2,4.4,1.2,4.25,1.2,5.5,1.2,4.3,2007-496,Marseille,Hard,32,A,2007-02-15,18,104755,6.0,,Gasquet R.,R,185.0,FRA,20.6543463381,16.0,1580.0,102967,,,Gicquel M.,R,188.0,FRA,29.8726899384,46.0,777.0,7-6(2) 6-2,3,R16,96.0,4.0,1.0,63.0,36.0,30.0,13.0,10.0,0.0,2.0,5.0,0.0,83.0,48.0,32.0,12.0,10.0,11.0,15.0
265,11,Marseille,Open 13,2007-02-15,International,Indoor,Hard,2nd Round,3,Baghdatis M.,Saulnier C.,17.0,259.0,1365.0,151.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.12,5.5,1.15,5.25,1.15,5.2,1.195,5.62,1.19,4.5,2007-496,Marseille,Hard,32,A,2007-02-15,21,104571,7.0,,Baghdatis M.,R,183.0,CYP,21.6563997262,17.0,1365.0,102642,,Q,Saulnier C.,R,190.0,FRA,31.4934976044,259.0,151.0,6-4 6-3,3,R16,67.0,7.0,0.0,52.0,27.0,23.0,17.0,9.0,2.0,2.0,6.0,4.0,54.0,34.0,28.0,7.0,10.0,4.0,7.0
266,12,San Jose,SAP Open,2007-02-12,International,Indoor,Hard,1st Round,3,Pless K.,Stakhovsky S.,83.0,195.0,477.0,210.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.6,2.3,,,1.662,2.41,1.62,2.22,2007-424,San Jose,Hard,32,A,2007-02-12,6,103709,,,Pless K.,R,188.0,DEN,26.006844627,83.0,477.0,104660,,Q,Stakhovsky S.,R,193.0,UKR,21.1006160164,195.0,210.0,7-5 6-1,3,R32,59.0,3.0,0.0,55.0,32.0,27.0,15.0,10.0,0.0,0.0,5.0,3.0,52.0,26.0,16.0,15.0,9.0,2.0,5.0
267,12,San Jose,SAP Open,2007-02-12,International,Indoor,Hard,1st Round,3,Greul S.,Kendrick R.,81.0,82.0,481.0,478.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.6,1.48,2.6,1.45,3.16,1.424,2.66,1.45,2007-424,San Jose,Hard,32,A,2007-02-12,7,103752,,,Greul S.,R,185.0,GER,25.8343600274,81.0,481.0,103470,,,Kendrick R.,R,190.0,USA,27.2443531828,82.0,478.0,6-3 6-2,3,R32,54.0,7.0,1.0,50.0,26.0,21.0,16.0,9.0,2.0,2.0,12.0,4.0,45.0,26.0,19.0,7.0,8.0,2.0,5.0
268,12,San Jose,SAP Open,2007-02-13,International,Indoor,Hard,1st Round,3,Querrey S.,Goldstein P.,92.0,73.0,442.0,521.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.57,2.35,1.48,2.53,1.613,2.53,1.52,2.45,2007-424,San Jose,Hard,32,A,2007-02-13,2,105023,,WC,Querrey S.,R,198.0,USA,19.3511293634,92.0,442.0,102834,,,Goldstein P.,R,178.0,USA,30.5242984257,73.0,521.0,6-2 6-1,3,R32,50.0,13.0,2.0,50.0,30.0,25.0,10.0,8.0,3.0,3.0,1.0,0.0,43.0,31.0,17.0,5.0,7.0,2.0,6.0
269,12,San Jose,SAP Open,2007-02-13,International,Indoor,Hard,1st Round,3,Warburg S.,Delic A.,184.0,87.0,225.0,453.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.45,1.53,2.5,1.49,2.65,1.571,2.37,1.55,2007-424,San Jose,Hard,32,A,2007-02-13,14,104173,,WC,Warburg S.,R,190.0,USA,23.7919233402,184.0,225.0,104025,,,Delic A.,R,196.0,BIH,24.6214921287,87.0,453.0,6-4 6-3,3,R32,70.0,5.0,2.0,54.0,31.0,27.0,15.0,10.0,1.0,1.0,7.0,1.0,58.0,30.0,23.0,14.0,9.0,1.0,3.0
270,12,San Jose,SAP Open,2007-02-13,International,Indoor,Hard,1st Round,3,Spadea V.,Udomchoke D.,64.0,79.0,574.0,488.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,2.85,1.42,2.75,1.444,3.05,1.37,3.0,2007-424,San Jose,Hard,32,A,2007-02-13,4,102434,8.0,,Spadea V.,R,183.0,USA,32.5694729637,64.0,574.0,103821,,,Udomchoke D.,R,173.0,THA,25.5058179329,79.0,488.0,6-3 6-4,3,R32,71.0,8.0,2.0,60.0,38.0,29.0,11.0,10.0,2.0,3.0,5.0,1.0,58.0,37.0,21.0,13.0,9.0,6.0,9.0
271,12,San Jose,SAP Open,2007-02-13,International,Indoor,Hard,1st Round,3,Phau B.,Economidis K.,90.0,116.0,444.0,382.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.39,2.75,1.4,2.85,1.3,3.3,1.372,3.49,1.45,2.68,2007-424,San Jose,Hard,32,A,2007-02-13,10,103451,,,Phau B.,R,175.0,GER,27.3593429158,90.0,444.0,103077,,,Economidis K.,R,188.0,GRE,29.2785763176,116.0,382.0,6-2 6-3,3,R32,56.0,6.0,2.0,53.0,34.0,22.0,13.0,8.0,6.0,7.0,1.0,3.0,50.0,33.0,18.0,5.0,9.0,1.0,6.0
272,12,San Jose,SAP Open,2007-02-14,International,Indoor,Hard,1st Round,3,Safin M.,Oudsema S.,24.0,261.0,1090.0,151.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.06,7.5,1.08,7.25,1.1,6.75,1.13,8.0,1.12,5.8,2007-424,San Jose,Hard,32,A,2007-02-14,12,103498,4.0,,Safin M.,R,193.0,RUS,27.0444900753,24.0,1090.0,104760,,WC,Oudsema S.,R,190.0,USA,20.6187542779,261.0,151.0,6-4 7-6(3),3,R32,89.0,4.0,2.0,65.0,36.0,29.0,18.0,11.0,0.0,1.0,17.0,5.0,83.0,33.0,30.0,20.0,11.0,4.0,6.0
273,12,San Jose,SAP Open,2007-02-14,International,Indoor,Hard,1st Round,3,Murray A.,Kim K.,13.0,125.0,1650.0,359.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.06,7.5,1.06,8.5,1.07,7.19,1.069,12.5,1.07,7.8,2007-424,San Jose,Hard,32,A,2007-02-14,5,104918,3.0,,Murray A.,R,190.0,GBR,19.7481177276,13.0,1650.0,103240,,,Kim K.,R,180.0,USA,28.5503080082,125.0,359.0,6-3 6-1,3,R32,57.0,11.0,4.0,51.0,28.0,24.0,10.0,8.0,2.0,3.0,0.0,2.0,53.0,29.0,17.0,5.0,8.0,4.0,9.0
274,12,San Jose,SAP Open,2007-02-14,International,Indoor,Hard,1st Round,3,Lopez F.,Schuettler R.,88.0,91.0,446.0,443.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.6,2.3,1.55,2.35,1.658,2.42,1.6,2.28,2007-424,San Jose,Hard,32,A,2007-02-14,3,103852,,,Lopez F.,L,188.0,ESP,25.3963039014,88.0,446.0,102783,,,Schuettler R.,R,180.0,GER,30.8008213552,91.0,443.0,7-6(1) 6-1,3,R32,71.0,9.0,1.0,60.0,33.0,26.0,17.0,10.0,2.0,3.0,3.0,1.0,50.0,24.0,17.0,14.0,9.0,2.0,5.0
275,12,San Jose,SAP Open,2007-02-14,International,Indoor,Hard,1st Round,3,Becker B.,Vemic D.,49.0,364.0,743.0,92.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.22,3.75,1.27,3.65,1.26,3.59,1.274,4.35,1.28,3.5,2007-424,San Jose,Hard,32,A,2007-02-14,9,103794,6.0,,Becker B.,R,178.0,GER,25.659137577,49.0,743.0,102811,,Q,Vemic D.,R,190.0,SRB,30.6557152635,364.0,92.0,6-4 3-6 6-4,3,R32,84.0,11.0,3.0,69.0,38.0,34.0,20.0,14.0,0.0,1.0,14.0,9.0,72.0,32.0,32.0,21.0,15.0,1.0,3.0
276,12,San Jose,SAP Open,2007-02-14,International,Indoor,Hard,1st Round,3,Fish M.,Gabashvili T.,25.0,99.0,1079.0,425.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.18,4.65,1.17,4.67,1.201,5.48,1.18,4.6,2007-424,San Jose,Hard,32,A,2007-02-14,13,103888,5.0,,Fish M.,R,188.0,USA,25.1772758385,25.0,1079.0,104559,,,Gabashvili T.,R,188.0,RUS,21.7248459959,99.0,425.0,6-3 6-2,3,R32,61.0,11.0,2.0,46.0,26.0,24.0,12.0,9.0,0.0,0.0,7.0,7.0,60.0,33.0,25.0,9.0,8.0,5.0,8.0
277,12,San Jose,SAP Open,2007-02-15,International,Indoor,Hard,1st Round,3,Roddick A.,Dancevic F.,4.0,94.0,2715.0,440.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.05,8.0,1.1,6.5,1.1,5.85,1.097,9.35,1.1,6.4,2007-424,San Jose,Hard,32,A,2007-02-15,1,104053,1.0,,Roddick A.,R,188.0,USA,24.4544832307,4.0,2715.0,104433,,,Dancevic F.,R,185.0,CAN,22.379192334,94.0,440.0,7-5 6-1,3,R32,50.0,13.0,1.0,51.0,38.0,31.0,9.0,10.0,0.0,0.0,7.0,1.0,43.0,21.0,16.0,13.0,9.0,0.0,3.0
278,12,San Jose,SAP Open,2007-02-15,International,Indoor,Hard,1st Round,3,Blake J.,Kunitsyn I.,6.0,84.0,2605.0,471.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.06,7.5,1.1,6.5,1.07,7.19,1.1,9.0,1.12,5.8,2007-424,San Jose,Hard,32,A,2007-02-15,16,103484,2.0,,Blake J.,R,185.0,USA,27.1266255989,6.0,2605.0,103857,,,Kunitsyn I.,R,180.0,RUS,25.3689253936,84.0,471.0,6-3 6-2,3,R32,52.0,2.0,0.0,51.0,29.0,20.0,17.0,9.0,0.0,0.0,1.0,1.0,51.0,27.0,17.0,12.0,8.0,2.0,5.0
279,12,San Jose,SAP Open,2007-02-15,International,Indoor,Hard,2nd Round,3,Murray A.,Pless K.,13.0,83.0,1650.0,477.0,6.0,0.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.04,9.0,1.08,7.25,,,1.08,11.0,1.07,8.0,2007-424,San Jose,Hard,32,A,2007-02-15,19,104918,3.0,,Murray A.,R,190.0,GBR,19.7481177276,13.0,1650.0,103709,,,Pless K.,R,188.0,DEN,26.006844627,83.0,477.0,6-0 6-7(5) 6-4,3,R16,102.0,10.0,1.0,77.0,39.0,34.0,25.0,14.0,4.0,5.0,8.0,4.0,100.0,55.0,34.0,24.0,14.0,6.0,11.0
280,12,San Jose,SAP Open,2007-02-15,International,Indoor,Hard,2nd Round,3,Becker B.,Phau B.,49.0,90.0,743.0,444.0,7.0,6.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.36,3.0,1.4,2.85,1.35,3.1,1.418,3.19,1.41,2.82,2007-424,San Jose,Hard,32,A,2007-02-15,21,103794,6.0,,Becker B.,R,178.0,GER,25.659137577,49.0,743.0,103451,,,Phau B.,R,175.0,GER,27.3593429158,90.0,444.0,7-6(4) 1-6 6-3,3,R16,112.0,6.0,4.0,103.0,50.0,38.0,24.0,14.0,6.0,10.0,6.0,4.0,93.0,44.0,34.0,24.0,14.0,5.0,8.0
281,12,San Jose,SAP Open,2007-02-15,International,Indoor,Hard,2nd Round,3,Spadea V.,Lopez F.,64.0,88.0,574.0,446.0,4.0,6.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.37,1.6,2.3,1.53,2.4,1.625,2.5,1.57,2.34,2007-424,San Jose,Hard,32,A,2007-02-15,18,102434,8.0,,Spadea V.,R,183.0,USA,32.5694729637,64.0,574.0,103852,,,Lopez F.,L,188.0,ESP,25.3963039014,88.0,446.0,4-6 7-5 7-6(6),3,R16,134.0,7.0,3.0,110.0,60.0,47.0,30.0,17.0,4.0,6.0,21.0,2.0,105.0,64.0,50.0,19.0,17.0,0.0,2.0
282,13,Buenos Aires,Copa Telmex,2007-02-19,International,Outdoor,Clay,Round Robin,3,Andreev I.,Martin A.,148.0,57.0,295.0,636.0,6.0,3.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.36,2.87,1.35,3.1,1.35,3.1,1.418,3.19,1.37,3.0,2007-506,Buenos Aires,Clay,32,A,2007-02-19,21,104214,,,Andreev I.,R,185.0,RUS,23.6030116359,148.0,295.0,103252,,,Martin A.,R,175.0,ESP,28.501026694,57.0,636.0,6-3 2-6 6-1,3,RR,107.0,0.0,1.0,73.0,52.0,35.0,9.0,12.0,4.0,7.0,1.0,3.0,73.0,39.0,24.0,14.0,12.0,4.0,9.0
283,13,Buenos Aires,Copa Telmex,2007-02-20,International,Outdoor,Clay,Round Robin,3,Roitman S.,Acasuso J.,78.0,41.0,513.0,815.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,3.0,1.33,3.4,1.3,3.35,1.3,3.7,1.333,3.6,1.27,2007-506,Buenos Aires,Clay,32,A,2007-02-20,39,103373,,,Roitman S.,R,185.0,ARG,27.7645448323,78.0,513.0,104076,8.0,,Acasuso J.,R,190.0,ARG,24.334017796,41.0,815.0,7-6(4) 6-1,3,RR,102.0,5.0,0.0,73.0,55.0,38.0,10.0,10.0,4.0,4.0,2.0,0.0,71.0,39.0,26.0,15.0,9.0,8.0,10.0
284,13,Buenos Aires,Copa Telmex,2007-02-20,International,Outdoor,Clay,Round Robin,3,Lapentti N.,Devilder N.,61.0,97.0,587.0,430.0,6.0,3.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.61,2.2,1.68,2.15,1.55,2.35,1.602,2.56,1.6,2.28,2007-506,Buenos Aires,Clay,32,A,2007-02-20,38,102839,,,Lapentti N.,R,188.0,ECU,30.5188227242,61.0,587.0,103534,,,Devilder N.,L,173.0,FRA,26.9048596851,97.0,430.0,6-3 2-6 6-3,3,RR,130.0,1.0,7.0,77.0,40.0,32.0,16.0,13.0,2.0,5.0,4.0,2.0,75.0,47.0,29.0,17.0,13.0,2.0,6.0
285,13,Buenos Aires,Copa Telmex,2007-02-20,International,Outdoor,Clay,Round Robin,3,Montanes A.,Calleri A.,75.0,29.0,518.0,988.0,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.62,1.44,2.85,1.4,2.45,1.5,2.97,1.461,2.6,1.47,2007-506,Buenos Aires,Clay,32,A,2007-02-20,9,103656,,,Montanes A.,R,175.0,ESP,26.2313483915,75.0,518.0,102860,3.0,,Calleri A.,R,183.0,ARG,30.431211499,29.0,988.0,6-7(4) 6-4 6-4,3,RR,138.0,6.0,3.0,105.0,74.0,59.0,10.0,16.0,4.0,5.0,9.0,4.0,104.0,47.0,35.0,32.0,16.0,3.0,6.0
286,13,Buenos Aires,Copa Telmex,2007-02-20,International,Outdoor,Clay,Round Robin,3,Moya C.,Starace P.,47.0,87.0,735.0,458.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.67,2.15,1.73,2.03,1.714,2.3,1.67,2.15,2007-506,Buenos Aires,Clay,32,A,2007-02-20,3,102845,5.0,,Moya C.,R,190.0,ESP,30.4804928131,47.0,735.0,103808,,,Starace P.,R,188.0,ITA,25.6016427105,87.0,458.0,6-4 6-4,3,RR,69.0,0.0,0.0,53.0,42.0,33.0,9.0,10.0,0.0,0.0,2.0,3.0,55.0,43.0,33.0,4.0,10.0,0.0,2.0
287,13,Buenos Aires,Copa Telmex,2007-02-21,International,Outdoor,Clay,Round Robin,3,Horna L.,Nalbandian D.,50.0,10.0,720.0,1995.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.39,2.85,1.4,2.75,1.42,3.04,1.446,2.85,1.4,2007-506,Buenos Aires,Clay,32,A,2007-02-21,15,103632,,,Horna L.,R,180.0,PER,26.431211499,50.0,720.0,103900,1.0,,Nalbandian D.,R,180.0,ARG,25.1334702259,10.0,1995.0,6-4 6-3,3,RR,101.0,5.0,3.0,75.0,49.0,37.0,9.0,10.0,7.0,9.0,4.0,3.0,63.0,29.0,18.0,16.0,9.0,6.0,10.0
288,13,Buenos Aires,Copa Telmex,2007-02-21,International,Outdoor,Clay,Round Robin,3,Hartfield D.,Acasuso J.,117.0,41.0,380.0,815.0,6.0,3.0,,,,,,,,,1.0,0.0,Retired,2.87,1.36,2.8,1.42,2.6,1.45,2.77,1.526,2.8,1.41,2007-506,Buenos Aires,Clay,32,A,2007-02-21,33,103701,,WC,Hartfield D.,R,185.0,ARG,26.0506502396,117.0,380.0,104076,8.0,,Acasuso J.,R,190.0,ARG,24.334017796,41.0,815.0,3-Jun,5,RR,52.0,0.0,2.0,30.0,17.0,14.0,6.0,4.0,1.0,1.0,1.0,3.0,45.0,15.0,8.0,15.0,5.0,4.0,6.0
