,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
0,1,Adelaide,Next Generation Adelaide International,2007-01-01,International,Outdoor,Hard,Round Robin,3,Luczak P.,Hrbaty D.,166.0,21.0,245.0,1238.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.87,1.36,2.85,1.4,2.75,1.42,3.09,1.437,2.77,1.42,2007-339,Adelaide,Hard,32,A,2007-01-01,7,103429,,WC,Luczak P.,R,183.0,AUS,27.3374401095,166.0,245.0,103103,5.0,,Hrbaty D.,R,183.0,SVK,28.9911019849,21.0,1238.0,7-6(7) 6-3,3,RR,92.0,6.0,4.0,76.0,45.0,28.0,17.0,11.0,9.0,12.0,2.0,7.0,70.0,35.0,24.0,14.0,10.0,3.0,7.0
1,1,Adelaide,Next Generation Adelaide International,2007-01-01,International,Outdoor,Hard,Round Robin,3,Serra F.,Johansson J.,60.0,193.0,665.0,202.0,2.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.33,2.85,1.4,2.53,1.48,2.92,1.472,2.65,1.45,2007-339,Adelaide,Hard,32,A,2007-01-01,13,103722,,,Serra F.,R,180.0,FRA,25.839835729,60.0,665.0,104026,,,Johansson J.,R,198.0,SWE,24.5037645448,193.0,202.0,2-6 6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,
2,1,Adelaide,Next Generation Adelaide International,2007-01-01,International,Outdoor,Hard,Round Robin,3,Jones A.,Hajek J.,200.0,76.0,194.0,509.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.72,1.93,1.83,1.95,1.8,2.0,1.909,2.05,1.73,2007-339,Adelaide,Hard,32,A,2007-01-01,36,103553,,WC,Jones A.,R,180.0,AUS,26.6830937714,200.0,194.0,104225,,,Hajek J.,R,180.0,CZE,23.4031485284,76.0,509.0,6-3 6-2,3,RR,65.0,4.0,1.0,64.0,36.0,24.0,12.0,8.0,8.0,10.0,3.0,6.0,51.0,22.0,13.0,10.0,9.0,5.0,11.0
3,1,Adelaide,Next Generation Adelaide International,2007-01-01,International,Outdoor,Hard,Round Robin,3,Guccione C.,Becker B.,153.0,58.0,287.0,686.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.3,1.6,2.3,1.6,2.56,1.602,2.17,1.65,2007-339,Adelaide,Hard,32,A,2007-01-01,25,104589,,WC,Guccione C.,L,201.0,AUS,21.4236824093,153.0,287.0,103794,,,Becker B.,R,178.0,GER,25.5441478439,58.0,686.0,7-5 6-3,3,RR,67.0,18.0,0.0,57.0,36.0,31.0,15.0,11.0,0.0,0.0,6.0,2.0,65.0,35.0,26.0,15.0,10.0,3.0,5.0
4,1,Adelaide,Next Generation Adelaide International,2007-01-02,International,Outdoor,Hard,Round Robin,3,Djokovic N.,Hajek J.,16.0,76.0,1380.0,509.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.08,6.5,1.11,6.25,1.07,7.19,1.137,7.6,1.09,6.7,2007-339,Adelaide,Hard,32,A,2007-01-02,31,104925,1.0,,Djokovic N.,R,188.0,SRB,19.613963039,16.0,1380.0,104225,,,Hajek J.,R,180.0,CZE,23.4031485284,76.0,509.0,6-0 6-1,3,RR,58.0,9.0,1.0,40.0,28.0,23.0,5.0,6.0,1.0,1.0,3.0,3.0,57.0,28.0,18.0,5.0,7.0,9.0,15.0
5,1,Adelaide,Next Generation Adelaide International,2007-01-02,International,Outdoor,Hard,Round Robin,3,Goldstein P.,Hrbaty D.,70.0,21.0,526.0,1238.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.87,1.36,3.2,1.33,3.1,1.35,3.51,1.369,3.0,1.37,2007-339,Adelaide,Hard,32,A,2007-01-02,6,102834,,,Goldstein P.,R,178.0,USA,30.4093086927,70.0,526.0,103103,5.0,,Hrbaty D.,R,183.0,SVK,28.9911019849,21.0,1238.0,6-2 7-6(4),3,RR,88.0,4.0,1.0,67.0,31.0,21.0,20.0,10.0,1.0,4.0,5.0,5.0,65.0,39.0,21.0,12.0,10.0,3.0,8.0
6,1,Adelaide,Next Generation Adelaide International,2007-01-02,International,Outdoor,Hard,Round Robin,3,Gasquet R.,Mayer F.,18.0,56.0,1365.0,700.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.19,4.0,1.22,4.1,1.2,4.25,1.277,4.31,1.22,4.1,2007-339,Adelaide,Hard,32,A,2007-01-02,27,104755,2.0,,Gasquet R.,R,185.0,FRA,20.5393566051,18.0,1365.0,104252,,,Mayer F.,R,190.0,GER,23.241615332,56.0,700.0,6-2 6-1,3,RR,50.0,1.0,1.0,47.0,26.0,18.0,16.0,8.0,2.0,2.0,1.0,3.0,42.0,25.0,14.0,6.0,7.0,1.0,5.0
7,1,Adelaide,Next Generation Adelaide International,2007-01-02,International,Outdoor,Hard,Round Robin,3,Spadea V.,Stepanek R.,73.0,19.0,514.0,1340.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.7,1.45,2.21,1.62,2.67,1.565,2.65,1.45,2007-339,Adelaide,Hard,32,A,2007-01-02,8,102434,,,Spadea V.,R,183.0,USA,32.4544832307,73.0,514.0,103285,3.0,,Stepanek R.,R,185.0,CZE,28.0958247775,19.0,1340.0,6-4 6-4,3,RR,67.0,2.0,1.0,53.0,29.0,23.0,19.0,10.0,1.0,1.0,4.0,2.0,55.0,31.0,24.0,12.0,10.0,0.0,2.0
8,1,Adelaide,Next Generation Adelaide International,2007-01-02,International,Outdoor,Hard,Round Robin,3,Hewitt L.,Tipsarevic J.,20.0,64.0,1315.0,599.0,6.0,1.0,4.0,2.0,,,,,,,1.0,0.0,Retired,1.14,5.0,1.14,5.4,1.16,4.79,1.224,5.07,1.15,5.1,2007-339,Adelaide,Hard,32,A,2007-01-02,26,103720,4.0,,Hewitt L.,R,180.0,AUS,25.8507871321,20.0,1315.0,104386,,,Tipsarevic J.,R,180.0,SRB,22.5270362765,64.0,599.0,6-1 4-2,3,RR,59.0,9.0,2.0,39.0,20.0,18.0,9.0,7.0,1.0,2.0,1.0,2.0,40.0,22.0,12.0,5.0,6.0,2.0,6.0
9,1,Adelaide,Next Generation Adelaide International,2007-01-03,International,Outdoor,Hard,Round Robin,3,Goldstein P.,Luczak P.,70.0,166.0,526.0,245.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.83,1.93,1.85,1.9,1.877,2.04,1.74,2.04,2007-339,Adelaide,Hard,32,A,2007-01-03,38,102834,,,Goldstein P.,R,178.0,USA,30.4093086927,70.0,526.0,103429,,WC,Luczak P.,R,183.0,AUS,27.3374401095,166.0,245.0,7-6(8) 6-1,3,RR,90.0,4.0,1.0,68.0,46.0,30.0,13.0,10.0,2.0,3.0,3.0,4.0,70.0,42.0,30.0,9.0,9.0,7.0,10.0
10,1,Adelaide,Next Generation Adelaide International,2007-01-03,International,Outdoor,Hard,Round Robin,3,Mayer F.,Dancevic F.,56.0,88.0,700.0,457.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.77,2.0,1.75,2.05,1.917,1.99,1.7,2.1,2007-339,Adelaide,Hard,32,A,2007-01-03,23,104252,,,Mayer F.,R,190.0,GER,23.241615332,56.0,700.0,104433,,,Dancevic F.,R,185.0,CAN,22.264202601,88.0,457.0,6-4 6-4,3,RR,63.0,3.0,3.0,58.0,36.0,26.0,14.0,10.0,2.0,3.0,4.0,0.0,58.0,40.0,24.0,11.0,10.0,3.0,6.0
11,1,Adelaide,Next Generation Adelaide International,2007-01-03,International,Outdoor,Hard,Round Robin,3,Clement A.,Becker B.,42.0,58.0,845.0,686.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.48,2.6,1.4,2.85,1.51,2.81,1.37,3.0,2007-339,Adelaide,Hard,32,A,2007-01-03,24,103096,6.0,,Clement A.,R,173.0,FRA,29.0403832991,42.0,845.0,103794,,,Becker B.,R,178.0,GER,25.5441478439,58.0,686.0,7-5 6-1,3,RR,80.0,6.0,4.0,73.0,42.0,34.0,14.0,10.0,4.0,4.0,2.0,3.0,48.0,18.0,15.0,11.0,9.0,1.0,4.0
12,1,Adelaide,Next Generation Adelaide International,2007-01-03,International,Outdoor,Hard,Round Robin,3,Stepanek R.,Korolev E.,19.0,102.0,1340.0,418.0,4.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.61,2.2,1.65,2.2,1.75,2.0,1.781,2.18,1.77,2.0,2007-339,Adelaide,Hard,32,A,2007-01-03,4,103285,3.0,,Stepanek R.,R,185.0,CZE,28.0958247775,19.0,1340.0,105095,,,Korolev E.,R,185.0,KAZ,18.8802190281,102.0,418.0,4-6 6-2 6-2,3,RR,99.0,4.0,2.0,72.0,38.0,31.0,19.0,13.0,5.0,7.0,9.0,4.0,92.0,61.0,39.0,11.0,13.0,6.0,11.0
13,1,Adelaide,Next Generation Adelaide International,2007-01-03,International,Outdoor,Hard,Round Robin,3,Johansson J.,Simon G.,193.0,45.0,202.0,801.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.33,3.0,1.37,3.0,1.34,3.12,1.369,3.51,1.38,2.9,2007-339,Adelaide,Hard,32,A,2007-01-03,12,104026,,,Johansson J.,R,198.0,SWE,24.5037645448,193.0,202.0,104468,7.0,,Simon G.,R,183.0,FRA,22.0123203285,45.0,801.0,6-4 7-5,3,RR,60.0,11.0,0.0,58.0,36.0,30.0,15.0,11.0,0.0,0.0,13.0,2.0,51.0,35.0,29.0,10.0,11.0,1.0,3.0
14,1,Adelaide,Next Generation Adelaide International,2007-01-03,International,Outdoor,Hard,Round Robin,3,Djokovic N.,Jones A.,16.0,200.0,1380.0,194.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.08,6.5,1.06,8.5,1.07,7.19,1.136,7.65,1.09,6.7,2007-339,Adelaide,Hard,32,A,2007-01-03,32,104925,1.0,,Djokovic N.,R,188.0,SRB,19.613963039,16.0,1380.0,103553,,WC,Jones A.,R,180.0,AUS,26.6830937714,200.0,194.0,6-1 6-2,3,RR,54.0,2.0,3.0,45.0,30.0,26.0,9.0,8.0,3.0,3.0,0.0,2.0,47.0,32.0,19.0,5.0,7.0,4.0,8.0
15,1,Adelaide,Next Generation Adelaide International,2007-01-04,International,Outdoor,Hard,Round Robin,3,Spadea V.,Korolev E.,73.0,102.0,514.0,418.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.83,1.93,1.85,1.9,1.917,1.99,1.84,1.92,2007-339,Adelaide,Hard,32,A,2007-01-04,5,102434,,,Spadea V.,R,183.0,USA,32.4544832307,73.0,514.0,105095,,,Korolev E.,R,185.0,KAZ,18.8802190281,102.0,418.0,6-1 7-6(6),3,RR,72.0,3.0,0.0,64.0,42.0,31.0,14.0,10.0,1.0,2.0,4.0,2.0,58.0,42.0,27.0,8.0,9.0,0.0,3.0
16,1,Adelaide,Next Generation Adelaide International,2007-01-04,International,Outdoor,Hard,Round Robin,3,Gasquet R.,Dancevic F.,18.0,88.0,1365.0,457.0,7.0,5.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.08,6.5,1.08,7.25,1.05,8.5,1.091,9.95,1.08,7.5,2007-339,Adelaide,Hard,32,A,2007-01-04,22,104755,2.0,,Gasquet R.,R,185.0,FRA,20.5393566051,18.0,1365.0,104433,,,Dancevic F.,R,185.0,CAN,22.264202601,88.0,457.0,7-5 5-7 6-3,3,RR,125.0,8.0,1.0,91.0,54.0,44.0,22.0,17.0,1.0,4.0,5.0,1.0,108.0,67.0,43.0,22.0,16.0,9.0,13.0
17,1,Adelaide,Next Generation Adelaide International,2007-01-04,International,Outdoor,Hard,Round Robin,3,Guccione C.,Clement A.,153.0,42.0,287.0,845.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.87,1.36,2.85,1.4,2.6,1.46,3.01,1.452,2.62,1.46,2007-339,Adelaide,Hard,32,A,2007-01-04,30,104589,,WC,Guccione C.,L,201.0,AUS,21.4236824093,153.0,287.0,103096,6.0,,Clement A.,R,173.0,FRA,29.0403832991,42.0,845.0,7-6(4) 7-6(5),3,RR,118.0,11.0,4.0,100.0,50.0,40.0,27.0,12.0,10.0,11.0,6.0,3.0,82.0,56.0,43.0,14.0,12.0,3.0,4.0
18,1,Adelaide,Next Generation Adelaide International,2007-01-04,International,Outdoor,Hard,Round Robin,3,Simon G.,Serra F.,45.0,60.0,801.0,665.0,6.0,2.0,5.0,7.0,1.0,1.0,,,,,1.0,1.0,Retired,,,,,4.92,1.15,4.3,1.278,4.8,1.17,2007-339,Adelaide,Hard,32,A,2007-01-04,29,104468,7.0,,Simon G.,R,183.0,FRA,22.0123203285,45.0,801.0,103722,,,Serra F.,R,180.0,FRA,25.839835729,60.0,665.0,6-2 5-7 1-1,3,RR,96.0,4.0,3.0,74.0,34.0,25.0,20.0,11.0,4.0,7.0,6.0,3.0,82.0,53.0,33.0,14.0,11.0,6.0,10.0
19,1,Adelaide,Next Generation Adelaide International,2007-01-04,International,Outdoor,Hard,Round Robin,3,Kunitsyn I.,Hewitt L.,94.0,20.0,438.0,1315.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,6.0,1.11,7.25,1.08,7.19,1.07,7.45,1.14,6.5,1.1,2007-339,Adelaide,Hard,32,A,2007-01-04,20,103857,,,Kunitsyn I.,R,180.0,RUS,25.2539356605,94.0,438.0,103720,4.0,,Hewitt L.,R,180.0,AUS,25.8507871321,20.0,1315.0,4-6 7-6(4) 6-4,3,RR,172.0,6.0,4.0,121.0,64.0,45.0,29.0,16.0,5.0,9.0,9.0,6.0,119.0,55.0,40.0,31.0,16.0,8.0,12.0
20,2,Chennai,Chennai Open,2007-01-01,International,Outdoor,Hard,1st Round,3,Mahut N.,Falla A.,66.0,107.0,552.0,407.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.77,2.0,1.95,1.8,2.0,1.909,1.8,1.96,2007-891,Chennai,Hard,32,A,2007-01-01,4,103917,8.0,,Mahut N.,R,190.0,FRA,24.9445585216,66.0,552.0,104268,,,Falla A.,L,185.0,COL,23.1321013005,107.0,407.0,7-5 6-4,3,R32,105.0,4.0,5.0,75.0,34.0,28.0,21.0,11.0,7.0,8.0,4.0,2.0,72.0,40.0,26.0,17.0,11.0,8.0,11.0
21,2,Chennai,Chennai Open,2007-01-01,International,Outdoor,Hard,1st Round,3,Kim K.,Greul S.,100.0,82.0,424.0,486.0,1.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.72,1.95,1.83,,,2.08,1.847,1.85,1.9,2007-891,Chennai,Hard,32,A,2007-01-01,14,103240,,,Kim K.,R,180.0,USA,28.4353182752,100.0,424.0,103752,,,Greul S.,R,185.0,GER,25.7193702943,82.0,486.0,1-6 6-2 6-3,3,R32,80.0,5.0,3.0,77.0,47.0,34.0,12.0,12.0,3.0,7.0,3.0,3.0,68.0,34.0,25.0,13.0,12.0,4.0,9.0
22,2,Chennai,Chennai Open,2007-01-01,International,Outdoor,Hard,1st Round,3,Benneteau J.,Gabashvili T.,40.0,114.0,877.0,385.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.57,2.35,1.6,2.25,1.585,2.61,2.36,1.56,2007-891,Chennai,Hard,32,A,2007-01-01,12,103898,4.0,,Benneteau J.,R,185.0,FRA,25.0321697467,40.0,877.0,104559,,,Gabashvili T.,R,188.0,RUS,21.6098562628,114.0,385.0,6-3 6-4,3,R32,66.0,3.0,0.0,51.0,34.0,28.0,13.0,10.0,2.0,2.0,3.0,5.0,66.0,40.0,30.0,9.0,9.0,7.0,9.0
23,2,Chennai,Chennai Open,2007-01-01,International,Outdoor,Hard,1st Round,3,Karlovic I.,Amritraj P.,98.0,393.0,431.0,84.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,3.5,1.25,3.85,1.21,4.06,1.278,4.3,1.27,3.6,2007-891,Chennai,Hard,32,A,2007-01-01,15,103333,,,Karlovic I.,R,208.0,CRO,27.8412046543,98.0,431.0,104250,,WC,Amritraj P.,R,188.0,IND,23.2498288843,393.0,84.0,7-6(3) 6-3,3,R32,82.0,14.0,2.0,67.0,46.0,37.0,14.0,11.0,2.0,2.0,2.0,3.0,60.0,36.0,30.0,11.0,10.0,3.0,4.0
24,2,Chennai,Chennai Open,2007-01-01,International,Outdoor,Hard,1st Round,3,Malisse X.,Udomchoke D.,37.0,103.0,910.0,417.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.2,1.35,3.1,1.3,3.35,1.426,3.15,1.42,2.75,2007-891,Chennai,Hard,32,A,2007-01-01,5,103598,3.0,,Malisse X.,R,185.0,BEL,26.4531143053,37.0,910.0,103821,,,Udomchoke D.,R,173.0,THA,25.3908281999,103.0,417.0,6-2 6-2,3,R32,62.0,5.0,1.0,41.0,20.0,15.0,15.0,8.0,2.0,3.0,2.0,4.0,45.0,22.0,11.0,9.0,8.0,6.0,11.0
25,2,Chennai,Chennai Open,2007-01-02,International,Outdoor,Hard,1st Round,3,Santoro F.,Skoch D.,52.0,730.0,725.0,22.0,3.0,0.0,,,,,,,,,0.0,0.0,Retired,,,1.25,3.85,,,1.27,4.4,1.21,4.2,2007-891,Chennai,Hard,32,A,2007-01-02,8,102148,6.0,,Santoro F.,R,178.0,FRA,34.0616016427,52.0,725.0,102881,,Q,Skoch D.,R,183.0,CZE,30.1519507187,730.0,22.0,3-0 RET,3,R32,13.0,1.0,0.0,10.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,3.0,1.0,2.0,3.0
26,2,Chennai,Chennai Open,2007-01-02,International,Outdoor,Hard,1st Round,3,Phau B.,Patience O.,77.0,117.0,508.0,379.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.57,2.35,1.53,2.4,1.606,2.55,1.57,2.33,2007-891,Chennai,Hard,32,A,2007-01-02,7,103451,,,Phau B.,R,175.0,GER,27.2443531828,77.0,508.0,103535,,,Patience O.,R,180.0,FRA,26.7707049966,117.0,379.0,6-4 6-4,3,R32,90.0,2.0,2.0,63.0,37.0,25.0,15.0,10.0,2.0,4.0,2.0,3.0,90.0,62.0,37.0,10.0,10.0,9.0,13.0
27,2,Chennai,Chennai Open,2007-01-02,International,Outdoor,Hard,1st Round,3,Moya C.,Waske A.,43.0,108.0,835.0,398.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,1.3,3.4,,,1.322,3.81,1.3,3.4,2007-891,Chennai,Hard,32,A,2007-01-02,13,102845,5.0,,Moya C.,R,190.0,ESP,30.3463381246,43.0,835.0,102565,,,Waske A.,R,188.0,GER,31.7563312799,108.0,398.0,7-6(3) 6-3,3,R32,80.0,11.0,0.0,61.0,40.0,32.0,14.0,11.0,0.0,1.0,4.0,5.0,66.0,37.0,29.0,12.0,10.0,2.0,4.0
28,2,Chennai,Chennai Open,2007-01-02,International,Outdoor,Hard,1st Round,3,Nadal R.,Schuettler R.,2.0,96.0,4470.0,435.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,3.75,1.04,10.0,1.04,9.25,1.061,14.0,1.06,9.0,2007-891,Chennai,Hard,32,A,2007-01-02,1,104745,1.0,,Nadal R.,L,185.0,ESP,20.5804243669,2.0,4470.0,102783,,,Schuettler R.,R,180.0,GER,30.6858316222,96.0,435.0,6-4 6-2,3,R32,87.0,5.0,2.0,50.0,23.0,18.0,18.0,9.0,2.0,3.0,2.0,2.0,63.0,33.0,24.0,10.0,9.0,6.0,10.0
29,2,Chennai,Chennai Open,2007-01-02,International,Outdoor,Hard,1st Round,3,Sanguinetti D.,Economidis K.,106.0,120.0,409.0,375.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,1.83,1.93,1.7,2.1,1.917,1.99,1.8,1.96,2007-891,Chennai,Hard,32,A,2007-01-02,3,102106,,,Sanguinetti D.,R,188.0,ITA,34.3518138261,106.0,409.0,103077,,Q,Economidis K.,R,188.0,GRE,29.1635865845,120.0,375.0,6-4 6-3,3,R32,73.0,6.0,1.0,64.0,36.0,29.0,14.0,9.0,4.0,4.0,6.0,3.0,65.0,34.0,20.0,17.0,10.0,3.0,6.0
30,2,Chennai,Chennai Open,2007-01-02,International,Outdoor,Hard,1st Round,3,Rastogi K.,Alves T.,480.0,105.0,58.0,411.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,4.0,1.303,4.3,1.2,2007-891,Chennai,Hard,32,A,2007-01-02,2,104816,,WC,Rastogi K.,R,178.0,IND,20.2327173169,480.0,58.0,103999,,,Alves T.,R,178.0,BRA,24.6132785763,105.0,411.0,6-3 6-4,3,R32,79.0,0.0,4.0,64.0,49.0,31.0,6.0,10.0,6.0,9.0,0.0,1.0,53.0,45.0,23.0,3.0,9.0,2.0,7.0
31,2,Chennai,Chennai Open,2007-01-02,International,Outdoor,Hard,1st Round,3,Andreev I.,Giraldo S.,91.0,175.0,445.0,230.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,1.364,3.55,1.24,3.85,2007-891,Chennai,Hard,32,A,2007-01-02,11,104214,,,Andreev I.,R,185.0,RUS,23.4688569473,91.0,445.0,105053,,Q,Giraldo S.,R,188.0,COL,19.0965092402,175.0,230.0,6-3 7-6(2),3,R32,90.0,7.0,2.0,64.0,40.0,31.0,15.0,11.0,1.0,3.0,1.0,2.0,67.0,38.0,24.0,14.0,10.0,4.0,7.0
32,2,Chennai,Chennai Open,2007-01-02,International,Outdoor,Hard,1st Round,3,Pless K.,Nalbandian D.,84.0,8.0,481.0,2295.0,2.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,6.5,1.08,6.5,1.1,6.75,1.1,7.49,1.139,6.2,1.11,2007-891,Chennai,Hard,32,A,2007-01-02,16,103709,,,Pless K.,R,188.0,DEN,25.8918548939,84.0,481.0,103900,2.0,,Nalbandian D.,R,180.0,ARG,24.9993155373,8.0,2295.0,2-6 6-3 7-5,3,R32,143.0,13.0,2.0,117.0,67.0,40.0,32.0,15.0,16.0,19.0,4.0,7.0,122.0,72.0,51.0,19.0,14.0,11.0,14.0
33,2,Chennai,Chennai Open,2007-01-02,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Bolelli S.,53.0,127.0,725.0,360.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,1.33,3.2,1.25,3.9,1.323,3.8,1.32,3.25,2007-891,Chennai,Hard,32,A,2007-01-02,9,103387,7.0,,Srichaphan P.,R,185.0,THA,27.5509924709,53.0,725.0,104620,,Q,Bolelli S.,R,183.0,ITA,21.2320328542,127.0,360.0,7-6(5) 6-4,3,R32,77.0,9.0,4.0,62.0,38.0,35.0,13.0,11.0,0.0,1.0,2.0,1.0,67.0,36.0,25.0,17.0,11.0,0.0,2.0
34,2,Chennai,Chennai Open,2007-01-03,International,Outdoor,Hard,2nd Round,3,Malisse X.,Galvani S.,37.0,109.0,910.0,396.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.18,4.65,1.17,4.67,1.212,5.32,1.2,4.4,2007-891,Chennai,Hard,32,A,2007-01-03,19,103598,3.0,,Malisse X.,R,185.0,BEL,26.4531143053,37.0,910.0,102999,,,Galvani S.,R,178.0,ITA,29.5797399042,109.0,396.0,6-3 6-2,3,R16,89.0,6.0,2.0,61.0,36.0,25.0,15.0,9.0,4.0,5.0,0.0,5.0,68.0,31.0,18.0,16.0,8.0,8.0,12.0
35,2,Chennai,Chennai Open,2007-01-03,International,Outdoor,Hard,2nd Round,3,Moya C.,Kim K.,43.0,100.0,835.0,424.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.3,3.4,1.25,3.75,1.346,3.59,1.29,3.45,2007-891,Chennai,Hard,32,A,2007-01-03,23,102845,5.0,,Moya C.,R,190.0,ESP,30.3463381246,43.0,835.0,103240,,,Kim K.,R,180.0,USA,28.4353182752,100.0,424.0,6-4 6-3,3,R16,81.0,8.0,2.0,85.0,45.0,32.0,20.0,10.0,7.0,8.0,4.0,3.0,52.0,34.0,24.0,6.0,9.0,1.0,4.0
36,2,Chennai,Chennai Open,2007-01-03,International,Outdoor,Hard,2nd Round,3,Karlovic I.,Pless K.,98.0,84.0,431.0,481.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.77,2.0,1.75,2.05,1.735,2.26,1.7,2.1,2007-891,Chennai,Hard,32,A,2007-01-03,24,103333,,,Karlovic I.,R,208.0,CRO,27.8412046543,98.0,431.0,103709,,,Pless K.,R,188.0,DEN,25.8918548939,84.0,481.0,7-6(3) 7-6(2),3,R16,86.0,26.0,2.0,79.0,56.0,48.0,12.0,12.0,1.0,2.0,6.0,2.0,68.0,47.0,36.0,14.0,12.0,0.0,1.0
37,2,Chennai,Chennai Open,2007-01-04,International,Outdoor,Hard,2nd Round,3,Koubek S.,Srichaphan P.,80.0,53.0,490.0,725.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.25,1.33,3.4,1.3,2.92,1.37,3.61,1.356,3.0,1.37,2007-891,Chennai,Hard,32,A,2007-01-04,21,102905,,,Koubek S.,L,175.0,AUT,29.9958932238,80.0,490.0,103387,7.0,,Srichaphan P.,R,185.0,THA,27.5509924709,53.0,725.0,6-1 6-2,3,R16,48.0,3.0,1.0,41.0,26.0,23.0,10.0,8.0,0.0,0.0,1.0,2.0,44.0,28.0,14.0,6.0,7.0,1.0,5.0
38,2,Chennai,Chennai Open,2007-01-04,International,Outdoor,Hard,2nd Round,3,Santoro F.,Phau B.,52.0,77.0,725.0,508.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.62,2.25,1.9,1.85,1.909,2.0,1.8,1.96,2007-891,Chennai,Hard,32,A,2007-01-04,20,102148,6.0,,Santoro F.,R,178.0,FRA,34.0616016427,52.0,725.0,103451,,,Phau B.,R,175.0,GER,27.2443531828,77.0,508.0,6-4 6-2,3,R16,78.0,2.0,0.0,60.0,39.0,27.0,12.0,9.0,4.0,5.0,0.0,5.0,63.0,33.0,21.0,12.0,9.0,4.0,8.0
