,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
0,1,Adelaide,Next Generation Adelaide International,2007-12-31,International,Outdoor,Hard,1st Round,3,Querrey S.,Darcis S.,63.0,86.0,573.0,474.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.63,2.2,1.533,2.375,1.667,2.4,1.6,2.3,2008-339,Adelaide,Hard,32,A,2007-12-31,14,105023,,,Querrey S.,R,198.0,USA,20.2327173169,63.0,573.0,104327,,,Darcis S.,R,178.0,BEL,23.8001368925,86.0,474.0,7-5 6-4,3,R32,80.0,11.0,2.0,61.0,32.0,26.0,14.0,11.0,1.0,3.0,0.0,6.0,77.0,55.0,34.0,10.0,11.0,7.0,11.0
1,1,Adelaide,Next Generation Adelaide International,2007-12-31,International,Outdoor,Hard,1st Round,3,Sirianni J.,Stepanek R.,195.0,30.0,218.0,930.0,7.0,6.0,4.0,3.0,,,,,,,1.0,0.0,Retired,6.5,1.1,5.5,1.13,5.5,1.125,5.94,1.184,6.3,1.11,2008-339,Adelaide,Hard,32,A,2007-12-31,13,102512,,WC,Sirianni J.,R,175.0,AUS,32.9527720739,195.0,218.0,103285,5.0,,Stepanek R.,R,185.0,CZE,29.0924024641,30.0,930.0,7-6(3) 4-3 RET,3,R32,99.0,8.0,2.0,67.0,35.0,27.0,17.0,9.0,3.0,4.0,8.0,3.0,61.0,35.0,25.0,16.0,10.0,3.0,5.0
2,1,Adelaide,Next Generation Adelaide International,2007-12-31,International,Outdoor,Hard,1st Round,3,Becker B.,Smeets R.,84.0,150.0,476.0,286.0,3.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.4,2.75,1.4,2.85,1.4,2.75,1.538,2.76,1.4,2.85,2008-339,Adelaide,Hard,32,A,2007-12-31,10,103794,,,Becker B.,R,178.0,GER,26.5407255305,84.0,476.0,104635,,WC,Smeets R.,L,188.0,AUS,22.1382614648,150.0,286.0,3-6 6-4 6-2,3,R32,107.0,11.0,4.0,80.0,38.0,31.0,24.0,13.0,1.0,2.0,11.0,6.0,90.0,53.0,35.0,21.0,14.0,8.0,11.0
3,1,Adelaide,Next Generation Adelaide International,2007-12-31,International,Outdoor,Hard,1st Round,3,Zverev M.,Mayer F.,88.0,55.0,468.0,611.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.75,2.0,1.909,1.8,1.893,2.02,1.92,1.84,2008-339,Adelaide,Hard,32,A,2007-12-31,7,104999,,,Zverev M.,L,190.0,GER,20.3586584531,88.0,468.0,104252,,,Mayer F.,R,190.0,GER,24.2381930185,55.0,611.0,6-3 6-3,3,R32,56.0,2.0,0.0,50.0,29.0,26.0,11.0,9.0,0.0,0.0,0.0,4.0,51.0,32.0,20.0,9.0,9.0,0.0,3.0
4,1,Adelaide,Next Generation Adelaide International,2007-12-31,International,Outdoor,Hard,1st Round,3,Llodra M.,Simon G.,93.0,29.0,460.0,955.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.5,1.5,2.375,1.533,2.34,1.694,2.4,1.54,2008-339,Adelaide,Hard,32,A,2007-12-31,12,103566,,,Llodra M.,L,190.0,FRA,27.6194387406,93.0,460.0,104468,4.0,,Simon G.,R,183.0,FRA,23.0088980151,29.0,955.0,7-6(3) 6-3,3,R32,89.0,1.0,1.0,66.0,41.0,33.0,18.0,11.0,3.0,4.0,7.0,4.0,72.0,44.0,32.0,13.0,10.0,4.0,6.0
5,1,Adelaide,Next Generation Adelaide International,2008-01-01,International,Outdoor,Hard,1st Round,3,Korolev E.,Jones A.,80.0,131.0,487.0,338.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,,2008-339,Adelaide,Hard,32,A,2008-01-01,11,105095,,,Korolev E.,R,185.0,KAZ,19.8767967146,80.0,487.0,103553,,LL,Jones A.,R,180.0,AUS,27.6796714579,131.0,338.0,6-2 7-6(7),3,R32,82.0,7.0,0.0,65.0,36.0,31.0,16.0,10.0,3.0,3.0,4.0,2.0,67.0,49.0,31.0,12.0,10.0,3.0,5.0
6,1,Adelaide,Next Generation Adelaide International,2008-01-01,International,Outdoor,Hard,1st Round,3,Guccione C.,Odesnik W.,91.0,126.0,462.0,357.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.6,2.3,1.571,2.25,1.592,2.59,1.67,2.15,2008-339,Adelaide,Hard,32,A,2008-01-01,15,104589,,WC,Guccione C.,L,201.0,AUS,22.4202600958,91.0,462.0,104639,,Q,Odesnik W.,L,180.0,USA,22.1081451061,126.0,357.0,7-5 7-6(5),3,R32,86.0,23.0,4.0,72.0,40.0,35.0,21.0,12.0,2.0,2.0,5.0,1.0,74.0,43.0,31.0,23.0,12.0,4.0,5.0
7,1,Adelaide,Next Generation Adelaide International,2008-01-01,International,Outdoor,Hard,1st Round,3,Nieminen J.,Klec I.,27.0,224.0,995.0,184.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.2,4.25,1.167,4.5,1.2,5.5,1.18,4.6,2008-339,Adelaide,Hard,32,A,2008-01-01,5,103813,3.0,,Nieminen J.,L,185.0,FIN,26.4394250513,27.0,995.0,103657,,Q,Klec I.,R,183.0,SVK,27.0882956879,224.0,184.0,6-2 6-4,3,R32,66.0,1.0,1.0,48.0,34.0,24.0,10.0,9.0,0.0,1.0,3.0,2.0,65.0,40.0,25.0,9.0,9.0,1.0,5.0
8,1,Adelaide,Next Generation Adelaide International,2008-01-01,International,Outdoor,Hard,1st Round,3,Spadea V.,Grosjean S.,77.0,53.0,515.0,621.0,4.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,2.87,1.38,3.1,1.35,2.625,1.444,2.94,1.467,2.68,1.45,2008-339,Adelaide,Hard,32,A,2008-01-01,8,102434,,,Spadea V.,R,183.0,USA,33.4510609172,77.0,515.0,103206,8.0,,Grosjean S.,R,175.0,FRA,29.5906913073,53.0,621.0,4-6 6-1 6-3,3,R32,115.0,6.0,3.0,84.0,46.0,31.0,18.0,13.0,5.0,9.0,6.0,5.0,83.0,47.0,33.0,11.0,13.0,3.0,10.0
9,1,Adelaide,Next Generation Adelaide International,2008-01-01,International,Outdoor,Hard,1st Round,3,Acasuso J.,Falla A.,65.0,81.0,566.0,481.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.8,1.95,1.833,1.833,2.03,1.885,1.84,1.92,2008-339,Adelaide,Hard,32,A,2008-01-01,2,104076,,,Acasuso J.,R,190.0,ARG,25.196440794,65.0,566.0,104268,,,Falla A.,L,185.0,COL,24.128678987,81.0,481.0,6-3 7-6(3),3,R32,101.0,8.0,4.0,76.0,40.0,31.0,14.0,11.0,8.0,12.0,2.0,1.0,68.0,40.0,21.0,14.0,10.0,5.0,10.0
10,1,Adelaide,Next Generation Adelaide International,2008-01-01,International,Outdoor,Hard,1st Round,3,Hewitt L.,Sela D.,21.0,64.0,1365.0,573.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.0,1.15,5.2,1.167,4.5,1.222,5.1,1.2,4.35,2008-339,Adelaide,Hard,32,A,2008-01-01,1,103720,1.0,,Hewitt L.,R,180.0,AUS,26.8473648186,21.0,1365.0,104534,,,Sela D.,R,175.0,ISR,22.7405886379,64.0,573.0,6-2 6-2,3,R32,66.0,7.0,2.0,46.0,29.0,26.0,8.0,8.0,3.0,3.0,5.0,2.0,59.0,37.0,22.0,8.0,8.0,7.0,11.0
11,1,Adelaide,Next Generation Adelaide International,2008-01-01,International,Outdoor,Hard,1st Round,3,Dancevic F.,Bolelli S.,72.0,67.0,521.0,541.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.7,2.1,1.571,2.25,1.645,2.45,1.57,2.34,2008-339,Adelaide,Hard,32,A,2008-01-01,6,104433,,Q,Dancevic F.,R,185.0,CAN,23.2607802875,72.0,521.0,104620,,,Bolelli S.,R,183.0,ITA,22.2286105407,67.0,541.0,6-2 7-6(3),3,R32,77.0,4.0,0.0,73.0,39.0,30.0,22.0,10.0,5.0,5.0,8.0,2.0,65.0,43.0,29.0,12.0,10.0,3.0,5.0
12,1,Adelaide,Next Generation Adelaide International,2008-01-01,International,Outdoor,Hard,1st Round,3,Gulbis E.,Golubev A.,61.0,177.0,585.0,239.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.4,2.75,,,1.4,2.75,1.51,2.81,,,2008-339,Adelaide,Hard,32,A,2008-01-01,3,105208,,,Gulbis E.,R,190.0,LAT,19.3347022587,61.0,585.0,104979,,Q,Golubev A.,R,185.0,KAZ,20.4435318275,177.0,239.0,6-7(9) 6-4 6-2,3,R32,138.0,7.0,6.0,133.0,80.0,59.0,22.0,15.0,14.0,16.0,6.0,4.0,109.0,63.0,43.0,20.0,15.0,3.0,8.0
13,1,Adelaide,Next Generation Adelaide International,2008-01-02,International,Outdoor,Hard,2nd Round,3,Sirianni J.,Querrey S.,195.0,63.0,218.0,573.0,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,3.0,1.36,3.35,1.3,3.25,1.333,3.31,1.398,3.2,1.33,2008-339,Adelaide,Hard,32,A,2008-01-02,23,102512,,WC,Sirianni J.,R,175.0,AUS,32.9527720739,195.0,218.0,105023,,,Querrey S.,R,198.0,USA,20.2327173169,63.0,573.0,6-7(5) 6-2 6-3,3,R16,109.0,4.0,2.0,92.0,50.0,42.0,24.0,15.0,4.0,5.0,18.0,1.0,94.0,59.0,41.0,16.0,14.0,4.0,8.0
14,1,Adelaide,Next Generation Adelaide International,2008-01-02,International,Outdoor,Hard,2nd Round,3,Becker B.,Russell M.,84.0,82.0,476.0,481.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.83,1.83,2.15,1.65,2.2,1.615,2.28,1.725,2.2,1.64,2008-339,Adelaide,Hard,32,A,2008-01-02,21,103794,,,Becker B.,R,178.0,GER,26.5407255305,84.0,476.0,103188,,,Russell M.,R,173.0,USA,29.6673511294,82.0,481.0,6-4 6-4,3,R16,80.0,8.0,1.0,58.0,35.0,29.0,12.0,10.0,4.0,5.0,3.0,2.0,61.0,37.0,27.0,12.0,10.0,4.0,7.0
15,1,Adelaide,Next Generation Adelaide International,2008-01-02,International,Outdoor,Hard,2nd Round,3,Llodra M.,Korolev E.,93.0,80.0,460.0,487.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.75,2.0,1.833,1.833,1.87,2.05,1.72,2.08,2008-339,Adelaide,Hard,32,A,2008-01-02,22,103566,,,Llodra M.,L,190.0,FRA,27.6194387406,93.0,460.0,105095,,,Korolev E.,R,185.0,KAZ,19.8767967146,80.0,487.0,7-6(3) 6-3,3,R16,83.0,14.0,5.0,64.0,41.0,36.0,14.0,10.0,6.0,6.0,1.0,2.0,72.0,42.0,31.0,16.0,11.0,1.0,3.0
16,1,Adelaide,Next Generation Adelaide International,2008-01-03,International,Outdoor,Hard,2nd Round,3,Nieminen J.,Dancevic F.,27.0,72.0,995.0,521.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.53,2.4,1.444,2.625,1.469,2.93,1.47,2.6,2008-339,Adelaide,Hard,32,A,2008-01-03,19,103813,3.0,,Nieminen J.,L,185.0,FIN,26.4394250513,27.0,995.0,104433,,Q,Dancevic F.,R,185.0,CAN,23.2607802875,72.0,521.0,6-4 6-1,3,R16,57.0,2.0,0.0,52.0,31.0,24.0,13.0,8.0,3.0,3.0,5.0,2.0,52.0,32.0,22.0,6.0,9.0,3.0,7.0
17,1,Adelaide,Next Generation Adelaide International,2008-01-03,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Acasuso J.,21.0,65.0,1365.0,566.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.2,4.45,1.167,4.5,1.21,5.36,1.2,4.35,2008-339,Adelaide,Hard,32,A,2008-01-03,17,103720,1.0,,Hewitt L.,R,180.0,AUS,26.8473648186,21.0,1365.0,104076,,,Acasuso J.,R,190.0,ARG,25.196440794,65.0,566.0,6-2 6-2,3,R16,61.0,8.0,3.0,43.0,14.0,13.0,21.0,8.0,1.0,1.0,0.0,4.0,46.0,21.0,13.0,9.0,8.0,4.0,8.0
18,1,Adelaide,Next Generation Adelaide International,2008-01-03,International,Outdoor,Hard,2nd Round,3,Spadea V.,Zverev M.,77.0,88.0,515.0,468.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.15,1.65,2.0,1.727,2.13,1.813,1.92,1.84,2008-339,Adelaide,Hard,32,A,2008-01-03,20,102434,,,Spadea V.,R,183.0,USA,33.4510609172,77.0,515.0,104999,,,Zverev M.,L,190.0,GER,20.3586584531,88.0,468.0,6-3 7-5,3,R16,80.0,2.0,3.0,74.0,46.0,33.0,14.0,11.0,4.0,5.0,2.0,1.0,65.0,50.0,33.0,6.0,10.0,4.0,7.0
19,2,Chennai,Chennai Open,2007-12-31,International,Outdoor,Hard,1st Round,3,Malisse X.,Muller G.,112.0,117.0,390.0,380.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.5,2.45,1.444,2.625,1.571,2.65,1.52,2.45,2008-891,Chennai,Hard,32,A,2007-12-31,10,103598,,,Malisse X.,R,185.0,BEL,27.4496919918,112.0,390.0,104180,,,Muller G.,L,193.0,LUX,24.6461327858,117.0,380.0,6-4 6-3,3,R32,74.0,7.0,2.0,45.0,25.0,24.0,12.0,9.0,0.0,0.0,6.0,1.0,63.0,41.0,28.0,11.0,10.0,4.0,7.0
20,2,Chennai,Chennai Open,2007-12-31,International,Outdoor,Hard,1st Round,3,Melzer J.,Capdeville P.,60.0,102.0,590.0,428.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.44,2.67,1.444,2.625,1.429,3.13,1.5,2.5,2008-891,Chennai,Hard,32,A,2007-12-31,9,103781,6.0,,Melzer J.,L,183.0,AUT,26.6091718001,60.0,590.0,104154,,,Capdeville P.,R,190.0,CHI,24.7474332649,102.0,428.0,6-2 6-4,3,R32,68.0,6.0,0.0,50.0,30.0,25.0,13.0,9.0,1.0,1.0,3.0,1.0,60.0,36.0,26.0,8.0,9.0,5.0,8.0
21,2,Chennai,Chennai Open,2007-12-31,International,Outdoor,Hard,1st Round,3,Youzhny M.,Vanek J.,19.0,101.0,1570.0,431.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.11,6.0,1.13,5.5,1.125,5.5,1.154,6.88,1.13,5.6,2008-891,Chennai,Hard,32,A,2007-12-31,12,104022,4.0,,Youzhny M.,R,183.0,RUS,25.5167693361,19.0,1570.0,103181,,,Vanek J.,R,185.0,CZE,29.6865160849,101.0,431.0,6-3 6-2,3,R32,73.0,7.0,2.0,70.0,49.0,35.0,11.0,9.0,8.0,9.0,4.0,0.0,46.0,29.0,18.0,5.0,8.0,3.0,7.0
22,2,Chennai,Chennai Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Vliegen K.,Gicquel M.,98.0,70.0,437.0,535.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.61,1.95,1.8,2.0,1.727,2.19,1.775,2.15,1.67,2008-891,Chennai,Hard,32,A,2008-01-01,8,104019,,,Vliegen K.,R,193.0,BEL,25.5249828884,98.0,437.0,102967,8.0,,Gicquel M.,R,188.0,FRA,30.7542778919,70.0,535.0,7-6(5) 6-4,3,R32,98.0,7.0,0.0,69.0,44.0,31.0,16.0,11.0,3.0,5.0,7.0,3.0,69.0,43.0,29.0,14.0,11.0,3.0,6.0
23,2,Chennai,Chennai Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Haase R.,Baghdatis M.,114.0,16.0,388.0,1600.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.5,1.16,3.9,1.25,3.75,1.25,4.75,1.241,3.8,1.25,2008-891,Chennai,Hard,32,A,2008-01-01,16,104898,,,Haase R.,R,190.0,NED,20.7364818617,114.0,388.0,104571,2.0,,Baghdatis M.,R,183.0,CYP,22.5379876797,16.0,1600.0,6-3 6-4,3,R32,84.0,4.0,4.0,83.0,52.0,39.0,16.0,10.0,7.0,7.0,3.0,2.0,56.0,35.0,26.0,10.0,9.0,1.0,3.0
24,2,Chennai,Chennai Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Zovko L.,Ascione T.,759.0,94.0,19.0,449.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.62,1.44,,,,,3.7,1.333,3.1,1.35,2008-891,Chennai,Hard,32,A,2008-01-01,15,103735,,Q,Zovko L.,R,190.0,CRO,26.7871321013,759.0,19.0,103693,,,Ascione T.,R,188.0,FRA,26.9514031485,94.0,449.0,6-4 6-0,3,R32,59.0,15.0,4.0,57.0,40.0,29.0,8.0,8.0,8.0,8.0,3.0,4.0,41.0,26.0,13.0,8.0,8.0,2.0,6.0
25,2,Chennai,Chennai Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Nadal R.,Montcourt M.,2.0,123.0,5735.0,361.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.01,15.0,1.04,9.25,1.02,12.0,1.036,23.0,1.03,12.0,2008-891,Chennai,Hard,32,A,2008-01-01,1,104745,1.0,,Nadal R.,L,185.0,ESP,21.5770020534,2.0,5735.0,104515,,,Montcourt M.,R,183.0,FRA,22.8254620123,123.0,361.0,6-2 6-4,3,R32,96.0,2.0,0.0,59.0,35.0,21.0,14.0,9.0,1.0,4.0,0.0,1.0,60.0,41.0,18.0,7.0,9.0,4.0,10.0
26,2,Chennai,Chennai Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Ram R.,Schukin Y.,253.0,122.0,160.0,363.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.37,,,,,1.641,2.46,,,2008-891,Chennai,Hard,32,A,2008-01-01,2,104330,,Q,Ram R.,R,193.0,USA,23.7864476386,253.0,160.0,103393,,,Schukin Y.,R,188.0,KAZ,28.514715948,122.0,363.0,7-6(6) 7-6(2),3,R32,113.0,9.0,1.0,89.0,63.0,47.0,14.0,12.0,2.0,3.0,4.0,2.0,81.0,52.0,36.0,19.0,12.0,0.0,1.0
27,2,Chennai,Chennai Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Moya C.,Gabashvili T.,17.0,125.0,1585.0,357.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.05,9.0,1.04,9.25,1.063,8.0,1.061,14.0,1.06,8.7,2008-891,Chennai,Hard,32,A,2008-01-01,5,102845,3.0,,Moya C.,R,190.0,ESP,31.3429158111,17.0,1585.0,104559,,,Gabashvili T.,R,188.0,RUS,22.6064339493,125.0,357.0,6-4 6-1,3,R32,66.0,5.0,1.0,44.0,31.0,21.0,9.0,8.0,0.0,2.0,4.0,3.0,64.0,36.0,19.0,9.0,9.0,6.0,12.0
28,2,Chennai,Chennai Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Cilic M.,Troicki V.,71.0,127.0,533.0,357.0,3.0,6.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.44,2.62,1.45,2.6,1.444,2.625,1.581,2.62,1.52,2.45,2008-891,Chennai,Hard,32,A,2008-01-01,14,105227,,,Cilic M.,R,198.0,CRO,19.2553045859,71.0,533.0,104678,,,Troicki V.,R,193.0,SRB,21.8863791923,127.0,357.0,3-6 7-6(6) 6-1,3,R32,134.0,7.0,2.0,93.0,48.0,38.0,24.0,15.0,4.0,7.0,3.0,3.0,97.0,51.0,31.0,28.0,13.0,4.0,7.0
29,2,Chennai,Chennai Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Kudryavtsev A.,Amritraj P.,255.0,278.0,159.0,137.0,6.0,3.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.37,,,,,,,,,2008-891,Chennai,Hard,32,A,2008-01-01,6,104628,,Q,Kudryavtsev A.,R,183.0,RUS,22.1793292266,255.0,159.0,104250,,WC,Amritraj P.,R,188.0,IND,24.2464065708,278.0,137.0,6-3 4-6 7-6(8),3,R32,120.0,6.0,3.0,99.0,49.0,36.0,29.0,15.0,3.0,6.0,3.0,2.0,98.0,65.0,42.0,17.0,16.0,5.0,9.0
30,2,Chennai,Chennai Open,2008-01-02,International,Outdoor,Hard,2nd Round,3,Serra F.,Vliegen K.,92.0,98.0,461.0,437.0,7.0,5.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.72,2.05,1.7,1.833,1.833,2.18,1.781,2.1,1.75,2008-891,Chennai,Hard,32,A,2008-01-02,20,103722,,,Serra F.,R,180.0,FRA,26.8364134155,92.0,461.0,104019,,,Vliegen K.,R,193.0,BEL,25.5249828884,98.0,437.0,7-5 4-6 7-6(3),3,R16,146.0,3.0,3.0,107.0,60.0,44.0,23.0,17.0,2.0,6.0,13.0,3.0,108.0,67.0,46.0,21.0,17.0,3.0,7.0
31,2,Chennai,Chennai Open,2008-01-02,International,Outdoor,Hard,2nd Round,3,Malisse X.,Melzer J.,112.0,60.0,390.0,590.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.15,1.571,2.25,1.719,2.29,1.62,2.24,2008-891,Chennai,Hard,32,A,2008-01-02,21,103598,,,Malisse X.,R,185.0,BEL,27.4496919918,112.0,390.0,103781,6.0,,Melzer J.,L,183.0,AUT,26.6091718001,60.0,590.0,7-6(3) 6-2,3,R16,94.0,8.0,2.0,62.0,32.0,24.0,21.0,10.0,0.0,0.0,1.0,1.0,89.0,62.0,39.0,11.0,10.0,13.0,15.0
32,2,Chennai,Chennai Open,2008-01-02,International,Outdoor,Hard,2nd Round,3,Moya C.,Kudryavtsev A.,17.0,255.0,1585.0,159.0,6.0,3.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.05,9.0,1.04,9.25,,,1.061,14.0,1.06,8.7,2008-891,Chennai,Hard,32,A,2008-01-02,19,102845,3.0,,Moya C.,R,190.0,ESP,31.3429158111,17.0,1585.0,104628,,Q,Kudryavtsev A.,R,183.0,RUS,22.1793292266,255.0,159.0,6-3 6-7(4) 6-2,3,R16,112.0,4.0,2.0,95.0,52.0,39.0,27.0,14.0,3.0,3.0,1.0,1.0,86.0,35.0,26.0,30.0,15.0,1.0,5.0
33,2,Chennai,Chennai Open,2008-01-03,International,Outdoor,Hard,2nd Round,3,Cilic M.,Mahut N.,71.0,45.0,533.0,683.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.15,1.65,2.1,1.667,2.3,1.714,2.1,1.7,2008-891,Chennai,Hard,32,A,2008-01-03,23,105227,,,Cilic M.,R,198.0,CRO,19.2553045859,71.0,533.0,103917,5.0,,Mahut N.,R,190.0,FRA,25.9411362081,45.0,683.0,6-2 6-4,3,R16,77.0,8.0,3.0,53.0,30.0,23.0,12.0,9.0,2.0,3.0,4.0,4.0,74.0,47.0,32.0,8.0,9.0,8.0,12.0
34,2,Chennai,Chennai Open,2008-01-03,International,Outdoor,Hard,2nd Round,3,Nadal R.,Ram R.,2.0,253.0,5735.0,160.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.005,17.0,1.01,13.5,1.015,13.0,1.025,28.5,1.01,25.0,2008-891,Chennai,Hard,32,A,2008-01-03,17,104745,1.0,,Nadal R.,L,185.0,ESP,21.5770020534,2.0,5735.0,104330,,Q,Ram R.,R,193.0,USA,23.7864476386,253.0,160.0,6-2 6-1,3,R16,66.0,4.0,0.0,45.0,32.0,24.0,11.0,8.0,2.0,2.0,0.0,2.0,43.0,27.0,17.0,4.0,7.0,2.0,6.0
35,2,Chennai,Chennai Open,2008-01-03,International,Outdoor,Hard,2nd Round,3,Haase R.,Zovko L.,114.0,759.0,388.0,19.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.3,3.35,1.286,3.5,1.324,3.79,1.25,3.8,2008-891,Chennai,Hard,32,A,2008-01-03,24,104898,,,Haase R.,R,190.0,NED,20.7364818617,114.0,388.0,103735,,Q,Zovko L.,R,190.0,CRO,26.7871321013,759.0,19.0,6-1 7-5,3,R16,79.0,6.0,1.0,54.0,37.0,27.0,13.0,9.0,3.0,3.0,8.0,4.0,84.0,44.0,29.0,16.0,10.0,12.0,16.0
36,3,Doha,Qatar Exxon Mobil Open,2007-12-31,International,Outdoor,Hard,1st Round,3,Volandri F.,Hartfield D.,40.0,89.0,731.0,466.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,1.9,1.87,1.87,,,1.952,1.952,1.82,1.94,2008-451,Doha,Hard,32,A,2007-12-31,10,103835,,,Volandri F.,R,183.0,ITA,26.3189596167,40.0,731.0,103701,,,Hartfield D.,R,185.0,ARG,26.9130732375,89.0,466.0,4-6 6-3 7-6(3),3,R32,166.0,4.0,7.0,121.0,86.0,55.0,15.0,16.0,12.0,16.0,3.0,5.0,112.0,70.0,45.0,16.0,15.0,6.0,10.0
37,3,Doha,Qatar Exxon Mobil Open,2007-12-31,International,Outdoor,Hard,1st Round,3,Johansson T.,Andreev I.,62.0,33.0,583.0,890.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.1,1.7,2.0,1.727,2.32,1.704,2.08,1.71,2008-451,Doha,Hard,32,A,2007-12-31,8,102563,,,Johansson T.,R,180.0,SWE,32.772073922,62.0,583.0,104214,7.0,,Andreev I.,R,185.0,RUS,24.4654346338,33.0,890.0,6-1 6-0,3,R32,47.0,3.0,1.0,35.0,24.0,21.0,7.0,7.0,0.0,0.0,0.0,1.0,36.0,23.0,8.0,5.0,6.0,3.0,8.0
38,3,Doha,Qatar Exxon Mobil Open,2007-12-31,International,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Hernandez O.,32.0,58.0,905.0,602.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.1,6.5,1.11,5.84,1.111,6.0,1.161,6.61,1.11,6.4,2008-451,Doha,Hard,32,A,2007-12-31,9,104259,6.0,,Kohlschreiber P.,R,178.0,GER,24.2080766598,32.0,905.0,103169,,,Hernandez O.,R,180.0,ESP,29.7248459959,58.0,602.0,6-3 6-1,3,R32,78.0,5.0,4.0,54.0,34.0,26.0,9.0,8.0,2.0,3.0,3.0,5.0,59.0,26.0,15.0,11.0,8.0,8.0,13.0
