,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
337,15,Memphis,Regions Morgan Keegan Championships,2008-02-25,International Gold,Indoor,Hard,1st Round,3,Melzer J.,Isner J.,61.0,93.0,578.0,452.0,6.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,1.9,1.58,2.28,1.833,1.833,1.806,2.14,1.7,2.1,2008-402,Memphis,Hard,32,A,2008-02-25,9,103781,7.0,,Melzer J.,L,183.0,AUT,26.7624914442,61.0,578.0,104545,,WC,Isner J.,R,206.0,USA,22.8336755647,93.0,452.0,6-7(8) 6-3 7-6(4),3,R32,120.0,19.0,3.0,97.0,69.0,63.0,16.0,17.0,1.0,1.0,18.0,8.0,107.0,68.0,51.0,22.0,16.0,0.0,1.0
338,15,Memphis,Regions Morgan Keegan Championships,2008-02-25,International Gold,Indoor,Hard,1st Round,3,Bjorkman J.,Capdeville P.,85.0,106.0,485.0,408.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.35,1.55,2.2,1.61,2.4,1.667,2.4,1.55,2008-402,Memphis,Hard,32,A,2008-02-25,14,102035,,,Bjorkman J.,R,183.0,SWE,35.9260780287,85.0,485.0,104154,,,Capdeville P.,R,190.0,CHI,24.900752909,106.0,408.0,6-3 6-1,3,R32,53.0,9.0,1.0,43.0,28.0,26.0,7.0,8.0,0.0,0.0,0.0,0.0,50.0,31.0,18.0,8.0,8.0,3.0,7.0
339,15,Memphis,Regions Morgan Keegan Championships,2008-02-25,International Gold,Indoor,Hard,1st Round,3,Falla A.,Sela D.,84.0,64.0,486.0,558.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.45,2.6,1.615,2.2,1.568,2.66,1.55,2.38,2008-402,Memphis,Hard,32,A,2008-02-25,15,104268,,,Falla A.,L,185.0,COL,24.2819986311,84.0,486.0,104534,,,Sela D.,R,175.0,ISR,22.893908282,64.0,558.0,6-4 6-2,3,R32,70.0,4.0,2.0,56.0,37.0,28.0,11.0,9.0,4.0,5.0,0.0,5.0,59.0,29.0,21.0,9.0,9.0,6.0,10.0
340,15,Memphis,Regions Morgan Keegan Championships,2008-02-26,International Gold,Indoor,Hard,1st Round,3,Haas T.,Hartfield D.,30.0,120.0,1035.0,360.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.28,3.46,1.333,3.25,1.313,3.9,1.27,3.6,2008-402,Memphis,Hard,32,A,2008-02-26,12,103163,3.0,,Haas T.,R,188.0,GER,29.8973305955,30.0,1035.0,103701,,,Hartfield D.,R,185.0,ARG,27.0663928816,120.0,360.0,6-3 6-2,3,R32,74.0,2.0,2.0,56.0,32.0,23.0,13.0,9.0,3.0,5.0,3.0,3.0,57.0,34.0,16.0,11.0,8.0,5.0,10.0
341,15,Memphis,Regions Morgan Keegan Championships,2008-02-26,International Gold,Indoor,Hard,1st Round,3,Querrey S.,Russell M.,63.0,129.0,558.0,341.0,3.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.36,3.0,1.3,3.35,1.4,2.75,1.389,3.37,1.37,3.0,2008-402,Memphis,Hard,32,A,2008-02-26,13,105023,5.0,,Querrey S.,R,198.0,USA,20.386036961,63.0,558.0,103188,,,Russell M.,R,173.0,USA,29.8206707734,129.0,341.0,3-6 6-3 7-5,3,R32,111.0,17.0,4.0,91.0,51.0,42.0,20.0,15.0,3.0,5.0,1.0,3.0,97.0,66.0,45.0,16.0,15.0,5.0,8.0
342,15,Memphis,Regions Morgan Keegan Championships,2008-02-26,International Gold,Indoor,Hard,1st Round,3,Darcis S.,Spadea V.,81.0,70.0,497.0,518.0,7.0,5.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.37,1.53,2.28,1.58,2.375,1.533,2.34,1.694,2.28,1.6,2008-402,Memphis,Hard,32,A,2008-02-26,10,104327,,,Darcis S.,R,178.0,BEL,23.9534565366,81.0,497.0,102434,,,Spadea V.,R,183.0,USA,33.6043805613,70.0,518.0,7-5 4-6 7-6(4),3,R32,119.0,9.0,1.0,101.0,58.0,39.0,26.0,17.0,6.0,10.0,8.0,4.0,101.0,68.0,50.0,14.0,17.0,4.0,8.0
343,15,Memphis,Regions Morgan Keegan Championships,2008-02-26,International Gold,Indoor,Hard,1st Round,3,Stepanek R.,Levine J.,31.0,165.0,1010.0,257.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.2,4.25,1.167,4.5,1.25,4.6,1.2,4.3,2008-402,Memphis,Hard,32,A,2008-02-26,5,103285,4.0,,Stepanek R.,R,185.0,CZE,29.2457221081,31.0,1010.0,105028,,Q,Levine J.,L,175.0,CAN,20.3641341547,165.0,257.0,6-1 6-4,3,R32,57.0,7.0,1.0,41.0,28.0,26.0,10.0,9.0,0.0,0.0,4.0,5.0,53.0,30.0,20.0,9.0,8.0,1.0,4.0
344,15,Memphis,Regions Morgan Keegan Championships,2008-02-26,International Gold,Indoor,Hard,1st Round,3,Fish M.,Reynolds B.,94.0,100.0,440.0,424.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.28,3.5,1.26,3.59,1.286,3.5,1.333,3.7,1.28,3.5,2008-402,Memphis,Hard,32,A,2008-02-26,2,103888,,,Fish M.,R,188.0,USA,26.212183436,94.0,440.0,104035,,Q,Reynolds B.,R,183.0,USA,25.6098562628,100.0,424.0,6-7(3) 6-4 6-2,3,R32,119.0,16.0,2.0,85.0,47.0,39.0,25.0,15.0,0.0,0.0,14.0,3.0,104.0,74.0,53.0,13.0,15.0,4.0,7.0
345,15,Memphis,Regions Morgan Keegan Championships,2008-02-26,International Gold,Indoor,Hard,1st Round,3,Becker B.,Vliegen K.,112.0,69.0,376.0,519.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.28,1.58,2.25,1.571,2.49,1.629,2.46,1.52,2008-402,Memphis,Hard,32,A,2008-02-26,11,103794,,,Becker B.,R,178.0,GER,26.6940451745,112.0,376.0,104019,,,Vliegen K.,R,193.0,BEL,25.6783025325,69.0,519.0,7-5 7-6(1),3,R32,97.0,7.0,2.0,83.0,48.0,36.0,19.0,12.0,6.0,8.0,9.0,2.0,78.0,44.0,29.0,17.0,12.0,3.0,6.0
346,15,Memphis,Regions Morgan Keegan Championships,2008-02-26,International Gold,Indoor,Hard,1st Round,3,Young D.,Warburg S.,102.0,155.0,422.0,273.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.5,2.45,1.533,2.375,1.625,2.5,1.6,2.28,2008-402,Memphis,Hard,32,A,2008-02-26,16,105385,,,Young D.,L,183.0,USA,18.5927446954,102.0,422.0,104173,,LL,Warburg S.,R,190.0,USA,24.8268309377,155.0,273.0,6-4 6-4,3,R32,81.0,5.0,0.0,62.0,40.0,32.0,13.0,10.0,4.0,4.0,10.0,4.0,74.0,53.0,35.0,9.0,10.0,5.0,7.0
347,15,Memphis,Regions Morgan Keegan Championships,2008-02-27,International Gold,Indoor,Hard,1st Round,3,Johansson T.,Safin M.,54.0,65.0,598.0,550.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.72,1.95,1.8,1.909,1.8,2.2,1.769,1.88,1.88,2008-402,Memphis,Hard,32,A,2008-02-27,8,102563,6.0,,Johansson T.,R,180.0,SWE,32.9253935661,54.0,598.0,103498,,WC,Safin M.,R,193.0,RUS,28.0793976728,65.0,550.0,7-6(5) 7-6(2),3,R32,102.0,18.0,3.0,82.0,50.0,40.0,17.0,12.0,4.0,5.0,12.0,3.0,90.0,57.0,38.0,19.0,12.0,5.0,6.0
348,15,Memphis,Regions Morgan Keegan Championships,2008-02-27,International Gold,Indoor,Hard,1st Round,3,Soderling R.,Niemeyer F.,42.0,185.0,770.0,225.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.17,4.67,1.143,5.0,1.236,4.83,1.19,4.5,2008-402,Memphis,Hard,32,A,2008-02-27,4,104417,8.0,,Soderling R.,R,193.0,SWE,23.5318275154,42.0,770.0,102780,,Q,Niemeyer F.,R,190.0,CAN,31.8384668036,185.0,225.0,6-2 6-1,3,R32,47.0,16.0,4.0,50.0,34.0,28.0,8.0,8.0,2.0,2.0,5.0,2.0,44.0,29.0,15.0,6.0,7.0,5.0,9.0
349,15,Memphis,Regions Morgan Keegan Championships,2008-02-28,International Gold,Indoor,Hard,1st Round,3,Roddick A.,Muller G.,6.0,138.0,2120.0,311.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.08,7.0,1.1,6.75,1.083,7.0,1.129,8.05,1.09,7.0,2008-402,Memphis,Hard,32,A,2008-02-28,1,104053,1.0,,Roddick A.,R,188.0,USA,25.4893908282,6.0,2120.0,104180,,Q,Muller G.,L,193.0,LUX,24.7994524298,138.0,311.0,6-4 7-6(4),3,R32,77.0,17.0,0.0,62.0,47.0,41.0,9.0,11.0,0.0,0.0,18.0,1.0,69.0,57.0,42.0,6.0,11.0,2.0,3.0
350,15,Memphis,Regions Morgan Keegan Championships,2008-02-27,International Gold,Indoor,Hard,2nd Round,3,Stepanek R.,Serra F.,31.0,91.0,1010.0,456.0,7.0,6.0,2.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.22,4.0,1.25,3.75,1.25,3.75,1.273,4.36,1.22,4.1,2008-402,Memphis,Hard,32,A,2008-02-27,19,103285,4.0,,Stepanek R.,R,185.0,CZE,29.2457221081,31.0,1010.0,103722,,,Serra F.,R,180.0,FRA,26.9897330595,91.0,456.0,7-6(6) 2-6 7-5,3,R16,155.0,13.0,10.0,116.0,62.0,49.0,21.0,16.0,8.0,12.0,8.0,3.0,119.0,75.0,54.0,17.0,16.0,8.0,11.0
351,15,Memphis,Regions Morgan Keegan Championships,2008-02-27,International Gold,Indoor,Hard,2nd Round,3,Darcis S.,Melzer J.,81.0,61.0,497.0,578.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.45,1.5,2.625,1.444,2.54,1.61,2.52,1.5,2008-402,Memphis,Hard,32,A,2008-02-27,21,104327,,,Darcis S.,R,178.0,BEL,23.9534565366,81.0,497.0,103781,7.0,,Melzer J.,L,183.0,AUT,26.7624914442,61.0,578.0,6-3 7-6(4),3,R16,77.0,6.0,1.0,67.0,47.0,35.0,15.0,11.0,2.0,3.0,6.0,0.0,71.0,47.0,35.0,10.0,10.0,1.0,3.0
352,15,Memphis,Regions Morgan Keegan Championships,2008-02-27,International Gold,Indoor,Hard,2nd Round,3,Becker B.,Haas T.,112.0,30.0,376.0,1035.0,3.0,6.0,6.0,2.0,7.0,5.0,,,,,2.0,1.0,Completed,3.0,1.36,3.35,1.3,3.0,1.364,3.5,1.37,3.0,1.37,2008-402,Memphis,Hard,32,A,2008-02-27,22,103794,,,Becker B.,R,178.0,GER,26.6940451745,112.0,376.0,103163,3.0,,Haas T.,R,188.0,GER,29.8973305955,30.0,1035.0,3-6 6-2 7-5,3,R16,113.0,8.0,3.0,80.0,43.0,31.0,24.0,14.0,4.0,6.0,11.0,8.0,99.0,59.0,44.0,16.0,15.0,5.0,9.0
353,15,Memphis,Regions Morgan Keegan Championships,2008-02-28,International Gold,Indoor,Hard,2nd Round,3,Soderling R.,Hanescu V.,42.0,71.0,770.0,517.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.14,5.0,1.17,4.67,1.2,4.333,1.206,5.45,1.13,5.6,2008-402,Memphis,Hard,32,A,2008-02-28,18,104417,8.0,,Soderling R.,R,193.0,SWE,23.5318275154,42.0,770.0,103812,,,Hanescu V.,R,198.0,ROU,26.598220397,71.0,517.0,6-2 6-1,3,R16,44.0,8.0,0.0,33.0,21.0,18.0,10.0,7.0,0.0,0.0,1.0,1.0,43.0,29.0,16.0,4.0,8.0,1.0,6.0
354,15,Memphis,Regions Morgan Keegan Championships,2008-02-28,International Gold,Indoor,Hard,2nd Round,3,Young D.,Falla A.,102.0,84.0,422.0,486.0,6.0,1.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.37,1.53,2.46,1.51,2.375,1.533,2.57,1.599,2.62,1.47,2008-402,Memphis,Hard,32,A,2008-02-28,24,105385,,,Young D.,L,183.0,USA,18.5927446954,102.0,422.0,104268,,,Falla A.,L,185.0,COL,24.2819986311,84.0,486.0,6-1 1-6 6-3,3,R16,93.0,5.0,5.0,92.0,56.0,36.0,16.0,12.0,10.0,14.0,4.0,4.0,77.0,56.0,29.0,10.0,11.0,7.0,12.0
355,15,Memphis,Regions Morgan Keegan Championships,2008-02-28,International Gold,Indoor,Hard,2nd Round,3,Guccione C.,Johansson T.,86.0,54.0,481.0,598.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.35,1.55,2.2,1.615,2.55,1.606,2.4,1.54,2008-402,Memphis,Hard,32,A,2008-02-28,20,104589,,,Guccione C.,L,201.0,AUS,22.5735797399,86.0,481.0,102563,6.0,,Johansson T.,R,180.0,SWE,32.9253935661,54.0,598.0,6-3 6-4,3,R16,56.0,15.0,0.0,47.0,26.0,26.0,14.0,10.0,0.0,0.0,4.0,2.0,53.0,23.0,17.0,17.0,9.0,3.0,5.0
356,15,Memphis,Regions Morgan Keegan Championships,2008-02-28,International Gold,Indoor,Hard,2nd Round,3,Bjorkman J.,Querrey S.,85.0,63.0,485.0,558.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.5,1.5,2.6,1.45,2.62,1.44,2.49,1.629,2.48,1.52,2008-402,Memphis,Hard,32,A,2008-02-28,23,102035,,,Bjorkman J.,R,183.0,SWE,35.9260780287,85.0,485.0,105023,5.0,,Querrey S.,R,198.0,USA,20.386036961,63.0,558.0,6-4 4-6 7-6(4),3,R16,117.0,3.0,2.0,100.0,62.0,47.0,23.0,16.0,1.0,2.0,26.0,2.0,94.0,59.0,52.0,17.0,16.0,3.0,4.0
357,16,Zagreb,PBZ Zagreb Indoors,2008-02-25,International,Indoor,Carpet,1st Round,3,Bolelli S.,Schuettler R.,66.0,78.0,545.0,504.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.75,2.05,1.8,1.909,1.98,1.926,1.78,2.0,2008-2276,Zagreb,Hard,32,A,2008-02-25,10,104620,,,Bolelli S.,R,183.0,ITA,22.3819301848,66.0,545.0,102783,,,Schuettler R.,R,180.0,GER,31.8357289528,78.0,504.0,6-3 6-2,3,R32,56.0,8.0,2.0,50.0,33.0,28.0,11.0,9.0,2.0,2.0,3.0,1.0,38.0,24.0,17.0,7.0,8.0,0.0,3.0
358,16,Zagreb,PBZ Zagreb Indoors,2008-02-25,International,Indoor,Carpet,1st Round,3,Tipsarevic J.,Zverev M.,44.0,73.0,752.0,509.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.53,2.4,1.5,2.5,1.667,2.4,1.55,2.4,2008-2276,Zagreb,Hard,32,A,2008-02-25,13,104386,8.0,,Tipsarevic J.,R,180.0,SRB,23.6769336071,44.0,752.0,104999,,,Zverev M.,L,190.0,GER,20.5119780972,73.0,509.0,6-3 6-1,3,R32,52.0,11.0,0.0,42.0,24.0,21.0,11.0,8.0,0.0,0.0,5.0,2.0,43.0,27.0,14.0,6.0,8.0,2.0,6.0
359,16,Zagreb,PBZ Zagreb Indoors,2008-02-25,International,Indoor,Carpet,1st Round,3,Koubek S.,Skugor F.,56.0,383.0,591.0,84.0,2.0,6.0,7.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.14,5.0,1.15,5.2,1.167,4.5,1.19,5.75,1.14,5.4,2008-2276,Zagreb,Hard,32,A,2008-02-25,11,102905,,,Koubek S.,L,175.0,AUT,31.1457905544,56.0,591.0,105015,,WC,Skugor F.,R,193.0,CRO,20.4325804244,383.0,84.0,2-6 7-6(2) 6-0,3,R32,117.0,7.0,2.0,79.0,48.0,33.0,17.0,13.0,9.0,13.0,6.0,4.0,91.0,36.0,30.0,19.0,13.0,4.0,9.0
360,16,Zagreb,PBZ Zagreb Indoors,2008-02-25,International,Indoor,Carpet,1st Round,3,Rochus O.,Santoro F.,62.0,40.0,561.0,772.0,6.0,3.0,2.0,0.0,,,,,,,1.0,0.0,Retired,2.2,1.61,2.15,1.65,2.25,1.571,2.38,1.676,2.22,1.64,2008-2276,Zagreb,Hard,32,A,2008-02-25,12,103694,,,Rochus O.,R,168.0,BEL,27.1019849418,62.0,561.0,102148,4.0,,Santoro F.,R,178.0,FRA,35.2114989733,40.0,772.0,6-3 2-0 RET,3,R32,48.0,2.0,1.0,33.0,23.0,18.0,6.0,5.0,5.0,5.0,4.0,0.0,40.0,19.0,11.0,9.0,6.0,3.0,6.0
361,16,Zagreb,PBZ Zagreb Indoors,2008-02-26,International,Indoor,Carpet,1st Round,3,Gabashvili T.,Mayer F.,125.0,77.0,354.0,504.0,7.0,6.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.6,2.3,1.533,2.375,1.588,2.6,1.57,2.34,2008-2276,Zagreb,Hard,32,A,2008-02-26,3,104559,,,Gabashvili T.,R,188.0,RUS,22.7597535934,125.0,354.0,104252,,,Mayer F.,R,190.0,GER,24.3915126626,77.0,504.0,7-6(6) 6-0,3,R32,65.0,7.0,2.0,51.0,35.0,29.0,8.0,9.0,0.0,1.0,3.0,1.0,59.0,37.0,21.0,10.0,9.0,1.0,5.0
362,16,Zagreb,PBZ Zagreb Indoors,2008-02-26,International,Indoor,Carpet,1st Round,3,Karanusic R.,Kavcic B.,105.0,396.0,416.0,81.0,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.22,4.0,1.25,3.75,1.222,4.0,1.25,4.6,1.22,4.1,2008-2276,Zagreb,Hard,32,A,2008-02-26,14,104056,,WC,Karanusic R.,R,183.0,CRO,25.4729637235,105.0,416.0,104882,,Q,Kavcic B.,R,188.0,SLO,20.977412731,396.0,81.0,6-7(9) 6-4 6-4,3,R32,156.0,9.0,3.0,100.0,57.0,40.0,22.0,16.0,2.0,6.0,1.0,6.0,110.0,74.0,46.0,17.0,16.0,8.0,14.0
363,16,Zagreb,PBZ Zagreb Indoors,2008-02-26,International,Indoor,Carpet,1st Round,3,Zovko L.,Gicquel M.,509.0,52.0,51.0,615.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.75,1.25,3.59,1.26,3.5,1.286,4.23,1.283,3.4,1.3,2008-2276,Zagreb,Hard,32,A,2008-02-26,2,103735,,WC,Zovko L.,R,190.0,CRO,26.9404517454,509.0,51.0,102967,,,Gicquel M.,R,188.0,FRA,30.9075975359,52.0,615.0,6-3 7-5,3,R32,75.0,10.0,1.0,59.0,27.0,24.0,17.0,10.0,3.0,4.0,3.0,3.0,64.0,37.0,26.0,11.0,11.0,6.0,10.0
364,16,Zagreb,PBZ Zagreb Indoors,2008-02-26,International,Indoor,Carpet,1st Round,3,Troicki V.,Bastl G.,113.0,464.0,373.0,61.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.32,3.22,1.364,3.0,1.377,3.45,1.37,3.0,2008-2276,Zagreb,Hard,32,A,2008-02-26,15,104678,,,Troicki V.,R,193.0,SRB,22.0396988364,113.0,373.0,102567,,Q,Bastl G.,R,183.0,SUI,32.9034907598,464.0,61.0,6-3 7-6(3),3,R32,114.0,6.0,1.0,63.0,41.0,28.0,15.0,10.0,3.0,5.0,6.0,2.0,78.0,49.0,30.0,15.0,11.0,5.0,9.0
365,16,Zagreb,PBZ Zagreb Indoors,2008-02-26,International,Indoor,Carpet,1st Round,3,Stakhovsky S.,Karlovic I.,209.0,21.0,199.0,1445.0,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,5.5,1.12,5.2,1.15,5.0,1.143,6.5,1.164,5.15,1.15,2008-2276,Zagreb,Hard,32,A,2008-02-26,16,104660,,LL,Stakhovsky S.,R,193.0,UKR,22.135523614,209.0,199.0,103333,2.0,,Karlovic I.,R,208.0,CRO,28.9911019849,21.0,1445.0,4-6 7-6(5) 6-2,3,R32,139.0,10.0,1.0,109.0,62.0,46.0,27.0,15.0,6.0,7.0,14.0,3.0,106.0,75.0,54.0,15.0,15.0,8.0,10.0
366,16,Zagreb,PBZ Zagreb Indoors,2008-02-26,International,Indoor,Carpet,1st Round,3,Simon G.,Cervenak P.,32.0,455.0,990.0,63.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.11,6.0,1.13,5.5,1.125,5.5,1.161,6.61,1.13,5.6,2008-2276,Zagreb,Hard,32,A,2008-02-26,5,104468,3.0,,Simon G.,R,183.0,FRA,23.1622176591,32.0,990.0,104965,,Q,Cervenak P.,R,,SVK,20.6543463381,455.0,63.0,7-6(2) 6-1,3,R32,80.0,9.0,1.0,59.0,39.0,26.0,12.0,9.0,1.0,3.0,4.0,2.0,65.0,34.0,19.0,12.0,10.0,5.0,10.0
367,16,Zagreb,PBZ Zagreb Indoors,2008-02-26,International,Indoor,Carpet,1st Round,3,Haase R.,Berrer M.,79.0,60.0,503.0,581.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.63,2.2,1.533,2.375,1.676,2.38,1.62,2.24,2008-2276,Zagreb,Hard,32,A,2008-02-26,6,104898,,,Haase R.,R,190.0,NED,20.8898015058,79.0,503.0,103582,,,Berrer M.,L,193.0,GER,27.65229295,60.0,581.0,6-4 6-3,3,R32,63.0,5.0,0.0,48.0,28.0,25.0,12.0,9.0,0.0,0.0,2.0,2.0,61.0,41.0,24.0,12.0,10.0,6.0,9.0
368,16,Zagreb,PBZ Zagreb Indoors,2008-02-26,International,Indoor,Carpet,1st Round,3,Ljubicic I.,Gulbis E.,25.0,88.0,1295.0,465.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.37,2.92,1.364,3.0,1.391,3.36,1.35,3.1,2008-2276,Zagreb,Hard,32,A,2008-02-26,1,103344,1.0,,Ljubicic I.,R,193.0,CRO,28.93908282,25.0,1295.0,105208,,,Gulbis E.,R,190.0,LAT,19.4880219028,88.0,465.0,6-3 7-6(7),3,R32,85.0,13.0,1.0,64.0,45.0,39.0,10.0,11.0,0.0,0.0,7.0,5.0,73.0,35.0,29.0,19.0,10.0,2.0,3.0
369,16,Zagreb,PBZ Zagreb Indoors,2008-02-26,International,Indoor,Carpet,1st Round,3,Ancic M.,Mahut N.,92.0,43.0,455.0,761.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.37,2.92,1.333,3.25,1.314,3.88,1.35,3.1,2008-2276,Zagreb,Hard,32,A,2008-02-26,8,104339,,,Ancic M.,R,196.0,CRO,23.9069130732,92.0,455.0,103917,6.0,,Mahut N.,R,190.0,FRA,26.0944558522,43.0,761.0,7-6(3) 7-6(6),3,R32,105.0,16.0,1.0,78.0,55.0,49.0,11.0,12.0,0.0,1.0,16.0,2.0,79.0,54.0,39.0,16.0,12.0,1.0,2.0
370,16,Zagreb,PBZ Zagreb Indoors,2008-02-27,International,Indoor,Carpet,2nd Round,3,Tipsarevic J.,Karanusic R.,44.0,105.0,752.0,416.0,6.0,3.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.4,1.32,3.22,1.3,3.4,1.368,3.52,1.28,3.5,2008-2276,Zagreb,Hard,32,A,2008-02-27,23,104386,8.0,,Tipsarevic J.,R,180.0,SRB,23.6769336071,44.0,752.0,104056,,WC,Karanusic R.,R,183.0,CRO,25.4729637235,105.0,416.0,6-3 6-7(4) 6-4,3,R16,143.0,5.0,0.0,92.0,49.0,39.0,28.0,15.0,8.0,9.0,7.0,0.0,104.0,56.0,42.0,26.0,16.0,8.0,12.0
371,16,Zagreb,PBZ Zagreb Indoors,2008-02-27,International,Indoor,Carpet,2nd Round,3,Rochus O.,Koubek S.,62.0,56.0,561.0,591.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,1.95,1.8,2.2,1.615,2.0,1.909,2.05,1.72,2008-2276,Zagreb,Hard,32,A,2008-02-27,22,103694,,,Rochus O.,R,168.0,BEL,27.1019849418,62.0,561.0,102905,,,Koubek S.,L,175.0,AUT,31.1457905544,56.0,591.0,6-2 6-4,3,R16,68.0,3.0,2.0,58.0,37.0,28.0,11.0,9.0,3.0,4.0,1.0,2.0,48.0,25.0,14.0,10.0,9.0,1.0,5.0
372,16,Zagreb,PBZ Zagreb Indoors,2008-02-27,International,Indoor,Carpet,2nd Round,3,Stakhovsky S.,Troicki V.,209.0,113.0,199.0,373.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.4,2.85,1.4,2.625,1.444,2.88,1.481,2.85,1.4,2008-2276,Zagreb,Hard,32,A,2008-02-27,24,104660,,LL,Stakhovsky S.,R,193.0,UKR,22.135523614,209.0,199.0,104678,,,Troicki V.,R,193.0,SRB,22.0396988364,113.0,373.0,7-6(7) 3-6 6-4,3,R16,138.0,6.0,1.0,87.0,63.0,50.0,11.0,15.0,1.0,4.0,6.0,3.0,110.0,74.0,52.0,16.0,16.0,4.0,7.0
373,16,Zagreb,PBZ Zagreb Indoors,2008-02-27,International,Indoor,Carpet,2nd Round,3,Haase R.,Simon G.,79.0,32.0,503.0,990.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.15,1.65,2.1,1.667,2.2,1.769,2.25,1.62,2008-2276,Zagreb,Hard,32,A,2008-02-27,19,104898,,,Haase R.,R,190.0,NED,20.8898015058,79.0,503.0,104468,3.0,,Simon G.,R,183.0,FRA,23.1622176591,32.0,990.0,6-2 6-4,3,R16,61.0,1.0,1.0,53.0,31.0,24.0,14.0,9.0,1.0,1.0,1.0,0.0,49.0,25.0,17.0,9.0,9.0,2.0,5.0
374,16,Zagreb,PBZ Zagreb Indoors,2008-02-27,International,Indoor,Carpet,2nd Round,3,Ancic M.,Gremelmayr D.,92.0,104.0,455.0,417.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.08,7.0,1.11,5.84,1.1,6.5,1.119,8.6,1.12,5.85,2008-2276,Zagreb,Hard,32,A,2008-02-27,20,104339,,,Ancic M.,R,196.0,CRO,23.9069130732,92.0,455.0,103823,,,Gremelmayr D.,L,183.0,GER,26.5270362765,104.0,417.0,6-3 6-2,3,R16,74.0,7.0,0.0,44.0,30.0,27.0,9.0,9.0,0.0,0.0,2.0,1.0,64.0,31.0,18.0,16.0,8.0,9.0,12.0
