,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
21,2,Chennai,Chennai Open,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Olivo R.,Ruud C.,83,225.0,670,231.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.82,1.82,1.91,1.91,1.94,1.94,1.94,2.0,1.85,1.92,2017-0891,Chennai,Hard,32,A,2017-01-03,272,105952,,,Olivo R.,R,,ARG,24.8021902806,83.0,670.0,134770,,WC,Ruud C.,R,,NOR,18.0314852841,225.0,231.0,7-6(3) 6-2,3,R32,79.0,5.0,2.0,60.0,33.0,27.0,18.0,10.0,0.0,0.0,1.0,3.0,69.0,51.0,35.0,8.0,10.0,6.0,8.0
22,2,Chennai,Chennai Open,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Kravchuk K.,47,85.0,960,660.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.42,2.4,1.5,2.62,1.53,2.67,1.54,2.67,1.5,2.54,2017-0891,Chennai,Hard,32,A,2017-01-03,277,105332,5.0,,Paire B.,R,196.0,FRA,27.6550308008,47.0,960.0,104505,,,Kravchuk K.,R,190.0,RUS,31.8576317591,85.0,660.0,6-3 6-4,3,R32,64.0,4.0,5.0,59.0,26.0,23.0,20.0,10.0,0.0,0.0,9.0,6.0,58.0,38.0,27.0,9.0,9.0,6.0,8.0
23,2,Chennai,Chennai Open,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Bhambri Y.,Ramanathan R.,474,227.0,83,231.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.6,1.44,2.75,1.43,3.02,1.5,3.02,1.44,2.75,2017-0891,Chennai,Hard,32,A,2017-01-03,276,106026,,Q,Bhambri Y.,R,183.0,IND,24.4982888433,474.0,83.0,106368,,WC,Ramanathan R.,R,,IND,22.1519507187,227.0,231.0,6-1 6-1,3,R32,52.0,0.0,2.0,36.0,26.0,22.0,7.0,7.0,1.0,1.0,2.0,3.0,44.0,27.0,13.0,5.0,7.0,5.0,10.0
24,2,Chennai,Chennai Open,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Dutra Silva R.,Lajovic D.,440,93.0,92,627.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.0,1.36,2.7,1.35,2.75,1.4,3.1,1.41,3.1,1.42,2.97,1.38,2017-0891,Chennai,Hard,32,A,2017-01-03,271,104297,,,Dutra Silva R.,R,178.0,BRA,32.9144421629,98.0,613.0,105583,,,Lajovic D.,R,180.0,SRB,26.5106091718,93.0,627.0,7-6(2) 4-6 7-6(3),3,R32,153.0,12.0,4.0,117.0,70.0,51.0,23.0,17.0,4.0,8.0,2.0,2.0,127.0,95.0,59.0,18.0,17.0,9.0,12.0
25,2,Chennai,Chennai Open,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Youzhny M.,Myneni S.,57,192.0,826,287.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.38,2.6,1.44,2.75,1.41,3.14,1.45,3.2,1.4,2.87,2017-0891,Chennai,Hard,32,A,2017-01-03,273,104022,7.0,,Youzhny M.,R,183.0,RUS,34.5242984257,57.0,826.0,105031,,WC,Myneni S.,R,,IND,29.2073921971,192.0,287.0,6-4 6-3,3,R32,85.0,1.0,0.0,61.0,37.0,29.0,16.0,10.0,2.0,2.0,6.0,4.0,70.0,38.0,28.0,15.0,9.0,6.0,8.0
26,2,Chennai,Chennai Open,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Kovalik J.,Cilic M.,117,6.0,501,3650.0,7.0,6.0,5.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,7.0,1.1,5.5,1.08,6.5,1.1,8.67,1.1,8.67,1.11,6.9,1.09,2017-0891,Chennai,Hard,32,A,2017-01-04,293,106075,,Q,Kovalik J.,R,,SVK,24.1615331964,117.0,501.0,105227,1.0,,Cilic M.,R,198.0,CRO,28.2628336756,6.0,3650.0,7-6(5) 5-7 7-5,3,R16,168.0,8.0,2.0,130.0,83.0,55.0,30.0,18.0,9.0,11.0,18.0,2.0,113.0,69.0,53.0,26.0,18.0,3.0,5.0
27,2,Chennai,Chennai Open,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Sela D.,Chung H.,96,104.0,616,571.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.4,1.45,2.75,1.44,2.95,1.46,2.95,1.5,2.72,1.44,2017-0891,Chennai,Hard,32,A,2017-01-04,290,104534,,,Sela D.,R,175.0,ISR,31.7481177276,96.0,616.0,111202,,Q,Chung H.,R,,KOR,20.6242299795,104.0,571.0,6-2 6-2,3,R16,66.0,2.0,1.0,46.0,28.0,20.0,10.0,8.0,3.0,4.0,2.0,3.0,56.0,34.0,18.0,7.0,8.0,2.0,7.0
28,2,Chennai,Chennai Open,2017-01-05,ATP250,Outdoor,Hard,2nd Round,3,Youzhny M.,Olivo R.,57,83.0,826,670.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.3,3.0,1.3,3.4,1.35,3.51,1.36,3.51,1.32,3.36,2017-0891,Chennai,Hard,32,A,2017-01-05,287,104022,7.0,,Youzhny M.,R,183.0,RUS,34.5242984257,57.0,826.0,105952,,,Olivo R.,R,,ARG,24.8021902806,83.0,670.0,6-1 7-5,3,R16,92.0,0.0,2.0,63.0,40.0,30.0,12.0,9.0,2.0,3.0,3.0,4.0,68.0,44.0,28.0,6.0,10.0,4.0,9.0
29,2,Chennai,Chennai Open,2017-01-05,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Dutra Silva R.,14,440.0,2350,92.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.1,5.1,1.11,6.0,1.13,7.04,1.14,7.04,1.12,6.17,2017-0891,Chennai,Hard,32,A,2017-01-05,286,105138,2.0,,Bautista Agut R.,R,,ESP,28.720054757,14.0,2350.0,104297,,,Dutra Silva R.,R,178.0,BRA,32.9144421629,98.0,613.0,6-3 6-2,3,R16,74.0,3.0,2.0,55.0,31.0,26.0,14.0,9.0,2.0,2.0,6.0,1.0,52.0,34.0,24.0,6.0,8.0,2.0,5.0
30,2,Chennai,Chennai Open,2017-01-05,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Bhambri Y.,47,474.0,960,83.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.42,2.5,1.5,2.5,1.53,2.68,1.53,2.75,1.48,2.6,2017-0891,Chennai,Hard,32,A,2017-01-05,289,105332,5.0,,Paire B.,R,196.0,FRA,27.6550308008,47.0,960.0,106026,,Q,Bhambri Y.,R,183.0,IND,24.4982888433,474.0,83.0,6-3 6-4,3,R16,85.0,12.0,3.0,79.0,47.0,35.0,18.0,10.0,7.0,7.0,0.0,2.0,75.0,55.0,31.0,13.0,9.0,9.0,11.0
31,2,Chennai,Chennai Open,2017-01-05,ATP250,Outdoor,Hard,2nd Round,3,Bedene A.,Klizan M.,101,35.0,592,1230.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.25,1.55,2.15,1.57,2.25,1.59,2.52,1.62,2.52,1.58,2.34,2017-0891,Chennai,Hard,32,A,2017-01-05,288,105379,,,Bedene A.,R,181.0,GBR,27.4606433949,101.0,592.0,105373,4.0,,Klizan M.,L,190.0,SVK,27.4798083504,35.0,1230.0,7-6(3) 6-7(3) 7-6(2),3,R16,184.0,14.0,4.0,123.0,67.0,59.0,23.0,18.0,2.0,5.0,4.0,3.0,135.0,103.0,70.0,16.0,18.0,8.0,11.0
32,3,Doha,Qatar Exxon Mobil Open,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Brown D.,Bagnis F.,72,56.0,710,835.0,6.0,1.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.0,1.3,3.0,1.33,3.4,1.41,3.14,1.41,3.4,1.36,3.1,2017-0451,Doha,Hard,32,A,2017-01-02,279,104460,,,Brown D.,R,196.0,GER,32.0684462697,72.0,710.0,105487,,,Bagnis F.,L,,ARG,26.8473648186,56.0,835.0,6-1 6-7(2) 6-4,3,R32,105.0,7.0,4.0,86.0,57.0,41.0,18.0,14.0,2.0,2.0,7.0,7.0,91.0,59.0,41.0,15.0,15.0,7.0,11.0
33,3,Doha,Qatar Exxon Mobil Open,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Yuksel A.,55,507.0,848,73.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.05,10.0,1.06,6.25,1.1,7.0,1.06,11.37,1.1,11.37,1.07,8.57,2017-0451,Doha,Hard,32,A,2017-01-02,280,106210,,,Vesely J.,L,,CZE,23.4825462012,55.0,848.0,105551,,WC,Yuksel A.,L,,TUR,26.6255989049,507.0,73.0,6-2 6-3,3,R32,65.0,13.0,2.0,41.0,29.0,27.0,9.0,9.0,0.0,0.0,1.0,1.0,65.0,40.0,25.0,11.0,8.0,6.0,9.0
34,3,Doha,Qatar Exxon Mobil Open,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Almagro N.,Lorenzi P.,44,40.0,1013,1090.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.66,2.1,1.62,2.05,1.8,2.0,1.67,2.33,1.8,2.33,1.68,2.14,2017-0451,Doha,Hard,32,A,2017-01-02,283,104597,,,Almagro N.,R,183.0,ESP,31.3675564682,44.0,1013.0,103893,,,Lorenzi P.,R,183.0,ITA,35.0499657769,40.0,1090.0,7-6(2) 4-6 6-3,3,R32,148.0,13.0,2.0,104.0,55.0,39.0,26.0,16.0,3.0,6.0,5.0,3.0,90.0,57.0,38.0,18.0,15.0,4.0,7.0
35,3,Doha,Qatar Exxon Mobil Open,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Zeballos H.,Mayer F.,71,50.0,722,903.0,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,2.37,1.53,2.3,1.5,2.25,1.62,2.62,1.54,2.62,1.62,2.47,1.53,2017-0451,Doha,Hard,32,A,2017-01-02,271,104547,,,Zeballos H.,L,188.0,ARG,31.6851471595,71.0,722.0,104252,,,Mayer F.,R,190.0,GER,33.2457221081,50.0,903.0,6-7(3) 6-4 7-6(9),3,R32,157.0,9.0,4.0,117.0,71.0,55.0,27.0,17.0,3.0,4.0,14.0,3.0,120.0,71.0,57.0,23.0,17.0,6.0,8.0
36,3,Doha,Qatar Exxon Mobil Open,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Haase R.,11,59.0,2750,795.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.14,4.4,1.14,5.0,1.16,6.02,1.17,6.02,1.15,5.32,2017-0451,Doha,Hard,32,A,2017-01-02,274,105676,4.0,,Goffin D.,R,163.0,BEL,26.0725530459,11.0,2750.0,104898,,,Haase R.,R,190.0,NED,29.7440109514,59.0,795.0,7-6(4) 6-2,3,R32,89.0,6.0,0.0,72.0,44.0,31.0,17.0,10.0,10.0,12.0,7.0,1.0,62.0,34.0,23.0,12.0,10.0,1.0,5.0
