,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
37,3,Doha,Qatar Exxon Mobil Open,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Stepanek R.,Baghdatis M.,107,36.0,558,1140.0,6.0,4.0,5.0,3.0,,,,,,,1.0,0.0,Retired,2.2,1.61,2.1,1.58,2.2,1.62,2.28,1.69,2.35,1.73,2.18,1.65,2017-0451,Doha,Hard,32,A,2017-01-02,273,103285,,Q,Stepanek R.,R,185.0,CZE,38.0999315537,107.0,558.0,104571,8.0,,Baghdatis M.,R,183.0,CYP,31.5455167693,36.0,1140.0,6-4 5-3 RET,3,R32,114.0,2.0,7.0,88.0,38.0,24.0,26.0,9.0,12.0,14.0,2.0,1.0,66.0,39.0,23.0,12.0,9.0,5.0,9.0
38,3,Doha,Qatar Exxon Mobil Open,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,De Greef A.,Safwat M.,134,199.0,456,278.0,6.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,2.25,1.57,2.2,1.52,2.2,1.62,2.46,1.61,2.49,1.62,2.35,1.56,2017-0451,Doha,Hard,32,A,2017-01-02,272,105963,,WC,De Greef A.,R,,BEL,24.7693360712,134.0,456.0,105633,,Q,Safwat M.,R,183.0,EGY,26.288843258,199.0,278.0,6-7(8) 7-5 6-4,3,R32,143.0,6.0,2.0,112.0,66.0,47.0,28.0,17.0,7.0,8.0,14.0,1.0,100.0,61.0,44.0,25.0,17.0,3.0,6.0
39,3,Doha,Qatar Exxon Mobil Open,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Pospisil V.,42,133.0,1035,456.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.68,1.95,1.8,2.0,1.89,2.0,1.89,2.05,1.8,1.98,2017-0451,Doha,Hard,32,A,2017-01-02,275,104269,,,Verdasco F.,L,188.0,ESP,33.1334702259,42.0,1035.0,105577,,Q,Pospisil V.,R,193.0,CAN,26.5297741273,133.0,456.0,7-5 6-0,3,R32,75.0,0.0,1.0,52.0,36.0,25.0,11.0,9.0,0.0,1.0,5.0,1.0,55.0,29.0,19.0,8.0,9.0,3.0,8.0
40,3,Doha,Qatar Exxon Mobil Open,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Jaziri M.,32,58.0,1325,814.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.35,2.65,1.4,2.75,1.45,2.94,1.45,3.1,1.39,2.9,2017-0451,Doha,Hard,32,A,2017-01-03,282,104259,7.0,,Kohlschreiber P.,R,178.0,GER,33.2156057495,32.0,1325.0,104291,,,Jaziri M.,R,185.0,TUN,32.9527720739,58.0,814.0,6-2 7-6(3),3,R32,102.0,4.0,3.0,73.0,44.0,33.0,14.0,10.0,3.0,4.0,6.0,4.0,79.0,49.0,30.0,13.0,10.0,9.0,12.0
41,3,Doha,Qatar Exxon Mobil Open,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Karlovic I.,Marchenko I.,20,74.0,1795,705.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.6,1.44,2.75,1.44,3.0,1.45,3.05,1.41,2.82,2017-0451,Doha,Hard,32,A,2017-01-03,277,103333,6.0,,Karlovic I.,R,208.0,CRO,37.8453114305,20.0,1795.0,105011,,,Marchenko I.,R,185.0,UKR,29.3196440794,74.0,705.0,7-6(5) 7-6(0),3,R32,95.0,13.0,4.0,73.0,50.0,43.0,13.0,12.0,1.0,1.0,2.0,1.0,69.0,52.0,40.0,10.0,12.0,0.0,0.0
42,3,Doha,Qatar Exxon Mobil Open,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Murray A.,Chardy J.,1,69.0,12410,725.0,6.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.04,13.0,1.02,7.5,1.03,13.0,1.03,16.29,1.05,16.29,1.04,11.77,2017-0451,Doha,Hard,32,A,2017-01-03,285,104918,1.0,,Murray A.,R,190.0,GBR,29.6372347707,1.0,12410.0,104871,,,Chardy J.,R,188.0,FRA,29.8891170431,69.0,725.0,6-0 7-6(2),3,R32,81.0,6.0,1.0,55.0,40.0,34.0,8.0,9.0,0.0,1.0,3.0,7.0,66.0,41.0,26.0,7.0,9.0,3.0,7.0
43,3,Doha,Qatar Exxon Mobil Open,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Berdych T.,Giannessi A.,10,128.0,3060,475.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.07,6.0,1.06,9.0,1.08,9.69,1.1,9.69,1.07,8.1,2017-0451,Doha,Hard,32,A,2017-01-03,281,104607,3.0,,Berdych T.,R,196.0,CZE,31.2936344969,10.0,3060.0,105561,,Q,Giannessi A.,L,183.0,ITA,26.5954825462,128.0,475.0,7-6(1) 6-2,3,R32,86.0,5.0,2.0,54.0,31.0,26.0,18.0,10.0,0.0,0.0,6.0,2.0,71.0,42.0,30.0,14.0,10.0,2.0,4.0
44,3,Doha,Qatar Exxon Mobil Open,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Almagro N.,Kohlschreiber P.,44,32.0,1013,1325.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.4,1.45,2.5,1.5,2.54,1.58,2.54,1.61,2.43,1.54,2017-0451,Doha,Hard,32,A,2017-01-04,292,104597,,,Almagro N.,R,183.0,ESP,31.3675564682,44.0,1013.0,104259,7.0,,Kohlschreiber P.,R,178.0,GER,33.2156057495,32.0,1325.0,7-6(5) 7-6(6),3,R16,105.0,11.0,1.0,78.0,44.0,32.0,21.0,12.0,0.0,2.0,8.0,1.0,80.0,49.0,38.0,15.0,12.0,0.0,2.0
45,3,Doha,Qatar Exxon Mobil Open,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Verdasco F.,Goffin D.,42,11.0,1035,2750.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.25,1.33,3.0,1.3,3.0,1.36,3.56,1.34,3.6,1.38,3.25,1.33,2017-0451,Doha,Hard,32,A,2017-01-04,288,104269,,,Verdasco F.,L,188.0,ESP,33.1334702259,42.0,1035.0,105676,4.0,,Goffin D.,R,163.0,BEL,26.0725530459,11.0,2750.0,6-1 7-6(6),3,R16,101.0,6.0,2.0,87.0,56.0,39.0,12.0,10.0,12.0,14.0,2.0,0.0,68.0,41.0,25.0,12.0,9.0,3.0,7.0
46,3,Doha,Qatar Exxon Mobil Open,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Stepanek R.,De Greef A.,107,134.0,558,456.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.3,1.25,3.75,1.26,4.34,1.26,4.34,1.24,3.99,2017-0451,Doha,Hard,32,A,2017-01-04,287,103285,,Q,Stepanek R.,R,185.0,CZE,38.0999315537,107.0,558.0,105963,,WC,De Greef A.,R,,BEL,24.7693360712,134.0,456.0,6-3 6-2,3,R16,79.0,0.0,2.0,58.0,31.0,23.0,13.0,9.0,4.0,5.0,5.0,4.0,59.0,38.0,21.0,8.0,8.0,5.0,9.0
47,3,Doha,Qatar Exxon Mobil Open,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Vesely J.,10,55.0,3060,848.0,7.0,6.0,1.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.28,3.5,1.25,3.3,1.29,3.75,1.34,3.56,1.36,3.9,1.3,3.44,2017-0451,Doha,Hard,32,A,2017-01-04,291,104607,3.0,,Berdych T.,R,196.0,CZE,31.2936344969,10.0,3060.0,106210,,,Vesely J.,L,,CZE,23.4825462012,55.0,848.0,7-6(5) 1-6 6-1,3,R16,105.0,13.0,3.0,79.0,47.0,39.0,14.0,13.0,2.0,4.0,9.0,2.0,84.0,55.0,36.0,16.0,13.0,0.0,2.0
48,3,Doha,Qatar Exxon Mobil Open,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Zeballos H.,2,71.0,11780,722.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.02,19.0,1.0,10.0,1.02,15.0,1.02,22.73,1.02,26.0,1.02,16.32,2017-0451,Doha,Hard,32,A,2017-01-04,286,104925,2.0,,Djokovic N.,R,188.0,SRB,29.6180698152,2.0,11780.0,104547,,,Zeballos H.,L,188.0,ARG,31.6851471595,71.0,722.0,6-3 6-4,3,R16,71.0,4.0,1.0,47.0,33.0,29.0,11.0,10.0,0.0,0.0,4.0,2.0,54.0,34.0,22.0,11.0,9.0,0.0,2.0
49,3,Doha,Qatar Exxon Mobil Open,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Murray A.,Melzer G.,1,68.0,12410,728.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.005,26.0,1.01,8.75,1.02,15.0,1.02,22.73,1.02,28.5,1.01,17.24,2017-0451,Doha,Hard,32,A,2017-01-04,293,104918,1.0,,Murray A.,R,190.0,GBR,29.6372347707,1.0,12410.0,105589,,,Melzer G.,L,,AUT,26.4750171116,68.0,728.0,7-6(6) 7-5,3,R16,143.0,10.0,0.0,76.0,46.0,36.0,13.0,12.0,3.0,6.0,2.0,3.0,105.0,74.0,45.0,12.0,12.0,10.0,14.0
50,3,Doha,Qatar Exxon Mobil Open,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Karlovic I.,Khachanov K.,20,53.0,1795,863.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.48,2.3,1.67,2.2,1.65,2.38,1.69,2.38,1.62,2.25,2017-0451,Doha,Hard,32,A,2017-01-04,289,103333,6.0,,Karlovic I.,R,208.0,CRO,37.8453114305,20.0,1795.0,111575,,,Khachanov K.,R,,RUS,20.6187542779,53.0,863.0,7-6(3) 7-6(3),3,R16,89.0,16.0,4.0,73.0,45.0,42.0,17.0,12.0,3.0,3.0,13.0,4.0,70.0,42.0,34.0,19.0,12.0,0.0,0.0
51,3,Doha,Qatar Exxon Mobil Open,2017-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Verdasco F.,Karlovic I.,42,20.0,1035,1795.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.68,1.95,1.8,2.0,1.82,2.13,1.91,2.16,1.77,2.02,2017-0451,Doha,Hard,32,A,2017-01-05,295,104269,,,Verdasco F.,L,188.0,ESP,33.1334702259,42.0,1035.0,103333,6.0,,Karlovic I.,R,208.0,CRO,37.8453114305,20.0,1795.0,6-2 7-5,3,QF,83.0,2.0,1.0,58.0,48.0,34.0,7.0,10.0,1.0,1.0,13.0,4.0,67.0,42.0,31.0,8.0,10.0,9.0,12.0
52,3,Doha,Qatar Exxon Mobil Open,2017-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Stepanek R.,2,107.0,11780,558.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.02,17.0,1.01,8.5,,21.0,1.03,19.28,1.03,24.75,1.02,15.26,2017-0451,Doha,Hard,32,A,2017-01-05,294,104925,2.0,,Djokovic N.,R,188.0,SRB,29.6180698152,2.0,11780.0,103285,,Q,Stepanek R.,R,185.0,CZE,38.0999315537,107.0,558.0,6-3 6-3,3,QF,91.0,3.0,3.0,56.0,35.0,26.0,12.0,9.0,3.0,4.0,2.0,5.0,61.0,33.0,25.0,6.0,9.0,2.0,6.0
53,3,Doha,Qatar Exxon Mobil Open,2017-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Murray A.,Almagro N.,1,44.0,12410,1013.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.05,11.0,1.05,6.5,1.05,10.0,1.05,14.88,1.07,14.88,1.05,10.56,2017-0451,Doha,Hard,32,A,2017-01-05,297,104918,1.0,,Murray A.,R,190.0,GBR,29.6372347707,1.0,12410.0,104597,,,Almagro N.,R,183.0,ESP,31.3675564682,44.0,1013.0,7-6(4) 7-5,3,QF,129.0,5.0,3.0,79.0,51.0,34.0,17.0,12.0,3.0,5.0,4.0,4.0,89.0,44.0,30.0,21.0,12.0,9.0,12.0
54,4,Auckland,ASB Classic,2017-01-08,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,Robert S.,33,53.0,1320,854.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.33,2.75,1.36,3.25,1.34,3.5,1.36,3.6,1.33,3.24,2017-0301,Auckland,Hard,32,A,2017-01-08,273,105449,7.0,,Johnson S.,R,188.0,USA,27.0444900753,33.0,1320.0,103565,,,Robert S.,R,185.0,FRA,36.6488706366,53.0,854.0,6-4 6-3,3,R32,85.0,11.0,3.0,60.0,31.0,28.0,13.0,10.0,1.0,2.0,2.0,6.0,69.0,33.0,26.0,12.0,9.0,4.0,7.0
55,4,Auckland,ASB Classic,2017-01-09,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Tearney F.,58,447.0,795,90.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.09,5.25,1.14,5.5,1.17,5.75,1.17,6.0,1.14,5.5,2017-0301,Auckland,Hard,32,A,2017-01-09,280,104898,,,Haase R.,R,190.0,NED,29.7631759069,58.0,795.0,110686,,Q,Tearney F.,R,,NZL,26.2861054073,447.0,90.0,6-4 7-5,3,R32,80.0,13.0,3.0,69.0,33.0,26.0,17.0,11.0,6.0,8.0,3.0,3.0,66.0,39.0,23.0,14.0,11.0,4.0,8.0
56,4,Auckland,ASB Classic,2017-01-09,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Zeballos H.,54,69.0,848,725.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.38,2.6,1.44,2.62,1.43,3.05,1.47,3.05,1.41,2.82,2017-0301,Auckland,Hard,32,A,2017-01-09,284,106210,,,Vesely J.,L,,CZE,23.5017111567,54.0,848.0,104547,,,Zeballos H.,L,188.0,ARG,31.704312115,69.0,725.0,6-4 6-3,3,R32,82.0,10.0,6.0,64.0,45.0,34.0,8.0,9.0,5.0,5.0,5.0,2.0,52.0,28.0,18.0,15.0,10.0,2.0,5.0
57,4,Auckland,ASB Classic,2017-01-09,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,Venus M.,28,1035.0,1410,10.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.05,11.0,1.03,7.0,1.04,11.0,1.05,13.04,1.07,13.37,1.04,10.72,2017-0301,Auckland,Hard,32,A,2017-01-09,277,103852,6.0,,Lopez F.,L,188.0,ESP,35.3045859001,28.0,1410.0,105030,,WC,Venus M.,R,,NZL,29.234770705,1035.0,10.0,3-6 6-4 6-3,3,R32,107.0,11.0,4.0,87.0,47.0,41.0,17.0,14.0,6.0,7.0,8.0,3.0,92.0,55.0,40.0,18.0,14.0,5.0,7.0
58,4,Auckland,ASB Classic,2017-01-09,ATP250,Outdoor,Hard,1st Round,3,Brown D.,Mmoh M.,70,195.0,718,285.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.9,1.8,1.82,1.82,1.91,1.91,2.07,1.83,2.07,2.0,1.89,1.89,2017-0301,Auckland,Hard,32,A,2017-01-09,283,104460,,WC,Brown D.,R,196.0,GER,32.0876112252,70.0,718.0,111581,,Q,Mmoh M.,R,,USA,18.9979466119,195.0,285.0,7-6(4) 3-6 6-4,3,R32,116.0,12.0,3.0,114.0,70.0,47.0,28.0,16.0,10.0,13.0,11.0,2.0,90.0,57.0,44.0,20.0,15.0,5.0,7.0
59,4,Auckland,ASB Classic,2017-01-09,ATP250,Outdoor,Hard,1st Round,3,Klein B.,Bagnis F.,324,55.0,148,817.0,6.0,1.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.72,1.95,1.68,2.1,1.73,2.06,1.84,2.1,1.85,2.02,1.76,2017-0301,Auckland,Hard,32,A,2017-01-09,279,105454,,Q,Klein B.,R,183.0,AUS,27.0253251198,324.0,148.0,105487,,,Bagnis F.,L,,ARG,26.8665297741,55.0,817.0,6-1 6-7(6) 7-6(3),3,R32,135.0,14.0,3.0,101.0,63.0,54.0,18.0,15.0,2.0,3.0,6.0,9.0,104.0,70.0,47.0,17.0,16.0,3.0,7.0
60,4,Auckland,ASB Classic,2017-01-10,ATP250,Outdoor,Hard,1st Round,3,Baghdatis M.,Mannarino A.,36,60.0,1140,781.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.1,1.55,2.38,1.57,2.26,1.7,2.38,1.7,2.22,1.64,2017-0301,Auckland,Hard,32,A,2017-01-10,282,104571,8.0,,Baghdatis M.,R,183.0,CYP,31.5646817248,36.0,1140.0,105173,,,Mannarino A.,L,183.0,FRA,28.5311430527,60.0,781.0,6-4 6-4,3,R32,96.0,7.0,1.0,68.0,29.0,23.0,21.0,10.0,2.0,3.0,3.0,1.0,65.0,40.0,22.0,15.0,10.0,4.0,7.0
61,4,Auckland,ASB Classic,2017-01-10,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Sitak A.,71,,705,,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.05,11.0,1.03,7.25,1.05,10.0,1.09,8.95,1.09,11.0,1.06,8.96,2017-0301,Auckland,Hard,32,A,2017-01-10,276,104871,,,Chardy J.,R,188.0,FRA,29.9082819986,71.0,705.0,104677,,WC,Sitak A.,R,,NZL,30.9185489391,,,6-4 6-2,3,R32,61.0,1.0,1.0,46.0,27.0,21.0,16.0,9.0,0.0,0.0,4.0,2.0,56.0,31.0,23.0,11.0,9.0,3.0,6.0
62,4,Auckland,ASB Classic,2017-01-10,ATP250,Outdoor,Hard,2nd Round,3,Haase R.,Ferrer D.,58,21.0,795,1785.0,2.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,4.33,1.2,3.5,1.22,4.0,1.25,4.65,1.24,4.65,1.28,4.12,1.23,2017-0301,Auckland,Hard,32,A,2017-01-10,291,104898,,,Haase R.,R,190.0,NED,29.7631759069,58.0,795.0,103970,3.0,,Ferrer D.,R,175.0,ESP,34.7734428474,21.0,1785.0,2-6 6-4 7-6(4),3,R16,120.0,11.0,2.0,104.0,66.0,48.0,21.0,15.0,6.0,9.0,4.0,2.0,98.0,72.0,52.0,13.0,15.0,5.0,7.0
63,4,Auckland,ASB Classic,2017-01-11,ATP250,Outdoor,Hard,2nd Round,3,Sousa J.,Klein B.,44,324.0,1030,148.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.25,3.1,1.29,3.75,1.27,4.18,1.3,4.18,1.26,3.74,2017-0301,Auckland,Hard,32,A,2017-01-11,290,105311,,,Sousa J.,R,,POR,27.780971937,44.0,1030.0,105454,,Q,Klein B.,R,183.0,AUS,27.0253251198,324.0,148.0,6-3 6-4,3,R16,73.0,3.0,3.0,58.0,33.0,25.0,13.0,10.0,0.0,2.0,5.0,6.0,51.0,27.0,19.0,7.0,9.0,1.0,5.0
64,4,Auckland,ASB Classic,2017-01-11,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Jaziri M.,19,56.0,1850,814.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.16,4.5,1.2,3.7,1.18,4.5,1.22,4.85,1.25,4.85,1.21,4.29,2017-0301,Auckland,Hard,32,A,2017-01-11,286,104545,2.0,,Isner J.,R,206.0,USA,31.7070499658,19.0,1850.0,104291,,,Jaziri M.,R,185.0,TUN,32.9719370294,56.0,814.0,6-3 3-6 7-6(6),3,R16,117.0,22.0,0.0,87.0,68.0,55.0,13.0,15.0,4.0,5.0,15.0,6.0,95.0,54.0,44.0,24.0,15.0,3.0,4.0
65,4,Auckland,ASB Classic,2017-01-11,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Brown D.,36,70.0,1140,718.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,2.75,1.4,2.5,1.44,2.62,1.52,2.73,1.54,2.8,1.48,2.65,2017-0301,Auckland,Hard,32,A,2017-01-11,292,104571,8.0,,Baghdatis M.,R,183.0,CYP,31.5646817248,36.0,1140.0,104460,,WC,Brown D.,R,196.0,GER,32.0876112252,70.0,718.0,4-6 7-6(4) 6-4,3,R16,125.0,12.0,5.0,109.0,62.0,48.0,25.0,16.0,8.0,10.0,6.0,6.0,115.0,72.0,52.0,22.0,16.0,8.0,10.0
66,4,Auckland,ASB Classic,2017-01-11,ATP250,Outdoor,Hard,2nd Round,3,Chardy J.,Lopez F.,71,28.0,705,1410.0,,,,,,,,,,,,,Walkover,2.2,1.61,2.1,1.55,2.1,1.73,2.12,1.81,2.3,1.81,2.13,1.7,2017-0301,Auckland,Hard,32,A,2017-01-11,289,104871,,,Chardy J.,R,188.0,FRA,29.9082819986,71.0,705.0,103852,6.0,,Lopez F.,L,188.0,ESP,35.3045859001,28.0,1410.0,W/O,3,R16,0.0,,,,,,,,,,,,,,,,,,
67,4,Auckland,ASB Classic,2017-01-11,ATP250,Outdoor,Hard,2nd Round,3,Sock J.,Harrison R.,23,89.0,1710,632.0,7.0,6.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.4,2.75,1.38,2.65,1.4,2.75,1.45,2.97,1.45,3.38,1.4,2.86,2017-0301,Auckland,Hard,32,A,2017-01-11,288,106058,4.0,,Sock J.,R,185.0,USA,24.2929500342,23.0,1710.0,105992,,Q,Harrison R.,R,183.0,USA,24.6762491444,89.0,632.0,7-6(5) 4-6 6-1,3,R16,125.0,11.0,6.0,105.0,61.0,42.0,25.0,15.0,4.0,7.0,17.0,1.0,87.0,61.0,47.0,8.0,14.0,2.0,6.0
68,4,Auckland,ASB Classic,2017-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Sousa J.,Haase R.,44,58.0,1030,795.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.58,2.1,1.62,2.25,1.7,2.31,1.73,2.37,1.64,2.24,2017-0301,Auckland,Hard,32,A,2017-01-11,296,105311,,,Sousa J.,R,,POR,27.780971937,44.0,1030.0,104898,,,Haase R.,R,190.0,NED,29.7631759069,58.0,795.0,6-3 6-2,3,QF,57.0,1.0,0.0,53.0,32.0,26.0,13.0,9.0,2.0,2.0,5.0,2.0,45.0,29.0,19.0,7.0,8.0,3.0,6.0
69,4,Auckland,ASB Classic,2017-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Johnson S.,Isner J.,33,19.0,1320,1850.0,6.0,3.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.25,1.57,2.2,1.55,2.2,1.62,2.47,1.63,2.5,1.65,2.3,1.61,2017-0301,Auckland,Hard,32,A,2017-01-12,294,105449,7.0,,Johnson S.,R,188.0,USA,27.0444900753,33.0,1320.0,104545,2.0,,Isner J.,R,206.0,USA,31.7070499658,19.0,1850.0,6-3 5-7 7-6(3),3,QF,134.0,12.0,2.0,94.0,60.0,51.0,22.0,17.0,1.0,2.0,19.0,4.0,105.0,78.0,59.0,15.0,16.0,9.0,10.0
70,4,Auckland,ASB Classic,2017-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Baghdatis M.,Vesely J.,36,54.0,1140,848.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.62,2.05,1.67,2.1,1.8,2.15,1.8,2.2,1.7,2.13,2017-0301,Auckland,Hard,32,A,2017-01-12,297,104571,8.0,,Baghdatis M.,R,183.0,CYP,31.5646817248,36.0,1140.0,106210,,,Vesely J.,L,,CZE,23.5017111567,54.0,848.0,6-2 6-4,3,QF,70.0,12.0,1.0,45.0,27.0,24.0,12.0,9.0,0.0,0.0,5.0,1.0,59.0,40.0,23.0,9.0,9.0,4.0,7.0
71,4,Auckland,ASB Classic,2017-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Sock J.,Chardy J.,23,71.0,1710,705.0,5.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.33,3.25,1.28,3.0,1.4,3.0,1.45,3.04,1.46,3.25,1.37,3.04,2017-0301,Auckland,Hard,32,A,2017-01-12,295,106058,4.0,,Sock J.,R,185.0,USA,24.2929500342,23.0,1710.0,104871,,,Chardy J.,R,188.0,FRA,29.9082819986,71.0,705.0,5-7 6-4 6-3,3,QF,129.0,12.0,2.0,87.0,57.0,43.0,18.0,15.0,2.0,4.0,14.0,7.0,131.0,86.0,54.0,23.0,16.0,21.0,25.0
72,5,Sydney,Apia International,2017-01-08,ATP250,Outdoor,Hard,1st Round,3,Mahut N.,Bellucci T.,38,62.0,1122,771.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.62,2.05,1.67,2.2,1.68,2.31,1.71,2.31,1.65,2.19,2017-M001,Sydney,Hard,32,A,2017-01-08,273,103917,,,Mahut N.,R,190.0,FRA,34.9678302533,38.0,1122.0,105064,,,Bellucci T.,L,188.0,BRA,29.029431896,62.0,771.0,6-2 7-6(2),3,R32,80.0,6.0,2.0,58.0,39.0,31.0,13.0,10.0,2.0,3.0,2.0,3.0,57.0,33.0,20.0,13.0,10.0,2.0,5.0
73,5,Sydney,Apia International,2017-01-09,ATP250,Outdoor,Hard,1st Round,3,Barton M.,Edmund K.,198,45.0,282,989.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.5,1.28,3.5,1.22,3.75,1.29,3.75,1.31,4.0,1.34,3.57,1.28,2017-M001,Sydney,Hard,32,A,2017-01-09,274,105881,,Q,Barton M.,R,,AUS,25.0622861054,198.0,282.0,106378,,,Edmund K.,R,,GBR,22.0041067762,45.0,989.0,7-6(3) 7-6(5),3,R32,103.0,17.0,4.0,78.0,48.0,39.0,17.0,12.0,2.0,2.0,11.0,4.0,82.0,45.0,38.0,17.0,12.0,2.0,2.0
74,5,Sydney,Apia International,2017-01-09,ATP250,Outdoor,Hard,1st Round,3,Evans D.,Monteiro T.,67,83.0,736,660.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.36,3.0,1.38,2.6,1.4,3.0,1.5,2.77,1.5,3.0,1.43,2.78,2017-M001,Sydney,Hard,32,A,2017-01-09,285,105554,,,Evans D.,R,175.0,GBR,26.6338124572,67.0,736.0,106329,,Q,Monteiro T.,L,,BRA,22.6119096509,83.0,660.0,6-3 4-6 6-3,3,R32,102.0,3.0,3.0,80.0,45.0,30.0,19.0,14.0,1.0,5.0,6.0,1.0,79.0,62.0,39.0,6.0,14.0,3.0,9.0
