,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
11,1,Brisbane,Brisbane International,2014-01-01,ATP250,Outdoor,Hard,2nd Round,3,Matosevic M.,Querrey S.,61,46.0,774,960.0,5.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.61,2.2,1.65,2.1,1.67,2.35,1.67,2.2,1.67,2.35,1.72,2.2,1.64,2014-339,Brisbane,Hard,28,A,2014-01-01,14,104594,,,Matosevic M.,R,194.0,AUS,28.3942505133,61.0,774.0,105023,,,Querrey S.,R,198.0,USA,26.2313483915,46.0,960.0,5-7 7-6(3) 6-4,3,R16,139.0,4.0,3.0,112.0,64.0,46.0,26.0,17.0,9.0,12.0,19.0,2.0,101.0,59.0,45.0,23.0,17.0,3.0,6.0
12,1,Brisbane,Brisbane International,2014-01-01,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Dimitrov G.,37,23.0,1130,1520.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.35,1.58,2.25,1.57,2.37,1.66,2.25,1.62,2.56,1.67,2.29,1.6,2014-339,Brisbane,Hard,28,A,2014-01-01,19,105227,,,Cilic M.,R,198.0,CRO,25.2539356605,37.0,1130.0,105777,5.0,,Dimitrov G.,R,188.0,BUL,22.6255989049,23.0,1520.0,7-5 7-5,3,R16,96.0,16.0,4.0,77.0,47.0,40.0,16.0,12.0,5.0,5.0,8.0,1.0,72.0,42.0,32.0,16.0,12.0,4.0,6.0
13,1,Brisbane,Brisbane International,2014-01-01,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Ebden M.,17,68.0,1915,706.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.38,3.0,1.29,3.5,1.4,3.21,1.33,3.25,1.44,3.5,1.37,3.02,2014-339,Brisbane,Hard,28,A,2014-01-01,20,105453,2.0,,Nishikori K.,R,178.0,JPN,24.0027378508,17.0,1915.0,105051,,,Ebden M.,R,188.0,AUS,26.0944558522,68.0,706.0,6-2 6-4,3,R16,62.0,1.0,1.0,48.0,27.0,22.0,15.0,9.0,0.0,0.0,3.0,2.0,47.0,26.0,19.0,10.0,9.0,3.0,6.0
14,1,Brisbane,Brisbane International,2014-01-01,ATP250,Outdoor,Hard,2nd Round,3,Federer R.,Nieminen J.,6,39.0,4205,1090.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.1,6.5,1.12,5.75,1.12,5.5,1.14,6.7,1.13,6.0,1.15,6.7,1.13,5.77,2014-339,Brisbane,Hard,28,A,2014-01-01,13,103819,1.0,,Federer R.,R,185.0,SUI,32.3942505133,6.0,4205.0,103813,,,Nieminen J.,L,185.0,FIN,32.4380561259,39.0,1090.0,6-4 6-2,3,R16,68.0,9.0,0.0,56.0,34.0,27.0,14.0,9.0,4.0,4.0,1.0,4.0,63.0,35.0,21.0,14.0,9.0,1.0,4.0
15,2,Chennai,Chennai Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Nedunchezhiyan J.,85,314.0,616,141.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.12,5.75,1.11,6.0,1.14,6.5,1.13,5.5,1.17,6.5,1.13,5.75,2014-891,Chennai,Hard,28,A,2013-12-30,11,106210,,,Vesely J.,L,,CZE,20.4736481862,85.0,616.0,105233,,WC,Nedunchezhiyan J.,L,,IND,25.1937029432,314.0,141.0,7-5 6-2,3,R32,83.0,5.0,6.0,57.0,32.0,24.0,14.0,10.0,2.0,4.0,0.0,3.0,58.0,35.0,16.0,13.0,10.0,1.0,6.0
16,2,Chennai,Chennai Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Sela D.,Lacko L.,73,81.0,681,625.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.85,1.9,1.83,1.83,1.93,1.96,1.73,2.0,1.93,2.2,1.83,1.92,2014-891,Chennai,Hard,28,A,2013-12-30,12,104534,,,Sela D.,R,175.0,ISR,28.7392197125,73.0,681.0,105041,,,Lacko L.,R,185.0,SVK,26.1574264203,81.0,625.0,6-4 6-2,3,R32,87.0,2.0,1.0,67.0,42.0,29.0,14.0,9.0,5.0,6.0,4.0,6.0,77.0,46.0,26.0,15.0,9.0,6.0,10.0
17,2,Chennai,Chennai Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Pospisil V.,Edmund K.,32,376.0,1219,110.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.12,5.75,1.1,6.5,1.17,5.75,1.1,6.0,1.17,7.6,1.12,6.03,2014-891,Chennai,Hard,28,A,2013-12-30,6,105577,5.0,,Pospisil V.,R,193.0,CAN,23.5208761123,32.0,1219.0,106378,,WC,Edmund K.,R,,GBR,18.9760438056,376.0,110.0,6-3 7-5,3,R32,81.0,4.0,3.0,63.0,40.0,32.0,15.0,11.0,4.0,4.0,3.0,2.0,61.0,47.0,34.0,4.0,10.0,4.0,6.0
18,2,Chennai,Chennai Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Laaksonen H.,95,244.0,573,191.0,6.0,3.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.83,1.83,1.85,1.9,1.67,2.1,1.87,2.02,1.83,1.83,1.94,2.1,1.84,1.91,2014-891,Chennai,Hard,28,A,2013-12-31,2,105379,,,Bedene A.,R,181.0,SLO,24.4517453799,95.0,573.0,105967,,Q,Laaksonen H.,R,,SUI,21.749486653,244.0,191.0,6-3 5-7 7-6(0),3,R32,149.0,8.0,3.0,111.0,66.0,50.0,27.0,17.0,6.0,7.0,4.0,8.0,107.0,60.0,48.0,20.0,16.0,5.0,6.0
19,2,Chennai,Chennai Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Ramanathan R.,Devvarman S.,526,90.0,65,599.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,5.0,1.14,4.75,1.17,5.0,1.14,5.0,1.21,4.5,1.17,6.0,1.21,4.88,1.16,2014-891,Chennai,Hard,28,A,2013-12-31,8,106368,,Q,Ramanathan R.,R,,IND,19.1430527036,526.0,65.0,104500,,,Devvarman S.,R,180.0,IND,28.8761122519,90.0,599.0,4-6 6-3 6-4,3,R32,142.0,6.0,8.0,114.0,59.0,41.0,26.0,15.0,5.0,8.0,2.0,1.0,88.0,57.0,37.0,15.0,14.0,5.0,9.0
20,2,Chennai,Chennai Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Becker B.,Reister J.,79,86.0,637,612.0,6.0,4.0,2.0,1.0,,,,,,,1.0,0.0,Retired,1.44,2.62,1.45,2.7,1.44,2.62,1.46,2.9,1.44,2.63,1.51,2.95,1.44,2.73,2014-891,Chennai,Hard,28,A,2013-12-31,1,103794,,,Becker B.,R,178.0,GER,32.5393566051,79.0,637.0,104714,,,Reister J.,R,188.0,GER,27.7453798768,86.0,612.0,6-4 2-1 RET,3,R32,50.0,4.0,2.0,29.0,17.0,13.0,8.0,6.0,0.0,1.0,1.0,2.0,46.0,28.0,15.0,9.0,7.0,2.0,5.0
21,2,Chennai,Chennai Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Granollers M.,Albot R.,222,169.0,215,311.0,6.0,4.0,3.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.28,3.5,1.3,3.4,1.29,3.5,1.37,3.34,1.29,3.25,1.37,4.7,1.31,3.36,2014-891,Chennai,Hard,28,A,2013-12-31,7,104719,6.0,,Granollers M.,R,190.0,ESP,27.7180013689,38.0,1110.0,105430,,Q,Albot R.,U,,MDA,24.1341546886,169.0,311.0,6-4 3-6 6-0,3,R32,140.0,1.0,2.0,69.0,36.0,28.0,17.0,12.0,0.0,2.0,2.0,4.0,105.0,56.0,30.0,26.0,13.0,14.0,19.0
22,2,Chennai,Chennai Open,2014-01-01,ATP250,Outdoor,Hard,2nd Round,3,Sela D.,Youzhny M.,73,15.0,681,2145.0,3.0,1.0,,,,,,,,,0.0,0.0,Retired,3.0,1.36,3.1,1.35,3.25,1.33,3.05,1.43,3.25,1.33,3.4,1.43,3.07,1.35,2014-891,Chennai,Hard,28,A,2014-01-01,20,104534,,,Sela D.,R,175.0,ISR,28.7392197125,73.0,681.0,104022,2.0,,Youzhny M.,R,183.0,RUS,31.5154004107,15.0,2145.0,3-1 RET,3,R16,24.0,0.0,1.0,14.0,8.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,22.0,14.0,6.0,3.0,2.0,4.0,6.0
23,2,Chennai,Chennai Open,2014-01-01,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Becker B.,8,79.0,3730,637.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.2,4.3,1.2,4.33,1.19,5.33,1.2,4.5,1.23,5.4,1.19,4.54,2014-891,Chennai,Hard,28,A,2014-01-01,13,104527,1.0,,Wawrinka S.,R,183.0,SUI,28.758384668,8.0,3730.0,103794,,,Becker B.,R,178.0,GER,32.5393566051,79.0,637.0,6-3 6-1,3,R16,55.0,4.0,3.0,46.0,29.0,25.0,10.0,8.0,4.0,4.0,2.0,3.0,51.0,26.0,14.0,11.0,8.0,4.0,8.0
24,2,Chennai,Chennai Open,2014-01-01,ATP250,Outdoor,Hard,2nd Round,3,Bedene A.,Kudryavtsev A.,95,270.0,573,170.0,1.0,6.0,3.0,0.0,,,,,,,0.0,1.0,Retired,1.5,2.5,1.52,2.45,1.57,2.25,1.54,2.66,1.53,2.5,1.57,2.66,1.52,2.49,2014-891,Chennai,Hard,28,A,2014-01-01,14,105379,,,Bedene A.,R,181.0,SLO,24.4517453799,95.0,573.0,104628,,Q,Kudryavtsev A.,R,183.0,RUS,28.1779603012,270.0,170.0,1-6 3-0 RET,3,R16,43.0,4.0,1.0,25.0,16.0,11.0,5.0,5.0,0.0,2.0,1.0,0.0,32.0,20.0,14.0,7.0,5.0,0.0,1.0
25,2,Chennai,Chennai Open,2014-01-02,ATP250,Outdoor,Hard,2nd Round,3,Bhambri Y.,Fognini F.,195,16.0,258,1930.0,6.0,1.0,5.0,5.0,,,,,,,1.0,0.0,Retired,2.2,1.61,2.25,1.62,2.2,1.62,2.27,1.71,2.63,1.5,2.8,1.73,2.24,1.63,2014-891,Chennai,Hard,28,A,2014-01-02,15,106026,,WC,Bhambri Y.,R,183.0,IND,21.4893908282,195.0,258.0,104926,3.0,,Fognini F.,R,178.0,ITA,26.6036960986,16.0,1930.0,6-1 5-5 RET,3,R16,66.0,2.0,2.0,57.0,35.0,25.0,12.0,9.0,2.0,3.0,1.0,3.0,45.0,30.0,19.0,7.0,8.0,3.0,6.0
26,2,Chennai,Chennai Open,2014-01-02,ATP250,Outdoor,Hard,2nd Round,3,Granollers M.,Ramanathan R.,222,526.0,215,65.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,5.0,1.17,4.5,1.13,7.0,1.17,5.0,1.2,7.0,1.15,5.21,2014-891,Chennai,Hard,28,A,2014-01-02,17,104719,6.0,,Granollers M.,R,190.0,ESP,27.7180013689,38.0,1110.0,106368,,Q,Ramanathan R.,R,,IND,19.1430527036,526.0,65.0,6-2 6-4,3,R16,71.0,1.0,1.0,45.0,29.0,20.0,10.0,9.0,1.0,3.0,3.0,6.0,57.0,28.0,18.0,8.0,9.0,4.0,9.0
27,3,Doha,Qatar Exxon Mobil Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,Giraldo S.,31,69.0,1230,703.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.3,3.4,1.29,3.5,1.37,3.29,1.29,3.25,1.38,3.8,1.32,3.26,2014-451,Doha,Hard,32,A,2013-12-30,14,104792,,,Monfils G.,R,193.0,FRA,27.3292265572,31.0,1230.0,105053,,,Giraldo S.,R,188.0,COL,26.0917180014,69.0,703.0,7-6(1) 6-2,3,R32,78.0,9.0,3.0,55.0,37.0,32.0,12.0,10.0,0.0,0.0,2.0,0.0,68.0,42.0,27.0,13.0,10.0,7.0,9.0
28,3,Doha,Qatar Exxon Mobil Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Karlovic I.,Berdych T.,78,7.0,647,4180.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,4.5,1.18,4.5,1.18,4.5,1.17,5.0,1.21,4.5,1.17,5.2,1.22,4.49,1.19,2014-451,Doha,Hard,32,A,2013-12-30,5,103333,,,Karlovic I.,R,208.0,CRO,34.8364134155,78.0,647.0,104607,4.0,,Berdych T.,R,196.0,CZE,28.2847364819,7.0,4180.0,7-6(7) 7-6(4),3,R32,107.0,24.0,2.0,83.0,54.0,45.0,17.0,12.0,2.0,2.0,8.0,2.0,74.0,43.0,37.0,20.0,12.0,1.0,1.0
29,3,Doha,Qatar Exxon Mobil Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Volandri F.,30,71.0,1235,694.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.08,7.5,1.06,8.0,1.1,8.4,1.06,7.5,1.1,9.05,1.08,7.63,2014-451,Doha,Hard,32,A,2013-12-30,9,104269,8.0,,Verdasco F.,L,188.0,ESP,30.1245722108,30.0,1235.0,103835,,,Volandri F.,R,183.0,ITA,32.3175906913,71.0,694.0,6-3 6-3,3,R32,67.0,3.0,3.0,57.0,42.0,33.0,6.0,9.0,5.0,6.0,0.0,1.0,55.0,38.0,20.0,8.0,9.0,3.0,7.0
30,3,Doha,Qatar Exxon Mobil Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Hanescu V.,Sousa J.,80,49.0,636,934.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.7,1.45,2.62,1.44,2.61,1.55,2.63,1.44,2.8,1.59,2.59,1.48,2014-451,Doha,Hard,32,A,2013-12-30,10,103812,,,Hanescu V.,R,198.0,ROU,32.4435318275,80.0,636.0,105311,,,Sousa J.,R,,POR,24.7529089665,49.0,934.0,6-3 6-2,3,R32,67.0,11.0,1.0,50.0,35.0,27.0,10.0,9.0,1.0,1.0,1.0,2.0,48.0,31.0,19.0,6.0,8.0,3.0,6.0
31,3,Doha,Qatar Exxon Mobil Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Kamke T.,Jaziri M.,74,168.0,663,312.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.58,2.35,1.57,2.25,1.53,2.65,1.57,2.25,1.62,2.65,1.54,2.43,2014-451,Doha,Hard,32,A,2013-12-30,2,104735,,,Kamke T.,R,180.0,GER,27.6112251882,74.0,663.0,104291,,WC,Jaziri M.,R,185.0,TUN,29.9438740589,168.0,312.0,6-3 6-4,3,R32,71.0,2.0,2.0,60.0,40.0,28.0,13.0,10.0,5.0,6.0,0.0,5.0,46.0,25.0,22.0,6.0,9.0,0.0,3.0
32,3,Doha,Qatar Exxon Mobil Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Brown D.,Dodig I.,111,33.0,506,1190.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.0,1.36,3.1,1.35,2.75,1.4,3.27,1.38,2.88,1.36,3.3,1.42,3.01,1.37,2014-451,Doha,Hard,32,A,2013-12-31,6,104460,,Q,Brown D.,R,196.0,GER,29.0595482546,111.0,506.0,104471,,,Dodig I.,R,183.0,CRO,28.9911019849,33.0,1190.0,6-4 6-2,3,R32,56.0,5.0,3.0,47.0,30.0,25.0,10.0,9.0,1.0,2.0,6.0,3.0,58.0,32.0,19.0,10.0,9.0,3.0,7.0
33,3,Doha,Qatar Exxon Mobil Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,Thiem D.,162,139.0,321,410.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.2,1.65,2.25,1.57,2.2,1.74,2.1,1.67,2.25,1.84,2.14,1.68,2014-451,Doha,Hard,32,A,2013-12-31,7,105376,,Q,Gojowczyk P.,R,185.0,GER,24.4599589322,162.0,321.0,106233,,Q,Thiem D.,R,,AUT,20.3230663929,139.0,410.0,7-5 6-0,3,R32,65.0,3.0,0.0,53.0,31.0,22.0,17.0,9.0,1.0,1.0,2.0,6.0,55.0,30.0,18.0,9.0,9.0,4.0,8.0
34,3,Doha,Qatar Exxon Mobil Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Brands D.,Davydenko N.,54,53.0,836,890.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.9,1.85,2.0,1.73,2.1,1.81,2.0,1.73,2.1,1.88,1.96,1.8,2014-451,Doha,Hard,32,A,2013-12-31,15,104978,,,Brands D.,R,196.0,GER,26.4558521561,54.0,836.0,103786,,,Davydenko N.,R,178.0,RUS,32.5776865161,53.0,890.0,6-4 6-4,3,R32,80.0,8.0,1.0,74.0,54.0,37.0,14.0,10.0,5.0,5.0,0.0,5.0,66.0,51.0,34.0,5.0,10.0,5.0,7.0
35,3,Doha,Qatar Exxon Mobil Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Mayer F.,Przysiezny M.,40,66.0,1065,730.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.44,2.62,1.48,2.6,1.4,2.75,1.38,3.26,1.44,2.63,1.56,3.26,1.44,2.72,2014-451,Doha,Hard,32,A,2013-12-31,11,104252,,,Mayer F.,R,190.0,GER,30.2368240931,40.0,1065.0,104308,,,Przysiezny M.,R,185.0,POL,29.8699520876,66.0,730.0,6-2 3-6 7-6(5),3,R32,125.0,6.0,0.0,99.0,64.0,42.0,17.0,14.0,6.0,10.0,8.0,5.0,101.0,57.0,41.0,19.0,15.0,7.0,12.0
