,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
309,14,Marseille,Open 13,2009-02-16,ATP250,Indoor,Hard,1st Round,3,Tursunov D.,Gabashvili T.,29,60.0,1925,1196.0,3.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.25,1.47,2.72,1.364,3.0,1.571,2.25,1.4,2.88,2009-496,Marseille,Hard,32,A,2009-02-16,7,104098,,,Tursunov D.,R,185.0,RUS,26.1820670773,29.0,1925.0,104559,,,Gabashvili T.,R,188.0,RUS,23.7371663244,60.0,1196.0,3-6 6-2 6-2,3,R32,101.0,11.0,1.0,70.0,46.0,32.0,14.0,13.0,0.0,3.0,4.0,5.0,70.0,35.0,20.0,17.0,12.0,0.0,5.0
310,14,Marseille,Open 13,2009-02-16,ATP250,Indoor,Hard,1st Round,3,Hernych J.,Vliegen K.,68,111.0,1132,813.0,6.0,3.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.9,1.8,1.9,1.9,1.8,1.909,1.833,1.833,1.88,1.88,2009-496,Marseille,Hard,32,A,2009-02-16,2,103401,,,Hernych J.,R,190.0,CZE,29.6153319644,68.0,1132.0,104019,,,Vliegen K.,R,193.0,BEL,26.6557152635,111.0,813.0,6-3 3-6 6-4,3,R32,122.0,2.0,1.0,88.0,57.0,47.0,15.0,14.0,9.0,10.0,10.0,3.0,89.0,49.0,36.0,24.0,14.0,3.0,5.0
311,14,Marseille,Open 13,2009-02-16,ATP250,Indoor,Hard,1st Round,3,Youzhny M.,Berdych T.,62,24.0,1170,2230.0,6.0,4.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,2.62,1.44,2.75,1.48,2.375,1.533,2.5,1.5,2.45,1.52,2009-496,Marseille,Hard,32,A,2009-02-16,9,104022,,,Youzhny M.,R,183.0,RUS,26.6475017112,62.0,1170.0,104607,5.0,,Berdych T.,R,196.0,CZE,23.4168377823,24.0,2230.0,6-4 6-7(2) 6-1,3,R32,142.0,10.0,3.0,97.0,43.0,34.0,34.0,15.0,1.0,1.0,7.0,5.0,90.0,52.0,43.0,17.0,14.0,3.0,6.0
312,14,Marseille,Open 13,2009-02-16,ATP250,Indoor,Hard,1st Round,3,Lopez F.,Ljubicic I.,28,56.0,1950,1251.0,3.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.61,2.2,1.65,2.2,1.72,2.0,1.667,2.1,1.67,2.15,2009-496,Marseille,Hard,32,A,2009-02-16,8,103852,8.0,,Lopez F.,L,188.0,ESP,27.40862423,28.0,1950.0,103344,,,Ljubicic I.,R,193.0,CRO,29.916495551,56.0,1251.0,3-6 6-4 7-5,3,R32,131.0,13.0,2.0,86.0,51.0,35.0,22.0,15.0,3.0,5.0,12.0,1.0,108.0,60.0,40.0,26.0,16.0,6.0,9.0
313,14,Marseille,Open 13,2009-02-17,ATP250,Indoor,Hard,1st Round,3,Schuettler R.,Recouderc L.,31,190.0,1784,427.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.55,2.45,1.571,2.25,1.533,2.375,,,2009-496,Marseille,Hard,32,A,2009-02-17,15,102783,,,Schuettler R.,R,180.0,GER,32.8131416838,31.0,1784.0,104397,,Q,Recouderc L.,R,,FRA,24.605065024,190.0,427.0,6-1 6-4,3,R32,67.0,8.0,3.0,56.0,32.0,26.0,13.0,9.0,2.0,2.0,1.0,1.0,44.0,17.0,12.0,11.0,8.0,1.0,4.0
314,14,Marseille,Open 13,2009-02-17,ATP250,Indoor,Hard,1st Round,3,Zverev M.,Marchenko I.,76,229.0,1085,327.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.28,3.5,1.32,3.4,1.364,3.0,1.333,3.0,,,2009-496,Marseille,Hard,32,A,2009-02-17,3,104999,,,Zverev M.,L,190.0,GER,21.4893908282,76.0,1085.0,105011,,Q,Marchenko I.,R,185.0,UKR,21.4428473648,229.0,327.0,6-7(5) 6-3 6-4,3,R32,133.0,7.0,1.0,98.0,69.0,51.0,17.0,15.0,6.0,7.0,3.0,7.0,100.0,54.0,43.0,19.0,16.0,4.0,8.0
315,14,Marseille,Open 13,2009-02-17,ATP250,Indoor,Hard,1st Round,3,Seppi A.,Janowicz J.,36,346.0,1630,195.0,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.14,5.0,1.2,4.65,1.167,4.5,1.167,4.5,1.15,5.2,2009-496,Marseille,Hard,32,A,2009-02-17,10,104312,,,Seppi A.,R,190.0,ITA,24.9883641342,36.0,1630.0,105668,,Q,Janowicz J.,R,203.0,POL,18.2614647502,346.0,195.0,7-6(5) 3-6 7-6(3),3,R32,140.0,2.0,1.0,96.0,61.0,46.0,23.0,16.0,5.0,7.0,14.0,2.0,115.0,73.0,55.0,23.0,17.0,8.0,9.0
316,14,Marseille,Open 13,2009-02-17,ATP250,Indoor,Hard,1st Round,3,Bolelli S.,Bloomfield R.,38,318.0,1611,213.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.12,5.5,1.19,4.76,1.125,5.5,1.125,5.5,1.15,5.2,2009-496,Marseille,Hard,32,A,2009-02-17,6,104620,,,Bolelli S.,R,183.0,ITA,23.3593429158,38.0,1611.0,104171,,Q,Bloomfield R.,R,185.0,GBR,25.8097193703,318.0,213.0,7-6(5) 7-6(1),3,R32,101.0,7.0,1.0,77.0,56.0,47.0,13.0,12.0,1.0,1.0,14.0,1.0,73.0,43.0,38.0,17.0,12.0,0.0,0.0
317,14,Marseille,Open 13,2009-02-17,ATP250,Indoor,Hard,1st Round,3,Benneteau J.,Santoro F.,45,59.0,1428,1208.0,4.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.66,2.1,1.65,2.2,1.667,2.1,1.667,2.1,1.67,2.15,2009-496,Marseille,Hard,32,A,2009-02-17,14,103898,,,Benneteau J.,R,185.0,FRA,27.1594798084,45.0,1428.0,102148,,,Santoro F.,R,178.0,FRA,36.1889117043,59.0,1208.0,4-6 6-4 6-2,3,R32,135.0,11.0,5.0,78.0,41.0,33.0,23.0,14.0,4.0,6.0,4.0,1.0,107.0,53.0,34.0,27.0,14.0,7.0,11.0
318,14,Marseille,Open 13,2009-02-17,ATP250,Indoor,Hard,1st Round,3,Clement A.,Safin M.,78,26.0,1053,2070.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,3.0,1.36,2.65,1.49,2.625,1.444,2.75,1.4,2.85,1.4,2009-496,Marseille,Hard,32,A,2009-02-17,4,103096,,,Clement A.,R,173.0,FRA,31.1676933607,78.0,1053.0,103498,7.0,,Safin M.,R,193.0,RUS,29.0568104038,26.0,2070.0,4-6 6-3 6-2,3,R32,115.0,3.0,3.0,73.0,42.0,36.0,17.0,14.0,1.0,3.0,18.0,0.0,80.0,41.0,30.0,16.0,13.0,5.0,9.0
319,14,Marseille,Open 13,2009-02-17,ATP250,Indoor,Hard,1st Round,3,Simon G.,Dimitrov G.,8,401.0,4015,157.0,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.12,5.5,1.19,4.76,1.143,5.0,1.167,4.5,1.14,5.4,2009-496,Marseille,Hard,32,A,2009-02-17,16,104468,2.0,,Simon G.,R,183.0,FRA,24.1396303901,8.0,4015.0,105777,,WC,Dimitrov G.,R,188.0,BUL,17.7577002053,401.0,157.0,4-6 6-3 7-5,3,R32,129.0,7.0,1.0,93.0,43.0,35.0,28.0,16.0,7.0,10.0,3.0,2.0,99.0,57.0,39.0,20.0,15.0,6.0,10.0
320,14,Marseille,Open 13,2009-02-18,ATP250,Indoor,Hard,1st Round,3,Bastl G.,Gicquel M.,227,48.0,332,1388.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3.75,1.25,3.81,1.27,3.5,1.286,3.5,1.25,3.4,1.3,2009-496,Marseille,Hard,32,A,2009-02-18,13,102567,,LL,Bastl G.,R,183.0,SUI,33.8809034908,227.0,332.0,102967,,,Gicquel M.,R,188.0,FRA,31.8850102669,48.0,1388.0,6-4 6-3,3,R32,67.0,8.0,4.0,67.0,36.0,26.0,15.0,10.0,1.0,3.0,2.0,3.0,69.0,33.0,22.0,15.0,9.0,1.0,5.0
321,14,Marseille,Open 13,2009-02-18,ATP250,Indoor,Hard,1st Round,3,Llodra M.,De Voest R.,50,171.0,1365,480.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.29,3.66,1.286,3.5,1.222,3.75,1.26,3.7,2009-496,Marseille,Hard,32,A,2009-02-18,11,103566,,,Llodra M.,L,190.0,FRA,28.7501711157,50.0,1365.0,103573,,LL,De Voest R.,R,180.0,RSA,28.7008898015,171.0,480.0,7-6(2) 6-1,3,R32,78.0,11.0,0.0,58.0,44.0,37.0,8.0,10.0,0.0,0.0,3.0,3.0,72.0,53.0,32.0,11.0,9.0,10.0,12.0
322,14,Marseille,Open 13,2009-02-18,ATP250,Indoor,Hard,1st Round,3,Djokovic N.,Chardy J.,3,55.0,9010,1268.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.12,5.5,1.16,5.24,1.143,5.0,1.125,5.5,1.16,5.0,2009-496,Marseille,Hard,32,A,2009-02-18,1,104925,1.0,,Djokovic N.,R,188.0,SRB,21.7412731006,3.0,9010.0,104871,,,Chardy J.,R,188.0,FRA,22.0123203285,55.0,1268.0,7-6(4) 6-4,3,R32,87.0,11.0,3.0,68.0,47.0,42.0,9.0,11.0,1.0,1.0,13.0,3.0,67.0,43.0,34.0,14.0,11.0,3.0,4.0
323,14,Marseille,Open 13,2009-02-18,ATP250,Indoor,Hard,2nd Round,3,Lopez F.,Tursunov D.,28,29.0,1950,1925.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.9,1.8,2.1,1.75,2.0,1.72,2.1,1.667,2.03,1.75,2009-496,Marseille,Hard,32,A,2009-02-18,20,103852,8.0,,Lopez F.,L,188.0,ESP,27.40862423,28.0,1950.0,104098,,,Tursunov D.,R,185.0,RUS,26.1820670773,29.0,1925.0,7-6(4) 7-6(1),3,R16,101.0,18.0,3.0,80.0,48.0,42.0,19.0,12.0,2.0,2.0,8.0,1.0,74.0,45.0,35.0,21.0,12.0,2.0,2.0
324,14,Marseille,Open 13,2009-02-18,ATP250,Indoor,Hard,2nd Round,3,Youzhny M.,Seppi A.,62,36.0,1170,1630.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.38,2.87,1.42,2.9,1.444,2.625,1.444,2.625,1.43,2.75,2009-496,Marseille,Hard,32,A,2009-02-18,21,104022,,,Youzhny M.,R,183.0,RUS,26.6475017112,62.0,1170.0,104312,,,Seppi A.,R,190.0,ITA,24.9883641342,36.0,1630.0,7-6(2) 6-3,3,R16,104.0,4.0,3.0,74.0,47.0,33.0,14.0,10.0,4.0,6.0,6.0,1.0,78.0,42.0,27.0,15.0,11.0,7.0,11.0
325,14,Marseille,Open 13,2009-02-18,ATP250,Indoor,Hard,2nd Round,3,Zverev M.,Clement A.,76,78.0,1085,1053.0,6.0,4.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2.2,1.61,2.25,1.65,2.0,1.72,2.1,1.667,2.06,1.73,2009-496,Marseille,Hard,32,A,2009-02-18,18,104999,,,Zverev M.,L,190.0,GER,21.4893908282,76.0,1085.0,103096,,,Clement A.,R,173.0,FRA,31.1676933607,78.0,1053.0,6-4 5-7 6-2,3,R16,144.0,15.0,4.0,94.0,63.0,45.0,17.0,15.0,7.0,9.0,4.0,2.0,102.0,66.0,45.0,15.0,15.0,6.0,10.0
326,14,Marseille,Open 13,2009-02-19,ATP250,Indoor,Hard,2nd Round,3,Benneteau J.,Bastl G.,45,227.0,1428,332.0,6.0,1.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.16,4.5,1.19,4.76,1.222,4.0,1.2,4.333,1.2,4.3,2009-496,Marseille,Hard,32,A,2009-02-19,23,103898,,,Benneteau J.,R,185.0,FRA,27.1594798084,45.0,1428.0,102567,,LL,Bastl G.,R,183.0,SUI,33.8809034908,227.0,332.0,6-1 2-6 6-1,3,R16,100.0,12.0,5.0,78.0,42.0,31.0,17.0,11.0,9.0,11.0,3.0,5.0,59.0,30.0,20.0,10.0,11.0,2.0,7.0
327,14,Marseille,Open 13,2009-02-19,ATP250,Indoor,Hard,2nd Round,3,Djokovic N.,Hernych J.,3,68.0,9010,1132.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.03,11.0,1.05,9.5,1.05,8.5,1.03,10.0,1.05,9.5,2009-496,Marseille,Hard,32,A,2009-02-19,17,104925,1.0,,Djokovic N.,R,188.0,SRB,21.7412731006,3.0,9010.0,103401,,,Hernych J.,R,190.0,CZE,29.6153319644,68.0,1132.0,7-5 6-4,3,R16,93.0,5.0,1.0,70.0,47.0,31.0,13.0,11.0,5.0,7.0,2.0,4.0,72.0,46.0,30.0,10.0,11.0,3.0,7.0
328,14,Marseille,Open 13,2009-02-19,ATP250,Indoor,Hard,2nd Round,3,Simon G.,Schuettler R.,8,31.0,4015,1784.0,6.0,4.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.12,5.5,1.15,5.6,1.167,4.5,1.167,4.5,1.17,4.8,2009-496,Marseille,Hard,32,A,2009-02-19,24,104468,2.0,,Simon G.,R,183.0,FRA,24.1396303901,8.0,4015.0,102783,,,Schuettler R.,R,180.0,GER,32.8131416838,31.0,1784.0,6-4 4-6 6-2,3,R16,120.0,8.0,2.0,79.0,42.0,31.0,20.0,14.0,4.0,8.0,4.0,4.0,94.0,51.0,32.0,18.0,14.0,10.0,16.0
329,15,Memphis,Regions Morgan Keegan Championships,2009-02-16,ATP250,Indoor,Hard,1st Round,3,Guccione C.,Spadea V.,129,119.0,713,779.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.6,2.4,1.533,2.375,1.533,2.375,1.67,2.15,2009-402,Memphis,Hard,32,A,2009-02-16,6,104589,,Q,Guccione C.,L,201.0,AUS,23.5509924709,129.0,713.0,102434,,,Spadea V.,R,183.0,USA,34.5817932923,119.0,779.0,7-6(1) 7-6(5),3,R32,78.0,19.0,4.0,80.0,51.0,49.0,12.0,12.0,3.0,3.0,10.0,2.0,71.0,38.0,31.0,24.0,12.0,1.0,1.0
330,15,Memphis,Regions Morgan Keegan Championships,2009-02-16,ATP250,Indoor,Hard,1st Round,3,Kunitsyn I.,Andreev I.,43,22.0,1460,2330.0,1.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.4,2.65,1.49,2.75,1.4,2.625,1.444,2.66,1.46,2009-402,Memphis,Hard,32,A,2009-02-16,9,103857,,,Kunitsyn I.,R,180.0,RUS,27.3812457221,43.0,1460.0,104214,6.0,,Andreev I.,R,185.0,RUS,25.5961670089,22.0,2330.0,1-6 6-4 6-3,3,R32,105.0,4.0,1.0,83.0,50.0,37.0,17.0,13.0,3.0,5.0,10.0,2.0,81.0,53.0,40.0,12.0,13.0,3.0,5.0
331,15,Memphis,Regions Morgan Keegan Championships,2009-02-16,ATP250,Indoor,Hard,1st Round,3,Sela D.,Reynolds B.,86,73.0,953,1096.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.65,2.25,1.615,2.2,1.615,2.2,1.62,2.24,2009-402,Memphis,Hard,32,A,2009-02-16,11,104534,,Q,Sela D.,R,175.0,ISR,23.871321013,86.0,953.0,104035,,,Reynolds B.,R,183.0,USA,26.5872689938,73.0,1096.0,7-6(4) 6-2,3,R32,97.0,3.0,5.0,82.0,43.0,27.0,18.0,10.0,2.0,5.0,6.0,6.0,70.0,35.0,23.0,13.0,10.0,6.0,11.0
332,15,Memphis,Regions Morgan Keegan Championships,2009-02-17,ATP250,Indoor,Hard,1st Round,3,Gulbis E.,Dent T.,42,593.0,1473,78.0,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.33,3.25,1.4,2.98,1.3,3.4,1.286,3.25,1.37,3.0,2009-402,Memphis,Hard,32,A,2009-02-17,15,105208,,,Gulbis E.,R,190.0,LAT,20.4654346338,42.0,1473.0,103758,,,Dent T.,R,188.0,USA,27.8165639973,593.0,78.0,6-4 3-6 6-2,3,R32,95.0,11.0,5.0,82.0,50.0,37.0,12.0,13.0,7.0,11.0,7.0,7.0,74.0,44.0,29.0,12.0,14.0,3.0,9.0
333,15,Memphis,Regions Morgan Keegan Championships,2009-02-17,ATP250,Indoor,Hard,1st Round,3,Baghdatis M.,Nishikori K.,106,90.0,845,941.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.49,2.65,1.571,2.25,1.533,2.375,1.5,2.52,2009-402,Memphis,Hard,32,A,2009-02-17,3,104571,,WC,Baghdatis M.,R,183.0,CYP,23.6687200548,106.0,845.0,105453,,,Nishikori K.,R,178.0,JPN,19.1348391513,90.0,941.0,7-5 6-3,3,R32,83.0,7.0,1.0,57.0,27.0,22.0,15.0,11.0,4.0,7.0,1.0,3.0,65.0,40.0,22.0,11.0,10.0,3.0,8.0
334,15,Memphis,Regions Morgan Keegan Championships,2009-02-17,ATP250,Indoor,Hard,1st Round,3,Serra F.,Soderling R.,54,16.0,1279,2695.0,6.0,4.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,4.5,1.16,4.14,1.24,4.0,1.222,4.0,1.2,3.9,1.24,2009-402,Memphis,Hard,32,A,2009-02-17,12,103722,,,Serra F.,R,180.0,FRA,27.9671457906,54.0,1279.0,104417,4.0,,Soderling R.,R,193.0,SWE,24.5092402464,16.0,2695.0,6-4 6-7(1) 6-2,3,R32,107.0,12.0,1.0,89.0,63.0,50.0,13.0,15.0,2.0,3.0,20.0,4.0,98.0,63.0,49.0,14.0,15.0,6.0,10.0
335,15,Memphis,Regions Morgan Keegan Championships,2009-02-17,ATP250,Indoor,Hard,1st Round,3,Rochus C.,Young D.,72,133.0,1104,689.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.75,2.1,1.833,1.833,1.727,2.0,1.62,2.26,2009-402,Memphis,Hard,32,A,2009-02-17,7,103294,,,Rochus C.,R,170.0,BEL,30.173853525,72.0,1104.0,105385,,WC,Young D.,L,183.0,USA,19.5701574264,133.0,689.0,6-4 6-3,3,R32,65.0,4.0,3.0,56.0,33.0,25.0,14.0,10.0,1.0,2.0,4.0,3.0,59.0,34.0,23.0,9.0,9.0,4.0,7.0
336,15,Memphis,Regions Morgan Keegan Championships,2009-02-18,ATP250,Indoor,Hard,1st Round,3,Ginepri R.,Greul S.,51,122.0,1350,746.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,3.05,1.364,3.0,1.364,2.875,1.4,2.85,2009-402,Memphis,Hard,32,A,2009-02-18,2,104068,,,Ginepri R.,R,183.0,USA,26.3627652293,51.0,1350.0,103752,,Q,Greul S.,R,185.0,GER,27.8466803559,122.0,746.0,6-4 6-4,3,R32,81.0,6.0,3.0,70.0,43.0,33.0,12.0,10.0,8.0,9.0,5.0,5.0,67.0,37.0,25.0,11.0,10.0,3.0,6.0
337,15,Memphis,Regions Morgan Keegan Championships,2009-02-18,ATP250,Indoor,Hard,1st Round,3,Petzschner P.,Nieminen J.,81,58.0,1012,1210.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.4,1.3,3.7,1.28,3.0,1.364,2.875,1.364,3.15,1.34,2009-402,Memphis,Hard,32,A,2009-02-18,10,104332,,,Petzschner P.,R,185.0,GER,24.900752909,81.0,1012.0,103813,,,Nieminen J.,L,185.0,FIN,27.5701574264,58.0,1210.0,6-3 6-4,3,R32,64.0,9.0,3.0,66.0,37.0,28.0,17.0,10.0,5.0,5.0,2.0,0.0,51.0,33.0,26.0,9.0,9.0,6.0,8.0
338,15,Memphis,Regions Morgan Keegan Championships,2009-02-18,ATP250,Indoor,Hard,1st Round,3,Stepanek R.,Kim K.,19,105.0,2640,848.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.1,6.5,1.15,5.6,1.1,6.5,1.071,7.0,1.12,6.0,2009-402,Memphis,Hard,32,A,2009-02-18,13,103285,5.0,,Stepanek R.,R,185.0,CZE,30.2231348392,19.0,2640.0,103240,,Q,Kim K.,R,180.0,USA,30.5626283368,105.0,848.0,6-4 6-2,3,R32,62.0,2.0,5.0,49.0,34.0,25.0,6.0,9.0,2.0,4.0,6.0,3.0,64.0,38.0,22.0,8.0,9.0,7.0,12.0
339,15,Memphis,Regions Morgan Keegan Championships,2009-02-18,ATP250,Indoor,Hard,1st Round,3,Querrey S.,Haas T.,37,61.0,1615,1185.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.2,1.65,2.1,1.667,2.1,1.667,2.14,1.68,2009-402,Memphis,Hard,32,A,2009-02-18,4,105023,8.0,,Querrey S.,R,198.0,USA,21.363449692,37.0,1615.0,103163,,,Haas T.,R,188.0,GER,30.8747433265,61.0,1185.0,7-6(4) 6-4,3,R32,79.0,11.0,6.0,58.0,33.0,31.0,13.0,11.0,2.0,4.0,8.0,5.0,79.0,50.0,32.0,15.0,11.0,5.0,8.0
340,15,Memphis,Regions Morgan Keegan Championships,2009-02-19,ATP250,Indoor,Hard,1st Round,3,Hewitt L.,Blake J.,103,13.0,855,3110.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.25,1.57,2.13,1.72,2.2,1.615,2.1,1.667,2.03,1.75,2009-402,Memphis,Hard,32,A,2009-02-19,5,103720,,,Hewitt L.,R,180.0,AUS,27.9780971937,103.0,855.0,103484,3.0,,Blake J.,R,185.0,USA,29.1389459274,13.0,3110.0,3-6 6-1 6-4,3,R32,126.0,7.0,3.0,104.0,46.0,37.0,31.0,13.0,10.0,11.0,9.0,4.0,87.0,51.0,36.0,17.0,13.0,6.0,9.0
341,15,Memphis,Regions Morgan Keegan Championships,2009-02-19,ATP250,Indoor,Hard,1st Round,3,Roddick A.,Darcis S.,6,52.0,4510,1338.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.03,11.0,1.05,9.5,1.05,8.5,1.05,8.0,1.06,8.75,2009-402,Memphis,Hard,32,A,2009-02-19,1,104053,1.0,,Roddick A.,R,188.0,USA,26.4668035592,6.0,4510.0,104327,,,Darcis S.,R,178.0,BEL,24.9308692676,52.0,1338.0,7-6(1) 6-2,3,R32,67.0,20.0,0.0,51.0,39.0,36.0,8.0,10.0,0.0,0.0,7.0,1.0,64.0,34.0,25.0,15.0,10.0,4.0,6.0
342,15,Memphis,Regions Morgan Keegan Championships,2009-02-19,ATP250,Indoor,Hard,2nd Round,3,Kunitsyn I.,Petzschner P.,43,81.0,1460,1012.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,1.9,1.75,2.1,,,1.727,2.0,1.86,1.9,2009-402,Memphis,Hard,32,A,2009-02-19,21,103857,,,Kunitsyn I.,R,180.0,RUS,27.3812457221,43.0,1460.0,104332,,,Petzschner P.,R,185.0,GER,24.900752909,81.0,1012.0,3-6 6-4 6-4,3,R16,123.0,3.0,1.0,80.0,44.0,31.0,21.0,14.0,5.0,8.0,7.0,4.0,108.0,58.0,42.0,20.0,15.0,8.0,12.0
343,15,Memphis,Regions Morgan Keegan Championships,2009-02-19,ATP250,Indoor,Hard,2nd Round,3,Stepanek R.,Koubek S.,19,304.0,2640,226.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.27,3.81,1.286,3.5,1.286,3.25,1.28,3.55,2009-402,Memphis,Hard,32,A,2009-02-19,23,103285,5.0,,Stepanek R.,R,185.0,CZE,30.2231348392,19.0,2640.0,102905,,,Koubek S.,L,175.0,AUT,32.1232032854,304.0,226.0,6-2 6-4,3,R16,65.0,7.0,4.0,53.0,31.0,27.0,10.0,9.0,5.0,6.0,0.0,2.0,51.0,29.0,17.0,11.0,9.0,2.0,6.0
344,15,Memphis,Regions Morgan Keegan Championships,2009-02-19,ATP250,Indoor,Hard,2nd Round,3,Rochus C.,Fish M.,72,21.0,1104,2340.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,6.0,1.11,5.95,1.13,6.0,1.111,5.5,1.125,6.5,1.1,2009-402,Memphis,Hard,32,A,2009-02-19,20,103294,,,Rochus C.,R,170.0,BEL,30.173853525,72.0,1104.0,103888,7.0,,Fish M.,R,188.0,USA,27.189596167,21.0,2340.0,6-2 6-4,3,R16,64.0,4.0,3.0,51.0,36.0,27.0,8.0,9.0,3.0,4.0,14.0,2.0,58.0,26.0,19.0,14.0,9.0,9.0,13.0
345,15,Memphis,Regions Morgan Keegan Championships,2009-02-19,ATP250,Indoor,Hard,2nd Round,3,Sela D.,Serra F.,86,54.0,953,1279.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.83,1.83,2.05,1.8,2.0,1.72,2.0,1.727,1.97,1.8,2009-402,Memphis,Hard,32,A,2009-02-19,22,104534,,Q,Sela D.,R,175.0,ISR,23.871321013,86.0,953.0,103722,,,Serra F.,R,180.0,FRA,27.9671457906,54.0,1279.0,7-6(4) 7-6(4),3,R16,103.0,4.0,3.0,92.0,54.0,36.0,21.0,12.0,5.0,8.0,3.0,2.0,88.0,51.0,34.0,19.0,12.0,2.0,5.0
346,15,Memphis,Regions Morgan Keegan Championships,2009-02-19,ATP250,Indoor,Hard,2nd Round,3,Hewitt L.,Guccione C.,103,129.0,855,713.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.36,3.17,1.4,2.75,1.4,2.75,1.42,2.76,2009-402,Memphis,Hard,32,A,2009-02-19,19,103720,,,Hewitt L.,R,180.0,AUS,27.9780971937,103.0,855.0,104589,,Q,Guccione C.,L,201.0,AUS,23.5509924709,129.0,713.0,6-2 7-6(4),3,R16,64.0,10.0,0.0,54.0,34.0,30.0,16.0,10.0,0.0,0.0,12.0,2.0,58.0,38.0,30.0,8.0,10.0,2.0,4.0
