,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
0,1,Brisbane,Brisbane International,2009-01-04,International,Outdoor,Hard,1st Round,3,Gasquet R.,Gicquel M.,23,50.0,2320,1428.0,4.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,3.75,1.27,3.81,1.28,3.5,1.25,3.5,1.27,3.6,2009-339,Brisbane,Hard,32,A,2009-01-04,13,104755,7.0,,Gasquet R.,R,185.0,FRA,22.5516769336,23.0,2320.0,102967,,,Gicquel M.,R,188.0,FRA,31.7700205339,50.0,1428.0,4-6 6-2 6-2,3,R32,133.0,6.0,5.0,91.0,42.0,29.0,26.0,13.0,3.0,5.0,7.0,6.0,100.0,45.0,30.0,23.0,13.0,13.0,18.0
1,1,Brisbane,Brisbane International,2009-01-04,International,Outdoor,Hard,1st Round,3,Dent T.,Darcis S.,865,59.0,28,1362.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.4,,,,,,,3.0,1.37,2009-339,Brisbane,Hard,32,A,2009-01-04,14,103758,,,Dent T.,R,188.0,USA,27.7015742642,865.0,28.0,104327,,,Darcis S.,R,178.0,BEL,24.8158795346,59.0,1362.0,7-6(0) 6-2,3,R32,86.0,8.0,5.0,68.0,37.0,31.0,13.0,10.0,6.0,8.0,4.0,2.0,70.0,46.0,24.0,14.0,10.0,1.0,5.0
2,1,Brisbane,Brisbane International,2009-01-04,International,Outdoor,Hard,1st Round,3,Benneteau J.,Ginepri R.,40,49.0,1608,1480.0,3.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,2.1,1.66,2.25,1.65,2.1,1.66,2.1,1.727,1.96,1.8,2009-339,Brisbane,Hard,32,A,2009-01-04,11,103898,,,Benneteau J.,R,185.0,FRA,27.0444900753,40.0,1608.0,104068,,,Ginepri R.,R,183.0,USA,26.2477754962,49.0,1480.0,3-6 6-3 7-5,3,R32,127.0,10.0,9.0,99.0,62.0,41.0,17.0,15.0,2.0,6.0,8.0,2.0,88.0,53.0,32.0,21.0,15.0,4.0,9.0
3,1,Brisbane,Brisbane International,2009-01-04,International,Outdoor,Hard,1st Round,3,Soderling R.,Querrey S.,17,36.0,2650,1740.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.49,2.65,1.53,2.37,1.5,2.625,1.4,2.85,2009-339,Brisbane,Hard,32,A,2009-01-04,12,104417,4.0,,Soderling R.,R,193.0,SWE,24.3942505133,17.0,2650.0,105023,,,Querrey S.,R,198.0,USA,21.2484599589,36.0,1740.0,6-3 6-3,3,R32,55.0,7.0,2.0,52.0,30.0,26.0,13.0,9.0,0.0,0.0,4.0,3.0,49.0,27.0,20.0,9.0,9.0,2.0,5.0
4,1,Brisbane,Brisbane International,2009-01-05,International,Outdoor,Hard,1st Round,3,Nieminen J.,Baghdatis M.,41,96.0,1600,950.0,5.0,7.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.72,1.95,1.85,1.83,1.83,2.0,1.8,1.88,1.88,2009-339,Brisbane,Hard,32,A,2009-01-05,15,103813,,,Nieminen J.,L,185.0,FIN,27.4551676934,41.0,1600.0,104571,,WC,Baghdatis M.,R,183.0,CYP,23.5537303217,96.0,950.0,5-7 6-1 6-4,3,R32,124.0,2.0,2.0,89.0,64.0,42.0,15.0,15.0,2.0,5.0,5.0,11.0,91.0,45.0,34.0,18.0,14.0,6.0,11.0
5,1,Brisbane,Brisbane International,2009-01-05,International,Outdoor,Hard,1st Round,3,Stepanek R.,Kunitsyn I.,26,45.0,2260,1562.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.36,3.17,1.4,2.75,1.4,2.875,1.37,3.0,2009-339,Brisbane,Hard,32,A,2009-01-05,9,103285,8.0,,Stepanek R.,R,185.0,CZE,30.1081451061,26.0,2260.0,103857,,,Kunitsyn I.,R,180.0,RUS,27.266255989,45.0,1562.0,6-2 6-2,3,R32,66.0,6.0,1.0,43.0,23.0,19.0,13.0,8.0,0.0,0.0,1.0,2.0,47.0,27.0,18.0,6.0,8.0,7.0,11.0
6,1,Brisbane,Brisbane International,2009-01-05,International,Outdoor,Hard,1st Round,3,Melzer J.,Fish M.,32,22.0,1878,2330.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.2,1.61,2.2,1.65,2.2,1.61,2.25,1.615,2.15,1.67,2009-339,Brisbane,Hard,32,A,2009-01-05,8,103781,,,Melzer J.,L,183.0,AUT,27.6249144422,32.0,1878.0,103888,6.0,,Fish M.,R,188.0,USA,27.0746064339,22.0,2330.0,6-4 4-6 7-6(4),3,R32,143.0,12.0,4.0,114.0,74.0,59.0,16.0,16.0,8.0,10.0,20.0,2.0,106.0,53.0,41.0,30.0,16.0,8.0,10.0
7,1,Brisbane,Brisbane International,2009-01-05,International,Outdoor,Hard,1st Round,3,Verdasco F.,Tomic B.,15,764.0,2830,42.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.06,8.0,1.06,9.52,1.04,9.0,1.03,11.0,1.04,11.0,2009-339,Brisbane,Hard,32,A,2009-01-05,5,104269,3.0,,Verdasco F.,L,188.0,ESP,25.1416837782,15.0,2830.0,106071,,WC,Tomic B.,R,193.0,AUS,16.2080766598,764.0,42.0,6-4 6-2,3,R32,65.0,1.0,2.0,50.0,39.0,31.0,5.0,9.0,3.0,4.0,3.0,1.0,56.0,34.0,19.0,9.0,9.0,9.0,13.0
8,1,Brisbane,Brisbane International,2009-01-06,International,Outdoor,Hard,1st Round,3,Berdych T.,Klein B.,20,248.0,2430,304.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.03,11.0,1.05,10.5,1.05,8.5,1.04,10.0,1.03,12.0,2009-339,Brisbane,Hard,32,A,2009-01-06,4,104607,5.0,,Berdych T.,R,196.0,CZE,23.3018480493,20.0,2430.0,105454,,WC,Klein B.,R,183.0,AUS,19.0143737166,248.0,304.0,6-0 6-4,3,R32,67.0,5.0,2.0,50.0,33.0,28.0,6.0,8.0,4.0,5.0,0.0,2.0,51.0,27.0,15.0,7.0,8.0,3.0,8.0
9,1,Brisbane,Brisbane International,2009-01-06,International,Outdoor,Hard,1st Round,3,Ancic M.,Delic A.,35,131.0,1800,716.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.28,3.5,1.29,3.66,1.28,3.5,1.286,3.5,1.3,3.4,2009-339,Brisbane,Hard,32,A,2009-01-06,6,104339,,,Ancic M.,R,196.0,CRO,24.7693360712,35.0,1800.0,104025,,Q,Delic A.,R,196.0,BIH,26.5188227242,131.0,716.0,7-6(2) 6-7(4) 7-6(6),3,R32,172.0,23.0,3.0,122.0,72.0,56.0,32.0,18.0,2.0,2.0,21.0,3.0,129.0,87.0,63.0,26.0,18.0,3.0,3.0
10,1,Brisbane,Brisbane International,2009-01-06,International,Outdoor,Hard,1st Round,3,Gulbis E.,Djokovic N.,53,3.0,1408,10590.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.5,1.16,3.95,1.25,3.75,1.25,4.0,1.222,4.35,1.2,2009-339,Brisbane,Hard,32,A,2009-01-06,1,105208,,,Gulbis E.,R,190.0,LAT,20.3504449008,53.0,1408.0,104925,1.0,,Djokovic N.,R,188.0,SRB,21.6262833676,3.0,10590.0,6-4 6-4,3,R32,90.0,4.0,2.0,61.0,38.0,28.0,11.0,10.0,2.0,4.0,3.0,4.0,65.0,31.0,21.0,14.0,10.0,9.0,13.0
11,1,Brisbane,Brisbane International,2009-01-06,International,Outdoor,Hard,1st Round,3,Nishikori K.,Reynolds B.,61,68.0,1280,1144.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.7,2.15,1.66,2.1,1.667,2.2,1.69,2.12,2009-339,Brisbane,Hard,32,A,2009-01-06,3,105453,,,Nishikori K.,R,178.0,JPN,19.0198494182,61.0,1280.0,104035,,Q,Reynolds B.,R,183.0,USA,26.4722792608,68.0,1144.0,6-3 6-2,3,R32,59.0,5.0,4.0,45.0,23.0,19.0,14.0,9.0,0.0,1.0,5.0,1.0,53.0,29.0,18.0,8.0,8.0,4.0,8.0
12,1,Brisbane,Brisbane International,2009-01-06,International,Outdoor,Hard,1st Round,3,Llodra M.,Sirianni J.,54,263.0,1400,282.0,5.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.5,2.5,1.5,2.55,1.5,2.5,1.5,2.625,1.52,2.45,2009-339,Brisbane,Hard,32,A,2009-01-06,10,103566,,,Llodra M.,L,190.0,FRA,28.6351813826,54.0,1400.0,102512,,Q,Sirianni J.,R,175.0,AUS,33.9685147159,263.0,282.0,5-7 7-6(3) 6-2,3,R32,145.0,13.0,3.0,101.0,70.0,57.0,12.0,16.0,3.0,5.0,9.0,0.0,94.0,41.0,31.0,28.0,16.0,4.0,7.0
13,1,Brisbane,Brisbane International,2009-01-06,International,Outdoor,Hard,2nd Round,3,Soderling R.,Benneteau J.,17,40.0,2650,1608.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.35,3.3,1.36,3.0,1.364,3.0,1.33,3.2,2009-339,Brisbane,Hard,32,A,2009-01-06,22,104417,4.0,,Soderling R.,R,193.0,SWE,24.3942505133,17.0,2650.0,103898,,,Benneteau J.,R,185.0,FRA,27.0444900753,40.0,1608.0,6-3 6-3,3,R16,66.0,6.0,1.0,48.0,25.0,21.0,14.0,9.0,3.0,4.0,4.0,2.0,55.0,36.0,20.0,8.0,9.0,2.0,6.0
14,1,Brisbane,Brisbane International,2009-01-06,International,Outdoor,Hard,2nd Round,3,Gasquet R.,Dent T.,23,865.0,2320,28.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.22,4.33,1.22,4.0,1.2,4.333,1.22,4.1,2009-339,Brisbane,Hard,32,A,2009-01-06,23,104755,7.0,,Gasquet R.,R,185.0,FRA,22.5516769336,23.0,2320.0,103758,,,Dent T.,R,188.0,USA,27.7015742642,865.0,28.0,7-5 6-4,3,R16,80.0,9.0,2.0,60.0,39.0,32.0,11.0,11.0,4.0,5.0,4.0,7.0,70.0,41.0,31.0,10.0,11.0,2.0,5.0
15,1,Brisbane,Brisbane International,2009-01-07,International,Outdoor,Hard,2nd Round,3,Serra F.,Melzer J.,60,32.0,1324,1878.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.51,1.54,2.5,1.5,2.5,1.533,2.52,1.5,2009-339,Brisbane,Hard,32,A,2009-01-07,20,103722,,,Serra F.,R,180.0,FRA,27.8521560575,60.0,1324.0,103781,,,Melzer J.,L,183.0,AUT,27.6249144422,32.0,1878.0,6-4 6-3,3,R16,71.0,4.0,2.0,63.0,32.0,21.0,20.0,10.0,4.0,5.0,7.0,3.0,53.0,28.0,20.0,11.0,9.0,1.0,4.0
16,1,Brisbane,Brisbane International,2009-01-07,International,Outdoor,Hard,2nd Round,3,Verdasco F.,Ancic M.,15,35.0,2830,1800.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.85,1.95,,,1.9,1.9,1.74,2.04,2009-339,Brisbane,Hard,32,A,2009-01-07,19,104269,3.0,,Verdasco F.,L,188.0,ESP,25.1416837782,15.0,2830.0,104339,,,Ancic M.,R,196.0,CRO,24.7693360712,35.0,1800.0,6-2 6-3,3,R16,79.0,6.0,1.0,53.0,39.0,33.0,8.0,9.0,5.0,5.0,2.0,0.0,55.0,33.0,20.0,11.0,8.0,2.0,5.0
17,1,Brisbane,Brisbane International,2009-01-07,International,Outdoor,Hard,2nd Round,3,Stepanek R.,Llodra M.,26,54.0,2260,1400.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,3.0,1.4,2.75,1.444,2.75,1.45,2.7,2009-339,Brisbane,Hard,32,A,2009-01-07,21,103285,8.0,,Stepanek R.,R,185.0,CZE,30.1081451061,26.0,2260.0,103566,,,Llodra M.,L,190.0,FRA,28.6351813826,54.0,1400.0,7-6(2) 6-3,3,R16,93.0,6.0,3.0,71.0,38.0,35.0,18.0,11.0,2.0,2.0,5.0,3.0,67.0,43.0,33.0,10.0,10.0,3.0,4.0
18,1,Brisbane,Brisbane International,2009-01-07,International,Outdoor,Hard,2nd Round,3,Nishikori K.,Berdych T.,61,20.0,1280,2430.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.89,1.42,3.0,1.364,2.875,1.4,2.7,1.44,2009-339,Brisbane,Hard,32,A,2009-01-07,18,105453,,,Nishikori K.,R,178.0,JPN,19.0198494182,61.0,1280.0,104607,5.0,,Berdych T.,R,196.0,CZE,23.3018480493,20.0,2430.0,7-6(7) 6-3,3,R16,100.0,5.0,1.0,72.0,39.0,30.0,21.0,11.0,4.0,5.0,6.0,1.0,72.0,44.0,29.0,16.0,10.0,2.0,4.0
19,2,Chennai,Chennai Open,2009-01-05,International,Outdoor,Hard,1st Round,3,Phau B.,Ventura S.,118,121.0,850,814.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.32,3.4,1.364,3.0,1.286,3.25,1.3,3.4,2009-891,Chennai,Hard,32,A,2009-01-05,15,103451,,,Phau B.,R,175.0,GER,29.2566735113,118.0,850.0,103490,,,Ventura S.,R,183.0,ESP,29.0020533881,121.0,814.0,6-2 7-5,3,R32,80.0,5.0,2.0,64.0,30.0,22.0,19.0,10.0,3.0,5.0,2.0,7.0,56.0,31.0,19.0,7.0,10.0,1.0,6.0
20,2,Chennai,Chennai Open,2009-01-05,International,Outdoor,Hard,1st Round,3,Cilic M.,Martin A.,27,99.0,2250,940.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.0,1.15,5.6,1.1,6.5,1.14,5.5,1.12,6.0,2009-891,Chennai,Hard,32,A,2009-01-05,5,105227,3.0,,Cilic M.,R,198.0,CRO,20.2710472279,27.0,2250.0,103252,,,Martin A.,R,175.0,ESP,30.379192334,99.0,940.0,6-4 6-4,3,R32,92.0,4.0,3.0,69.0,35.0,27.0,20.0,10.0,5.0,5.0,0.0,3.0,63.0,36.0,23.0,17.0,10.0,1.0,3.0
21,2,Chennai,Chennai Open,2009-01-05,International,Outdoor,Hard,1st Round,3,Dlouhy L.,Soeda G.,180,112.0,452,870.0,3.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.66,2.05,1.75,2.0,1.72,2.0,1.727,2.1,1.7,2009-891,Chennai,Hard,32,A,2009-01-05,2,104160,,WC,Dlouhy L.,R,185.0,CZE,25.7440109514,180.0,452.0,104424,,,Soeda G.,R,178.0,JPN,24.334017796,112.0,870.0,3-6 6-2 6-4,3,R32,114.0,6.0,5.0,83.0,57.0,38.0,13.0,14.0,4.0,7.0,1.0,1.0,98.0,61.0,37.0,18.0,13.0,10.0,14.0
22,2,Chennai,Chennai Open,2009-01-05,International,Outdoor,Hard,1st Round,3,Schuettler R.,Amritraj P.,33,206.0,1864,392.0,6.0,2.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.25,3.75,1.3,3.55,1.25,3.75,1.25,3.75,1.32,3.25,2009-891,Chennai,Hard,32,A,2009-01-05,13,102783,5.0,,Schuettler R.,R,180.0,GER,32.6981519507,33.0,1864.0,104250,,WC,Amritraj P.,R,188.0,IND,25.2621492129,206.0,392.0,6-2 4-6 6-1,3,R32,85.0,3.0,2.0,68.0,42.0,32.0,18.0,13.0,1.0,2.0,2.0,0.0,61.0,45.0,27.0,9.0,12.0,1.0,5.0
23,2,Chennai,Chennai Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Beck A.,Karanusic R.,104,89.0,908,974.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.7,2.15,1.833,1.833,1.727,2.1,1.67,2.15,2009-891,Chennai,Hard,32,A,2009-01-06,3,104676,,,Beck A.,L,190.0,GER,22.9158110883,104.0,908.0,104056,,,Karanusic R.,R,183.0,CRO,26.3353867214,89.0,974.0,6-1 6-0,3,R32,39.0,3.0,0.0,31.0,25.0,19.0,5.0,6.0,0.0,0.0,2.0,4.0,45.0,36.0,16.0,1.0,7.0,3.0,9.0
24,2,Chennai,Chennai Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Istomin D.,Bopanna R.,109,332.0,902,208.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.55,2.45,,,1.615,2.2,1.62,2.25,2009-891,Chennai,Hard,32,A,2009-01-06,6,104797,,,Istomin D.,R,188.0,UZB,22.3299110198,109.0,902.0,103523,,Q,Bopanna R.,R,190.0,IND,28.8405201916,332.0,208.0,6-4 7-6(3),3,R32,86.0,3.0,1.0,70.0,50.0,39.0,12.0,11.0,2.0,3.0,9.0,2.0,77.0,41.0,30.0,17.0,11.0,2.0,4.0
25,2,Chennai,Chennai Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Davydenko N.,Koellerer D.,5,28.0,5330,2160.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.02,12.0,1.05,9.5,1.05,8.5,1.04,10.0,1.03,12.0,2009-891,Chennai,Hard,32,A,2009-01-06,1,103786,1.0,,Davydenko N.,R,178.0,RUS,27.5947980835,5.0,5330.0,104230,,,Koellerer D.,R,180.0,AUT,25.3880903491,123.0,788.0,6-2 6-3,3,R32,71.0,8.0,0.0,48.0,31.0,25.0,11.0,9.0,0.0,0.0,0.0,1.0,49.0,27.0,16.0,13.0,8.0,6.0,9.0
26,2,Chennai,Chennai Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Devvarman S.,Kim K.,202,114.0,412,866.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.92,1.92,1.909,1.8,1.909,1.8,1.9,1.86,2009-891,Chennai,Hard,32,A,2009-01-06,10,104500,,WC,Devvarman S.,R,180.0,IND,23.8932238193,202.0,412.0,103240,,,Kim K.,R,180.0,USA,30.4476386037,114.0,866.0,6-3 6-3,3,R32,75.0,10.0,3.0,57.0,34.0,23.0,14.0,9.0,2.0,3.0,0.0,1.0,60.0,33.0,22.0,10.0,9.0,4.0,8.0
27,2,Chennai,Chennai Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Karlovic I.,Ram R.,25,204.0,2280,404.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.25,3.95,1.25,3.75,1.222,3.75,1.2,4.3,2009-891,Chennai,Hard,32,A,2009-01-06,12,103333,4.0,,Karlovic I.,R,208.0,CRO,29.8535249829,25.0,2280.0,104330,,Q,Ram R.,R,193.0,USA,24.8021902806,204.0,404.0,6-4 6-3,3,R32,66.0,10.0,1.0,46.0,29.0,27.0,13.0,10.0,0.0,0.0,0.0,2.0,55.0,34.0,25.0,10.0,9.0,6.0,8.0
28,2,Chennai,Chennai Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Minar I.,Odesnik W.,97,117.0,950,862.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.8,2.05,1.833,1.833,1.8,1.909,1.77,2.0,2009-891,Chennai,Hard,32,A,2009-01-06,11,104371,,,Minar I.,R,183.0,CZE,24.6269678303,97.0,950.0,104639,,,Odesnik W.,L,180.0,USA,23.1238877481,117.0,862.0,6-3 6-0,3,R32,60.0,4.0,3.0,44.0,25.0,20.0,10.0,7.0,1.0,2.0,1.0,1.0,54.0,36.0,16.0,5.0,8.0,2.0,8.0
29,2,Chennai,Chennai Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Moya C.,Udomchoke D.,42,152.0,1580,566.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.95,1.25,3.75,1.2,4.0,1.26,3.7,2009-891,Chennai,Hard,32,A,2009-01-06,9,102845,6.0,,Moya C.,R,190.0,ESP,32.3586584531,42.0,1580.0,103821,,Q,Udomchoke D.,R,173.0,THA,27.4031485284,152.0,566.0,6-3 7-6(4),3,R32,81.0,5.0,0.0,64.0,41.0,31.0,16.0,11.0,0.0,1.0,2.0,5.0,65.0,40.0,30.0,10.0,10.0,4.0,6.0
30,2,Chennai,Chennai Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Tipsarevic J.,Andujar P.,47,98.0,1500,942.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.12,5.5,1.2,4.55,1.2,4.333,1.2,4.333,1.14,5.5,2009-891,Chennai,Hard,32,A,2009-01-06,8,104386,7.0,,Tipsarevic J.,R,180.0,SRB,24.5393566051,47.0,1500.0,104665,,,Andujar P.,R,180.0,ESP,22.9514031485,98.0,942.0,6-3 6-2,3,R32,80.0,4.0,0.0,57.0,34.0,25.0,12.0,9.0,1.0,2.0,3.0,5.0,55.0,41.0,23.0,6.0,8.0,2.0,6.0
31,2,Chennai,Chennai Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Cipolla F.,Wawrinka S.,138,16.0,632,2670.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,6.5,1.1,5.6,1.15,5.0,1.143,6.0,1.1,6.2,1.11,2009-891,Chennai,Hard,32,A,2009-01-06,16,104262,,Q,Cipolla F.,R,173.0,ITA,25.2128678987,138.0,632.0,104527,2.0,,Wawrinka S.,R,183.0,SUI,23.7754962355,16.0,2670.0,6-4 6-1,3,R32,94.0,0.0,3.0,72.0,57.0,39.0,7.0,9.0,6.0,7.0,3.0,3.0,53.0,25.0,16.0,12.0,8.0,5.0,9.0
32,2,Chennai,Chennai Open,2009-01-07,International,Outdoor,Hard,2nd Round,3,Dlouhy L.,Davydenko N.,180,5.0,452,5330.0,,,,,,,,,,,,,Walkover,11.0,1.03,9.5,1.05,8.5,1.05,9.0,1.05,10.0,1.05,2009-891,Chennai,Hard,32,A,2009-01-07,17,104160,,WC,Dlouhy L.,R,185.0,CZE,25.7440109514,180.0,452.0,103786,1.0,,Davydenko N.,R,178.0,RUS,27.5947980835,5.0,5330.0,W/O,3,R16,,,,,,,,,,,,,,,,,,,
33,2,Chennai,Chennai Open,2009-01-08,International,Outdoor,Hard,2nd Round,3,Karlovic I.,Minar I.,25,97.0,2280,950.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.35,3.2,1.286,3.5,1.286,3.5,1.37,3.0,2009-891,Chennai,Hard,32,A,2009-01-08,22,103333,4.0,,Karlovic I.,R,208.0,CRO,29.8535249829,25.0,2280.0,104371,,,Minar I.,R,183.0,CZE,24.6269678303,97.0,950.0,6-1 6-4,3,R16,53.0,16.0,0.0,46.0,26.0,23.0,14.0,9.0,2.0,2.0,3.0,1.0,39.0,29.0,21.0,3.0,8.0,2.0,5.0
34,2,Chennai,Chennai Open,2009-01-08,International,Outdoor,Hard,2nd Round,3,Devvarman S.,Moya C.,202,42.0,412,1580.0,4.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,3.4,1.3,3.66,1.29,3.4,1.3,3.5,1.286,3.6,1.27,2009-891,Chennai,Hard,32,A,2009-01-08,21,104500,,WC,Devvarman S.,R,180.0,IND,23.8932238193,202.0,412.0,102845,6.0,,Moya C.,R,190.0,ESP,32.3586584531,42.0,1580.0,4-6 7-5 6-4,3,R16,134.0,10.0,2.0,93.0,54.0,43.0,22.0,16.0,6.0,8.0,3.0,4.0,96.0,56.0,45.0,19.0,16.0,7.0,10.0
35,2,Chennai,Chennai Open,2009-01-08,International,Outdoor,Hard,2nd Round,3,Granollers M.,Beck A.,55,104.0,1384,908.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.9,1.8,1.95,1.85,1.909,1.8,2.0,1.8,1.97,1.8,2009-891,Chennai,Hard,32,A,2009-01-08,18,104719,8.0,,Granollers M.,R,190.0,ESP,22.7351129363,55.0,1384.0,104676,,,Beck A.,L,190.0,GER,22.9158110883,104.0,908.0,6-4 6-1,3,R16,60.0,7.0,2.0,49.0,28.0,23.0,10.0,8.0,3.0,4.0,1.0,6.0,70.0,40.0,23.0,11.0,9.0,10.0,15.0
36,2,Chennai,Chennai Open,2009-01-08,International,Outdoor,Hard,2nd Round,3,Tipsarevic J.,Sela D.,47,107.0,1500,906.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.45,2.7,1.4,2.75,1.444,2.75,1.45,2.68,2009-891,Chennai,Hard,32,A,2009-01-08,20,104386,7.0,,Tipsarevic J.,R,180.0,SRB,24.5393566051,47.0,1500.0,104534,,,Sela D.,R,175.0,ISR,23.7563312799,107.0,906.0,7-6(3) 6-4,3,R16,124.0,6.0,4.0,85.0,45.0,36.0,19.0,11.0,4.0,5.0,3.0,1.0,67.0,38.0,27.0,16.0,11.0,3.0,5.0
37,2,Chennai,Chennai Open,2009-01-08,International,Outdoor,Hard,2nd Round,3,Phau B.,Cipolla F.,118,138.0,850,632.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.8,2.05,1.8,1.909,1.8,2.0,1.75,2.02,2009-891,Chennai,Hard,32,A,2009-01-08,24,103451,,,Phau B.,R,175.0,GER,29.2566735113,118.0,850.0,104262,,Q,Cipolla F.,R,173.0,ITA,25.2128678987,138.0,632.0,6-1 6-2,3,R16,49.0,5.0,2.0,41.0,24.0,19.0,13.0,8.0,0.0,0.0,0.0,3.0,37.0,30.0,15.0,3.0,7.0,2.0,6.0
38,2,Chennai,Chennai Open,2009-01-08,International,Outdoor,Hard,2nd Round,3,Schuettler R.,Greul S.,33,125.0,1864,778.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.49,2.65,1.4,2.75,1.444,2.625,1.42,2.78,2009-891,Chennai,Hard,32,A,2009-01-08,23,102783,5.0,,Schuettler R.,R,180.0,GER,32.6981519507,33.0,1864.0,103752,,,Greul S.,R,185.0,GER,27.7316906229,125.0,778.0,6-4 6-2,3,R16,82.0,3.0,2.0,56.0,39.0,28.0,11.0,9.0,5.0,6.0,1.0,2.0,59.0,33.0,20.0,10.0,9.0,0.0,4.0
