,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
0,1,Brisbane,Brisbane International,2012-12-31,ATP250,Outdoor,Hard,1st Round,3,Mayer F.,Giraldo S.,28.0,57.0,1215.0,778.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.45,2.65,1.44,2.62,1.47,2.85,1.44,2.63,1.47,3.2,1.42,2.78,2013-339,Brisbane,Hard,28,A,2012-12-31,7,104252,6.0,,Mayer F.,R,190.0,GER,29.2402464066,28.0,1215.0,105053,,,Giraldo S.,R,188.0,COL,25.0951403149,57.0,778.0,6-4 6-4,3,R32,65.0,6.0,1.0,50.0,33.0,27.0,14.0,10.0,0.0,0.0,3.0,0.0,54.0,40.0,30.0,7.0,10.0,0.0,2.0
1,1,Brisbane,Brisbane International,2012-12-31,ATP250,Outdoor,Hard,1st Round,3,Nieminen J.,Benneteau J.,41.0,35.0,927.0,1075.0,6.0,3.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.61,2.2,1.75,2.0,1.8,1.91,1.8,2.1,1.73,2.0,1.8,2.26,1.73,2.05,2013-339,Brisbane,Hard,28,A,2012-12-31,4,103813,,,Nieminen J.,L,185.0,FIN,31.4414784394,41.0,927.0,103898,,,Benneteau J.,R,185.0,FRA,31.0308008214,35.0,1075.0,6-3 2-6 6-1,3,R32,104.0,4.0,1.0,94.0,63.0,40.0,15.0,12.0,8.0,11.0,6.0,6.0,70.0,48.0,29.0,7.0,12.0,1.0,6.0
2,1,Brisbane,Brisbane International,2012-12-31,ATP250,Outdoor,Hard,1st Round,3,Nishikori K.,Matosevic M.,19.0,49.0,1830.0,845.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.25,3.75,1.29,3.5,1.3,3.85,1.3,3.2,1.3,4.2,1.28,3.58,2013-339,Brisbane,Hard,28,A,2012-12-31,6,105453,5.0,,Nishikori K.,R,178.0,JPN,23.0061601643,19.0,1830.0,104594,,,Matosevic M.,R,194.0,AUS,27.3976728268,49.0,845.0,7-5 6-2,3,R32,102.0,2.0,0.0,72.0,45.0,29.0,17.0,10.0,4.0,5.0,3.0,1.0,70.0,37.0,25.0,13.0,10.0,3.0,7.0
3,1,Brisbane,Brisbane International,2012-12-31,ATP250,Outdoor,Hard,1st Round,3,Baghdatis M.,Mitchell B.,36.0,326.0,1070.0,137.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.06,8.0,1.08,7.0,1.08,9.43,1.07,7.0,1.1,9.5,1.08,7.76,2013-339,Brisbane,Hard,28,A,2012-12-31,8,104571,,,Baghdatis M.,R,183.0,CYP,27.5400410678,36.0,1070.0,106093,,WC,Mitchell B.,R,,AUS,20.0848733744,327.0,137.0,6-4 6-4,3,R32,77.0,5.0,1.0,60.0,35.0,30.0,14.0,10.0,4.0,4.0,5.0,1.0,57.0,35.0,28.0,10.0,10.0,0.0,2.0
4,1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Istomin D.,Klizan M.,43.0,30.0,897.0,1175.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.9,1.8,1.87,1.87,1.91,1.8,1.88,2.0,1.91,1.8,2.05,2.0,1.88,1.85,2013-339,Brisbane,Hard,28,A,2013-01-01,3,104797,,,Istomin D.,R,188.0,UZB,26.3162217659,43.0,897.0,105373,8.0,,Klizan M.,L,190.0,SVK,23.4743326489,30.0,1175.0,6-1 6-2,3,R32,70.0,6.0,2.0,53.0,33.0,28.0,8.0,8.0,2.0,2.0,3.0,3.0,57.0,31.0,19.0,9.0,7.0,9.0,13.0
5,1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Ito T.,199.0,79.0,239.0,655.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.75,2.0,1.73,2.0,1.7,2.27,1.8,1.91,1.85,2.28,1.71,2.08,2013-339,Brisbane,Hard,28,A,2013-01-01,1,105357,,Q,Millman J.,R,183.0,AUS,23.5482546201,199.0,239.0,105147,,,Ito T.,R,180.0,JPN,24.6214921287,79.0,655.0,6-4 6-1,3,R32,86.0,7.0,6.0,69.0,44.0,33.0,11.0,9.0,3.0,4.0,2.0,5.0,53.0,26.0,19.0,8.0,8.0,3.0,7.0
6,1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Falla A.,Levine J.,54.0,104.0,809.0,530.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.08,1.67,1.91,1.8,2.26,1.7,2.0,1.73,2.32,1.83,2.08,1.7,2013-339,Brisbane,Hard,28,A,2013-01-01,9,104268,,,Falla A.,L,185.0,COL,29.1307323751,54.0,809.0,105028,,Q,Levine J.,L,175.0,CAN,25.2128678987,104.0,530.0,6-1 7-6(8),3,R32,78.0,11.0,1.0,59.0,46.0,40.0,8.0,10.0,0.0,0.0,5.0,2.0,74.0,45.0,29.0,16.0,9.0,8.0,10.0
7,1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Melzer J.,Kudla D.,29.0,137.0,1177.0,402.0,2.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.62,1.55,2.35,1.44,2.62,1.6,2.47,1.5,2.5,1.63,2.82,1.52,2.46,2013-339,Brisbane,Hard,28,A,2013-01-01,10,103781,7.0,,Melzer J.,L,183.0,AUT,31.6112251882,29.0,1177.0,106045,,Q,Kudla D.,R,180.0,USA,20.372347707,137.0,402.0,2-6 6-4 6-4,3,R32,107.0,5.0,1.0,78.0,55.0,40.0,12.0,14.0,3.0,6.0,3.0,3.0,91.0,48.0,37.0,20.0,14.0,4.0,7.0
8,1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Robredo T.,Harrison R.,114.0,69.0,495.0,710.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.0,1.36,2.5,1.5,2.38,1.53,2.93,1.45,2.5,1.5,3.25,1.53,2.66,1.47,2013-339,Brisbane,Hard,28,A,2013-01-01,5,103990,,,Robredo T.,R,180.0,ESP,30.6694045175,114.0,495.0,105992,,Q,Harrison R.,R,183.0,USA,20.6516084873,69.0,710.0,6-4 7-6(4),3,R32,96.0,6.0,0.0,64.0,50.0,43.0,8.0,11.0,1.0,1.0,4.0,1.0,68.0,39.0,26.0,20.0,11.0,0.0,1.0
9,1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Dimitrov G.,Baker B.,48.0,61.0,866.0,756.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,2.8,1.44,2.62,1.38,3.3,1.4,2.75,1.45,3.55,1.39,2.87,2013-339,Brisbane,Hard,28,A,2013-01-01,12,105777,,,Dimitrov G.,R,188.0,BUL,21.6290212183,48.0,866.0,104548,,,Baker B.,R,190.0,USA,27.6714579055,61.0,756.0,6-3 7-6(8),3,R32,82.0,10.0,1.0,64.0,40.0,33.0,15.0,11.0,0.0,1.0,6.0,2.0,70.0,49.0,28.0,16.0,10.0,3.0,5.0
10,1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Ebden M.,46.0,105.0,868.0,529.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.55,2.35,1.53,2.38,1.65,2.36,1.53,2.38,1.67,2.4,1.59,2.29,2013-339,Brisbane,Hard,28,A,2013-01-01,11,105676,,,Goffin D.,R,163.0,BEL,22.0670773443,46.0,868.0,105051,,WC,Ebden M.,R,188.0,AUS,25.0978781656,105.0,529.0,6-2 6-2,3,R32,55.0,2.0,2.0,43.0,28.0,22.0,11.0,8.0,2.0,2.0,1.0,4.0,40.0,18.0,9.0,11.0,8.0,0.0,4.0
11,1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Hewitt L.,Kunitsyn I.,83.0,162.0,625.0,339.0,6.0,3.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.2,4.33,1.17,4.65,1.22,4.0,1.28,4.02,1.2,4.0,1.28,4.65,1.22,4.07,2013-339,Brisbane,Hard,28,A,2013-01-01,2,103720,,WC,Hewitt L.,R,180.0,AUS,31.8494182067,83.0,625.0,103857,,LL,Kunitsyn I.,R,180.0,RUS,31.2525667351,162.0,339.0,6-3 4-6 6-2,3,R32,124.0,8.0,2.0,69.0,34.0,29.0,21.0,13.0,1.0,2.0,7.0,5.0,99.0,53.0,37.0,19.0,14.0,6.0,10.0
12,1,Brisbane,Brisbane International,2013-01-02,ATP250,Outdoor,Hard,2nd Round,3,Simon G.,Falla A.,16.0,54.0,2165.0,809.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.75,1.25,3.75,1.29,4.01,1.22,3.75,1.29,4.6,1.26,3.73,2013-339,Brisbane,Hard,28,A,2013-01-02,18,104468,3.0,,Simon G.,R,183.0,FRA,28.0109514031,16.0,2165.0,104268,,,Falla A.,L,185.0,COL,29.1307323751,54.0,809.0,7-6(5) 7-6(5),3,R16,132.0,5.0,1.0,89.0,43.0,28.0,28.0,12.0,6.0,9.0,6.0,2.0,76.0,43.0,27.0,20.0,12.0,1.0,4.0
13,1,Brisbane,Brisbane International,2013-01-02,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Mayer F.,36.0,28.0,1070.0,1215.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.5,2.5,1.57,2.25,1.52,2.73,1.53,2.38,1.57,3.2,1.51,2.5,2013-339,Brisbane,Hard,28,A,2013-01-02,17,104571,,,Baghdatis M.,R,183.0,CYP,27.5400410678,36.0,1070.0,104252,6.0,,Mayer F.,R,190.0,GER,29.2402464066,28.0,1215.0,6-4 6-2,3,R16,71.0,15.0,2.0,55.0,35.0,29.0,9.0,9.0,4.0,5.0,1.0,0.0,65.0,40.0,24.0,11.0,9.0,6.0,10.0
14,1,Brisbane,Brisbane International,2013-01-02,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Robredo T.,19.0,114.0,1830.0,495.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.75,1.29,3.5,1.27,4.18,1.25,3.5,1.29,5.1,1.25,3.84,2013-339,Brisbane,Hard,28,A,2013-01-02,16,105453,5.0,,Nishikori K.,R,178.0,JPN,23.0061601643,19.0,1830.0,103990,,,Robredo T.,R,180.0,ESP,30.6694045175,114.0,495.0,6-3 6-3,3,R16,86.0,1.0,1.0,53.0,34.0,25.0,13.0,9.0,0.0,0.0,4.0,2.0,60.0,29.0,20.0,14.0,9.0,8.0,11.0
15,2,Chennai,Chennai Open,2012-12-31,ATP250,Outdoor,Hard,1st Round,3,Soeda G.,Donskoy E.,60.0,81.0,758.0,637.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.9,1.8,1.87,1.87,1.8,1.91,1.99,1.9,2.0,1.73,2.0,2.05,1.88,1.86,2013-891,Chennai,Hard,28,A,2012-12-31,10,104424,8.0,,Soeda G.,R,178.0,JPN,28.3203285421,60.0,758.0,105539,,,Donskoy E.,R,185.0,RUS,22.6475017112,81.0,637.0,6-1 6-2,3,R32,59.0,1.0,1.0,45.0,20.0,16.0,17.0,8.0,2.0,2.0,5.0,3.0,37.0,18.0,12.0,5.0,7.0,0.0,4.0
16,2,Chennai,Chennai Open,2012-12-31,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Sousa J.,86.0,101.0,583.0,546.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,2.8,1.4,2.75,1.43,3.03,1.4,2.75,1.43,3.5,1.38,2.91,2013-891,Chennai,Hard,28,A,2012-12-31,8,105379,,,Bedene A.,R,181.0,SLO,23.4551676934,86.0,583.0,105311,,,Sousa J.,R,,POR,23.7563312799,101.0,546.0,6-3 6-2,3,R32,74.0,6.0,2.0,52.0,34.0,27.0,11.0,8.0,1.0,1.0,0.0,2.0,58.0,37.0,16.0,14.0,9.0,3.0,7.0
17,2,Chennai,Chennai Open,2012-12-31,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Bhambri Y.,56.0,217.0,780.0,220.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.75,1.25,3.75,1.28,4.08,1.29,3.25,1.29,5.1,1.25,3.81,2013-891,Chennai,Hard,28,A,2012-12-31,7,104898,6.0,,Haase R.,R,190.0,NED,25.7385352498,56.0,780.0,106026,,WC,Bhambri Y.,R,183.0,IND,20.4928131417,217.0,220.0,7-5 6-3,3,R32,85.0,4.0,3.0,68.0,50.0,39.0,10.0,11.0,4.0,4.0,8.0,3.0,58.0,39.0,27.0,9.0,10.0,5.0,7.0
18,2,Chennai,Chennai Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Amritraj P.,Rufin G.,549.0,92.0,51.0,574.0,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.4,2.65,1.45,2.75,1.4,2.94,1.45,2.63,1.44,3.15,1.49,2.76,1.42,2013-891,Chennai,Hard,28,A,2013-01-01,11,104250,,Q,Amritraj P.,R,188.0,IND,29.2484599589,551.0,51.0,105558,,,Rufin G.,R,188.0,FRA,22.6009582478,92.0,574.0,6-7(4) 6-2 6-3,3,R32,143.0,9.0,1.0,103.0,72.0,52.0,18.0,15.0,6.0,7.0,5.0,6.0,93.0,48.0,36.0,21.0,14.0,2.0,6.0
19,2,Chennai,Chennai Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Cipolla F.,47.0,95.0,867.0,568.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.45,2.65,1.44,2.62,1.56,2.57,1.44,2.63,1.56,2.77,1.47,2.6,2013-891,Chennai,Hard,28,A,2013-01-01,6,105332,5.0,,Paire B.,R,196.0,FRA,23.6495550992,47.0,867.0,104262,,,Cipolla F.,R,173.0,ITA,29.1991786448,95.0,568.0,6-3 6-4,3,R32,78.0,6.0,4.0,67.0,33.0,27.0,14.0,10.0,2.0,3.0,2.0,2.0,57.0,41.0,26.0,7.0,9.0,3.0,6.0
20,2,Chennai,Chennai Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Devvarman S.,Hajek J.,663.0,106.0,32.0,527.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.4,2.8,1.44,2.62,1.54,2.62,1.73,2.0,1.73,3.15,1.48,2.57,2013-891,Chennai,Hard,28,A,2013-01-01,1,104500,,WC,Devvarman S.,R,180.0,IND,27.8795345654,664.0,32.0,104225,,,Hajek J.,R,180.0,CZE,29.401779603,106.0,527.0,6-3 6-3,3,R32,70.0,7.0,0.0,50.0,28.0,24.0,12.0,9.0,2.0,3.0,0.0,1.0,46.0,28.0,13.0,9.0,9.0,1.0,5.0
21,2,Chennai,Chennai Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Sela D.,Ram R.,109.0,132.0,512.0,427.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.6,2.25,1.53,2.38,1.63,2.43,1.57,2.25,1.67,2.56,1.59,2.3,2013-891,Chennai,Hard,28,A,2013-01-01,5,104534,,,Sela D.,R,175.0,ISR,27.742642026,109.0,512.0,104330,,Q,Ram R.,R,193.0,USA,28.7885010267,132.0,427.0,6-4 6-1,3,R32,64.0,2.0,2.0,53.0,33.0,26.0,10.0,9.0,2.0,3.0,2.0,1.0,46.0,26.0,15.0,11.0,8.0,4.0,8.0
22,2,Chennai,Chennai Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Stakhovsky S.,Bemelmans R.,103.0,111.0,538.0,509.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2,1.75,2.0,1.73,2.05,1.85,1.91,1.8,2.1,1.94,2.0,1.76,2013-891,Chennai,Hard,28,A,2013-01-01,4,104660,,,Stakhovsky S.,R,193.0,UKR,26.984257358,103.0,538.0,105074,,Q,Bemelmans R.,L,,BEL,24.9637234771,111.0,509.0,7-6(7) 7-6(5),3,R32,114.0,10.0,3.0,100.0,61.0,47.0,17.0,12.0,3.0,5.0,6.0,2.0,85.0,53.0,37.0,20.0,12.0,2.0,4.0
23,2,Chennai,Chennai Open,2013-01-02,ATP250,Outdoor,Hard,2nd Round,3,Bedene A.,Haase R.,86.0,56.0,583.0,780.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.15,1.65,2.25,1.57,2.22,1.74,2.2,1.67,2.35,1.75,2.17,1.65,2013-891,Chennai,Hard,28,A,2013-01-02,17,105379,,,Bedene A.,R,181.0,SLO,23.4551676934,86.0,583.0,104898,6.0,,Haase R.,R,190.0,NED,25.7385352498,56.0,780.0,7-5 6-3,3,R16,80.0,4.0,1.0,53.0,34.0,29.0,12.0,11.0,0.0,1.0,5.0,2.0,62.0,41.0,27.0,8.0,10.0,2.0,5.0
24,2,Chennai,Chennai Open,2013-01-02,ATP250,Outdoor,Hard,2nd Round,3,Soeda G.,Amritraj P.,60.0,549.0,758.0,51.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.28,3.5,1.3,3.3,1.33,3.25,1.36,3.48,1.33,3.25,1.36,3.95,1.31,3.31,2013-891,Chennai,Hard,28,A,2013-01-02,19,104424,8.0,,Soeda G.,R,178.0,JPN,28.3203285421,60.0,758.0,104250,,Q,Amritraj P.,R,188.0,IND,29.2484599589,551.0,51.0,7-6(2) 3-6 6-4,3,R16,150.0,11.0,1.0,92.0,54.0,44.0,19.0,16.0,4.0,8.0,9.0,0.0,120.0,70.0,46.0,27.0,15.0,14.0,17.0
25,2,Chennai,Chennai Open,2013-01-03,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Sela D.,47.0,109.0,867.0,512.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.65,2.15,1.67,2.1,1.69,2.3,1.67,2.2,1.69,2.37,1.62,2.24,2013-891,Chennai,Hard,28,A,2013-01-03,16,105332,5.0,,Paire B.,R,196.0,FRA,23.6495550992,47.0,867.0,104534,,,Sela D.,R,175.0,ISR,27.742642026,109.0,512.0,6-1 6-0,3,R16,40.0,9.0,4.0,48.0,29.0,23.0,10.0,7.0,2.0,2.0,0.0,2.0,34.0,22.0,9.0,3.0,6.0,2.0,7.0
26,2,Chennai,Chennai Open,2013-01-03,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Stakhovsky S.,15.0,103.0,2210.0,538.0,4.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.18,4.5,1.2,4.25,1.2,4.33,1.23,4.77,1.2,4.5,1.25,4.9,1.21,4.25,2013-891,Chennai,Hard,28,A,2013-01-03,15,105227,3.0,,Cilic M.,R,198.0,CRO,24.257357974,15.0,2210.0,104660,,,Stakhovsky S.,R,193.0,UKR,26.984257358,103.0,538.0,4-6 6-2 6-3,3,R16,107.0,15.0,1.0,79.0,45.0,37.0,21.0,14.0,2.0,3.0,4.0,5.0,84.0,55.0,40.0,12.0,13.0,2.0,5.0
27,2,Chennai,Chennai Open,2013-01-03,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Devvarman S.,6.0,663.0,4680.0,32.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.06,8.0,1.05,8.5,1.08,9.85,1.04,11.0,1.08,13.0,1.06,9.19,2013-891,Chennai,Hard,28,A,2013-01-03,13,104607,1.0,,Berdych T.,R,196.0,CZE,27.2881587953,6.0,4680.0,104500,,WC,Devvarman S.,R,180.0,IND,27.8795345654,664.0,32.0,6-3 6-1,3,R16,66.0,4.0,0.0,39.0,20.0,16.0,16.0,8.0,0.0,0.0,2.0,1.0,56.0,38.0,23.0,3.0,8.0,5.0,9.0
28,3,Doha,Qatar Exxon Mobil Open,2012-12-31,ATP250,Outdoor,Hard,1st Round,3,Lorenzi P.,Ramos A.,64.0,50.0,744.0,830.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.65,1.45,2.38,1.53,2.73,1.51,2.63,1.44,3.15,1.53,2.59,1.47,2013-451,Doha,Hard,32,A,2012-12-31,3,103893,,,Lorenzi P.,R,183.0,ITA,31.0444900753,64.0,744.0,105077,,,Ramos A.,L,188.0,ESP,24.9555099247,50.0,830.0,7-6(4) 6-1,3,R32,106.0,0.0,1.0,71.0,49.0,35.0,12.0,10.0,3.0,4.0,2.0,2.0,65.0,31.0,23.0,15.0,9.0,3.0,6.0
29,3,Doha,Qatar Exxon Mobil Open,2012-12-31,ATP250,Outdoor,Hard,1st Round,3,Davydenko N.,Hanescu V.,44.0,62.0,885.0,753.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.35,3.0,1.36,3.0,1.29,3.92,1.33,3.0,1.38,3.92,1.33,3.21,2013-451,Doha,Hard,32,A,2012-12-31,6,103786,,,Davydenko N.,R,178.0,RUS,31.5811088296,44.0,885.0,103812,,,Hanescu V.,R,198.0,ROU,31.446954141,62.0,753.0,6-2 6-3,3,R32,74.0,2.0,0.0,59.0,47.0,33.0,8.0,9.0,4.0,4.0,1.0,0.0,49.0,38.0,22.0,3.0,8.0,0.0,3.0
30,3,Doha,Qatar Exxon Mobil Open,2012-12-31,ATP250,Outdoor,Hard,1st Round,3,Zemlja G.,Fognini F.,55.0,45.0,782.0,880.0,6.0,2.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.25,1.65,2.15,1.67,2.1,1.73,2.22,1.67,2.1,1.73,2.4,1.63,2.21,2013-451,Doha,Hard,32,A,2012-12-31,15,104813,,,Zemlja G.,R,183.0,SLO,26.2559890486,55.0,782.0,104926,,,Fognini F.,R,178.0,ITA,25.607118412,45.0,880.0,6-2 3-6 6-4,3,R32,111.0,4.0,3.0,75.0,41.0,27.0,18.0,13.0,0.0,4.0,2.0,4.0,94.0,52.0,32.0,18.0,14.0,6.0,12.0
31,3,Doha,Qatar Exxon Mobil Open,2012-12-31,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Phau B.,38.0,75.0,1055.0,668.0,6.0,3.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.0,1.35,3.0,1.33,3.25,1.38,3.26,1.44,2.63,1.48,3.95,1.4,2.87,2013-451,Doha,Hard,32,A,2012-12-31,13,104678,6.0,,Troicki V.,R,193.0,SRB,26.8884325804,38.0,1055.0,103451,,,Phau B.,R,175.0,GER,33.2429842574,75.0,668.0,6-3 3-6 6-4,3,R32,105.0,7.0,2.0,81.0,50.0,39.0,19.0,14.0,3.0,4.0,3.0,1.0,83.0,50.0,36.0,19.0,14.0,7.0,9.0
32,3,Doha,Qatar Exxon Mobil Open,2012-12-31,ATP250,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Dodig I.,20.0,72.0,1770.0,695.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.5,2.5,1.5,2.5,1.54,2.63,1.5,2.5,1.57,3.0,1.5,2.52,2013-451,Doha,Hard,32,A,2012-12-31,12,104259,3.0,,Kohlschreiber P.,R,178.0,GER,29.2101300479,20.0,1770.0,104471,,,Dodig I.,R,183.0,CRO,27.9945242984,72.0,695.0,7-6(5) 6-1,3,R32,76.0,6.0,0.0,59.0,41.0,34.0,12.0,10.0,1.0,1.0,7.0,1.0,61.0,37.0,28.0,11.0,9.0,4.0,6.0
33,3,Doha,Qatar Exxon Mobil Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Rosol L.,Andujar P.,73.0,42.0,679.0,915.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.35,3.0,1.36,3.0,1.44,2.98,1.33,3.0,1.44,3.25,1.36,3.02,2013-451,Doha,Hard,32,A,2013-01-01,4,104586,,,Rosol L.,R,196.0,CZE,27.4387405886,73.0,679.0,104665,8.0,,Andujar P.,R,180.0,ESP,26.9377138946,42.0,915.0,6-2 7-6(2),3,R32,90.0,3.0,4.0,76.0,44.0,30.0,17.0,10.0,5.0,7.0,0.0,3.0,75.0,51.0,27.0,10.0,10.0,8.0,12.0
34,3,Doha,Qatar Exxon Mobil Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Youzhny M.,Becker B.,25.0,65.0,1335.0,741.0,4.0,6.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.22,4.0,1.25,3.75,1.3,3.4,1.28,4.05,1.29,3.25,1.33,4.8,1.27,3.64,2013-451,Doha,Hard,32,A,2013-01-01,5,104022,4.0,,Youzhny M.,R,183.0,RUS,30.5188227242,25.0,1335.0,103794,,,Becker B.,R,178.0,GER,31.5427789185,65.0,741.0,4-6 7-6(3) 6-1,3,R32,138.0,5.0,1.0,103.0,66.0,46.0,21.0,14.0,6.0,8.0,12.0,3.0,90.0,45.0,37.0,17.0,15.0,2.0,6.0
35,3,Doha,Qatar Exxon Mobil Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Brands D.,Chardy J.,153.0,32.0,367.0,1131.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.5,1.5,2.62,1.44,2.56,1.56,2.63,1.44,2.78,1.57,2.54,1.49,2013-451,Doha,Hard,32,A,2013-01-01,9,104978,,Q,Brands D.,R,196.0,GER,25.4592744695,153.0,367.0,104871,5.0,,Chardy J.,R,188.0,FRA,25.8836413415,32.0,1131.0,6-4 6-4,3,R32,69.0,6.0,2.0,57.0,43.0,36.0,7.0,10.0,2.0,2.0,6.0,6.0,56.0,31.0,24.0,14.0,10.0,2.0,4.0
36,3,Doha,Qatar Exxon Mobil Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Hernych J.,10.0,193.0,2515.0,245.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.1,6.5,1.11,6.0,1.11,7.72,1.14,5.0,1.17,7.72,1.13,5.74,2013-451,Doha,Hard,32,A,2013-01-01,16,104755,2.0,,Gasquet R.,R,185.0,FRA,26.5379876797,10.0,2515.0,103401,,Q,Hernych J.,R,190.0,CZE,33.4866529774,193.0,245.0,6-3 6-4,3,R32,76.0,6.0,3.0,60.0,32.0,23.0,17.0,10.0,3.0,4.0,2.0,0.0,54.0,32.0,23.0,9.0,9.0,1.0,4.0
